SPECIES,LATITUDE,LONGITUDE
KANGAROO,-35.40626865,149.0640873
KANGAROO,-35.28073575,149.1519491
KANGAROO,-35.22174827,149.1423845
KANGAROO,-35.36009578,149.0764926
KANGAROO,-35.27480745,149.1372987
WALLAROO,-35.2282785,149.0347058
KANGAROO,-35.28080143,149.1517509
KANGAROO,-35.43696687,148.9464369
KANGAROO,-35.43668715,148.9468446
KANGAROO,-35.41308193,148.970727
KANGAROO,-35.22642997,149.1542979
KANGAROO,-35.43081198,149.0775931
KANGAROO,-35.37869753,149.07271
KANGAROO,-35.24344182,149.1133541
KANGAROO,-35.24339119,149.1128335
KANGAROO,-35.46459815,149.1118663
KANGAROO,-35.25175325,149.0800364
KANGAROO,-35.26214405,149.1869953
0,-35.21562303,149.1918303
KANGAROO,-35.42396527,149.0686771
KANGAROO,-35.3378987,149.1027867
KANGAROO,-35.32676587,149.1125439
KANGAROO,-35.28483407,149.0980939
KANGAROO,-35.34685595,149.1097071
KANGAROO,-35.3322893,149.3316789
KANGAROO,-35.18779145,149.1670802
KANGAROO,-35.32611925,149.3730196
KANGAROO,-35.39274092,149.1031448
WALLABY,-35.25399815,149.1114428
KANGAROO,-35.34964533,149.0967749
KANGAROO,-35.17479245,149.0631518
KANGAROO,-35.36697797,149.0818441
KANGAROO,-35.31933363,149.0654933
KANGAROO,-35.25014388,149.1935717
KANGAROO,-35.22278507,149.195692
KANGAROO,-35.34128312,149.0947555
KANGAROO,-35.34131797,149.0948405
KANGAROO,-35.32963447,149.08609
KANGAROO,-35.32568029,149.0104919
KANGAROO,-35.29478414,149.1302405
KANGAROO,-35.32982208,149.1288781
KANGAROO,-35.33840272,149.178254
KANGAROO,-35.27641085,149.0745161
KANGAROO,-35.23605689,149.0330375
KANGAROO,-35.23340436,149.1647473
WALLABY,-35.3571778,149.0694809
KANGAROO,-35.26097537,149.1480999
0,-35.21580787,149.1923616
KANGAROO,-35.39155538,149.1094076
KANGAROO,-35.3833115,149.1188063
WALLABY,-35.17300297,149.071282
KANGAROO,-35.27753583,149.0785975
KANGAROO,-35.34419393,149.1511779
KANGAROO,-35.28098696,149.1097962
KANGAROO,-35.34216162,149.1856831
KANGAROO,-35.27857872,149.0433837
KANGAROO,-35.32198863,149.1674452
KANGAROO,-35.38306665,149.09384
KANGAROO,-35.18747302,149.0485662
KANGAROO,-35.18940558,149.0556224
KANGAROO,-35.23147642,149.122543
KANGAROO,-35.39323631,149.0674779
KANGAROO,-35.31203622,149.0623438
KANGAROO,-35.40904892,149.0734386
KANGAROO,-35.34238835,149.0962585
KANGAROO,-35.22054837,149.0602434
KANGAROO,-35.29579876,149.1792469
KANGAROO,-35.22180304,149.1956852
KANGAROO,-35.20612285,149.1984053
KANGAROO,-35.30158215,149.1067737
KANGAROO,-35.35557457,149.0702206
KANGAROO,-35.35929784,149.0679439
KANGAROO,-35.3695569,149.0591403
KANGAROO,-35.23492627,149.125372
KANGAROO,-35.39847995,149.1352789
KANGAROO,-35.26621123,149.1111848
KANGAROO,-35.21167129,149.0872613
KANGAROO,-35.25140668,149.1728246
KANGAROO,-35.37244934,149.1690329
KANGAROO,-35.44854548,149.0917837
KANGAROO,-35.21735203,149.1827776
WALLABY,-35.4011831,149.1232559
KANGAROO,-35.32569454,149.222686
KANGAROO,-35.25532285,149.1529336
KANGAROO,-35.32196326,149.2075547
KANGAROO,-35.46543596,149.0937811
KANGAROO,-35.3459126,149.1206402
KANGAROO,-35.35618346,149.1019176
KANGAROO,-35.35345002,149.1334802
KANGAROO,-35.30154977,149.0721006
KANGAROO,-35.27064517,149.1958496
KANGAROO,-35.34738153,149.1076668
KANGAROO,-35.32748502,149.0954246
KANGAROO,-35.35018268,149.1034028
KANGAROO,-35.38246366,149.0939007
KANGAROO,-35.2058286,149.1998525
RED NECKED WALLABY,-35.20614593,149.1982192
KANGAROO,-35.2077562,149.1936406
WALLABY,-35.34713632,149.0298318
KANGAROO,-35.30997072,149.0620586
KANGAROO,-35.3101869,149.0620394
KANGAROO,-35.2583595,149.054946
KANGAROO,-35.32878816,149.1282257
KANGAROO,-35.3763139,149.1333934
KANGAROO,-35.38044742,149.1164237
KANGAROO,-35.29451863,149.1286071
KANGAROO,-35.23407458,149.0332881
KANGAROO,-35.31733868,149.0684819
KANGAROO,-35.2102358,149.035901
KANGAROO,-35.38630151,149.1157117
KANGAROO,-35.39067392,149.1118869
KANGAROO,-35.39437571,149.1089467
WALLAROO,-35.39456573,149.105392
KANGAROO,-35.34316989,149.0501245
WALLAROO,-35.3732547,149.0657745
KANGAROO,-35.3283432,149.1716302
KANGAROO,-35.32050985,149.2120987
RED NECKED WALLABY,-35.21528485,149.1915329
WALLAROO,-35.1888656,149.0835863
KANGAROO,-35.21083445,149.1740832
KANGAROO,-35.32596582,149.3732591
KANGAROO,-35.3201264,149.210109
KANGAROO,-35.35001288,149.0720371
KANGAROO,-35.2265697,149.0239752
KANGAROO,-35.37472752,149.0496304
KANGAROO,-35.45972504,149.0992192
KANGAROO,-35.26246305,149.1491157
KANGAROO,-35.19880207,149.0921046
KANGAROO,-35.25006907,149.155207
KANGAROO,-35.20610793,149.1983802
KANGAROO,-35.28534197,149.0965412
WALLABY,-35.20863972,149.1926605
KANGAROO,-35.2614769,149.1875041
KANGAROO,-35.30068585,149.1753157
KANGAROO,-35.20743839,149.1933039
KANGAROO,-35.3832387,149.0861598
KANGAROO,-35.36953552,149.1089975
KANGAROO,-35.23611085,149.1980896
KANGAROO,-35.26911117,149.1164354
KANGAROO,-35.35700662,149.1660391
KANGAROO,-35.27004167,149.0538063
KANGAROO,-35.40713017,149.1449224
KANGAROO,-35.27827925,149.0816666
KANGAROO,-35.20976807,149.1916155
KANGAROO,-35.19188997,149.1009426
KANGAROO,-35.37162762,149.0858604
KANGAROO,-35.2804706,149.1463535
KANGAROO,-35.27621417,149.1574629
WALLAROO,-35.33577672,148.9867883
KANGAROO,-35.37891575,149.0917075
KANGAROO,-35.26956703,149.0751967
KANGAROO,-35.18660907,149.1275406
KANGAROO,-35.20077087,149.0985918
KANGAROO,-35.34742805,149.1209573
KANGAROO,-35.39266287,149.1391667
KANGAROO,-35.3217299,149.2163888
WALLABY,-35.36775583,149.051629
KANGAROO,-35.23218133,149.0853359
KANGAROO,-35.41176358,149.0627354
WALLABY,-35.4121448,149.0617921
KANGAROO,-35.34003032,149.050509
KANGAROO,-35.17818423,149.0793392
KANGAROO,-35.27034636,149.1083098
KANGAROO,-35.29282258,149.0362847
KANGAROO,-35.41933952,149.1441784
KANGAROO,-35.28828624,149.1707345
KANGAROO,-35.27413179,149.1331614
KANGAROO,-35.27358746,149.1580671
KANGAROO,-35.28210317,149.0863273
KANGAROO,-35.35539133,149.1059992
KANGAROO,-35.19845653,149.0921374
KANGAROO,-35.34133278,149.0951941
KANGAROO,-35.2187875,149.1309155
KANGAROO,-35.30445625,149.116085
KANGAROO,-35.42315905,149.1418371
0,-35.42035469,149.1438805
RED NECKED WALLABY,-35.40550623,149.1414191
KANGAROO,-35.29532353,149.1811479
KANGAROO,-35.2458286,149.064268
KANGAROO,-35.37835283,149.1700243
KANGAROO,-35.4189508,149.0755438
KANGAROO,-35.41881352,149.075536
KANGAROO,-35.34286595,149.1626184
KANGAROO,-35.39356028,149.106055
KANGAROO,-35.22775987,149.1532658
KANGAROO,-35.21391863,149.186983
KANGAROO,-35.20639492,149.196225
KANGAROO,-35.2066205,149.1956659
KANGAROO,-35.20661907,149.195667
KANGAROO,-35.20765677,149.1936987
KANGAROO,-35.26509378,149.0744509
RED NECKED WALLABY,-35.2142872,149.1878624
RED NECKED WALLABY,-35.22306102,149.1699064
KANGAROO,-35.27982063,149.1545274
KANGAROO,-35.26227615,149.1494627
KANGAROO,-35.1925376,149.1214383
KANGAROO,-35.27072666,149.1140668
WALLABY,-35.23040884,149.0587365
KANGAROO,-35.40166285,149.1480037
KANGAROO,-35.21366118,149.0597792
KANGAROO,-35.24711405,149.0728232
KANGAROO,-35.33803685,149.0648702
KANGAROO,-35.33803685,149.0648702
KANGAROO,-35.33441593,149.1221587
KANGAROO,-35.19821438,149.1025263
KANGAROO,-35.16393646,149.1310758
KANGAROO,-35.34544567,149.111936
KANGAROO,-35.34123159,149.1530942
KANGAROO,-35.3932059,149.1067801
KANGAROO,-35.2735945,149.134422
KANGAROO,-35.28301568,149.1624565
KANGAROO,-35.25186242,149.1001288
KANGAROO,-35.48666671,149.0911551
KANGAROO,-35.34631875,149.1186788
KANGAROO,-35.29682813,149.1440495
KANGAROO,-35.27699901,149.1934689
KANGAROO,-35.34090032,149.082227
KANGAROO,-35.34180309,149.0506977
WALLABY,-35.27610633,149.0873243
KANGAROO,-35.27816298,149.0868754
KANGAROO,-35.32307155,149.1492815
KANGAROO,-35.37652928,149.0931212
KANGAROO,-35.40355773,149.1260704
WALLAROO,-35.26105385,149.1318309
KANGAROO,-35.26253803,149.117398
KANGAROO,-35.27801028,149.0802422
KANGAROO,-35.40646503,149.1446847
KANGAROO,-35.38855002,149.0910634
KANGAROO,-35.36336127,149.0652273
KANGAROO,-35.2132049,149.1810269
KANGAROO,-35.27785755,149.079303
WALLABY,-35.21083343,149.0166925
KANGAROO,-35.36734258,149.1283476
KANGAROO,-35.44190451,148.9291693
KANGAROO,-35.44039376,148.9371409
KANGAROO,-35.44510127,148.9615403
KANGAROO,-35.35069608,149.0908975
KANGAROO,-35.24271015,149.1109248
KANGAROO,-35.38343495,149.0804571
KANGAROO,-35.38748903,149.1365703
KANGAROO,-35.38752942,149.1365231
KANGAROO,-35.37924833,149.1343149
KANGAROO,-35.37542052,149.1330191
KANGAROO,-35.27265709,149.0760512
WALLABY,-35.29366533,149.0947558
KANGAROO,-35.33607687,149.1125657
KANGAROO,-35.37944655,149.0746089
KANGAROO,-35.23749052,149.1938452
KANGAROO,-35.2132699,149.1829322
KANGAROO,-35.40276498,149.1473667
KANGAROO,-35.53938463,149.1365517
KANGAROO,-35.34608885,149.1263932
KANGAROO,-35.34046758,149.1824142
KANGAROO,-35.26006912,149.1495265
KANGAROO,-35.19283178,149.0055791
KANGAROO,-35.38518883,149.1160902
KANGAROO,-35.31027444,149.0320103
KANGAROO,-35.36830776,149.0521519
KANGAROO,-35.30626652,149.0600466
KANGAROO,-35.36440018,149.0502163
KANGAROO,-35.2567431,149.0264807
KANGAROO,-35.30463712,149.1731447
KANGAROO,-35.25488087,149.1583786
KANGAROO,-35.2608913,149.1478323
KANGAROO,-35.36645355,149.0495285
KANGAROO,-35.36957855,149.0826407
KANGAROO,-35.38268308,149.0798078
KANGAROO,-35.2458801,149.15912
KANGAROO,-35.32092503,149.0076562
KANGAROO,-35.3281175,149.0264212
KANGAROO,-35.41300757,149.1444257
KANGAROO,-35.2242845,149.1664824
KANGAROO,-35.28346384,149.1593813
KANGAROO,-35.24589492,149.0462713
KANGAROO,-35.24190128,149.0558197
KANGAROO,-35.19498578,149.0866484
KANGAROO,-35.32033727,149.191728
KANGAROO,-35.26244298,149.1471557
KANGAROO,-35.37289026,149.0591418
KANGAROO,-35.33259524,149.0635656
KANGAROO,-35.44318387,148.9583149
KANGAROO,-35.20209197,149.1325132
KANGAROO,-35.34858662,149.0689595
KANGAROO,-35.26313384,149.151034
KANGAROO,-35.34579392,149.1171173
KANGAROO,-35.34871973,149.1059405
KANGAROO,-35.26902927,149.1510251
KANGAROO,-35.26927492,149.0509084
KANGAROO,-35.26928008,149.0509189
KANGAROO,-35.23573196,149.0579391
KANGAROO,-35.25113998,149.1544129
KANGAROO,-35.30875893,149.0768356
KANGAROO,-35.23031365,149.1507123
KANGAROO,-35.23034435,149.1506685
KANGAROO,-35.34673468,149.0740049
KANGAROO,-35.34645322,149.1387645
KANGAROO,-35.30266687,149.1694018
KANGAROO,-35.37660513,149.0697059
KANGAROO,-35.37660513,149.0697059
RED NECKED WALLABY,-35.37661117,149.0697319
KANGAROO,-35.37661588,149.0697202
KANGAROO,-35.24662763,149.0276113
KANGAROO,-35.32490708,149.1207995
KANGAROO,-35.26042253,149.1007221
KANGAROO,-35.21455874,149.0387369
KANGAROO,-35.23425475,149.198637
KANGAROO,-35.33779533,149.1223341
KANGAROO,-35.24453179,149.028038
KANGAROO,-35.30238053,149.1143656
KANGAROO,-35.3269067,149.0186363
KANGAROO,-35.2575024,149.1538802
KANGAROO,-35.39796996,149.1231692
KANGAROO,-35.26939522,149.1501966
KANGAROO,-35.4565019,148.9271464
WALLAROO,-35.23195438,149.0004507
KANGAROO,-35.22089008,149.1772369
KANGAROO,-35.33980112,149.0958544
KANGAROO,-35.36087864,149.0917856
KANGAROO,-35.34786472,149.0726217
KANGAROO,-35.03673153,148.9498019
KANGAROO,-35.34709728,149.0707705
KANGAROO,-35.17590847,149.0642111
KANGAROO,-35.28463468,149.1932211
KANGAROO,-35.2057624,149.200871
KANGAROO,-35.21077023,149.1737858
KANGAROO,-35.46533821,149.1065718
KANGAROO,-35.2380573,149.1936687
KANGAROO,-35.2990946,149.137597
KANGAROO,-35.3464783,149.1267262
KANGAROO,-35.29918989,149.0995241
KANGAROO,-35.34867615,149.1606924
KANGAROO,-35.38986527,149.1351818
KANGAROO,-35.31679498,149.062951
KANGAROO,-35.45724754,149.1307103
KANGAROO,-35.32787397,149.0332666
WALLAROO,-35.18848552,149.0525904
KANGAROO,-35.40401625,149.1466572
KANGAROO,-35.40379384,149.1469866
KANGAROO,-35.23809359,149.0539528
KANGAROO,-35.30198452,149.1543955
KANGAROO,-35.41294834,149.12187
KANGAROO,-35.22043627,149.1956347
KANGAROO,-35.20606567,149.1987892
KANGAROO,-35.22576522,149.1622278
KANGAROO,-35.33277078,149.0697971
KANGAROO,-35.20633907,149.1972411
KANGAROO,-35.27852562,149.0846697
KANGAROO,-35.27188918,149.0613178
RED NECKED WALLABY,-35.21372782,149.1323364
KANGAROO,-35.34568156,149.1156778
KANGAROO,-35.23521158,149.1663493
RED NECKED WALLABY,-35.32008061,149.2079266
KANGAROO,-35.29380821,149.1437844
KANGAROO,-35.30223478,149.1545416
KANGAROO,-35.2658273,149.1479157
KANGAROO,-35.37541777,149.0463176
KANGAROO,-35.31898382,149.0663624
KANGAROO,-35.23919068,149.165325
KANGAROO,-35.3443232,149.1145583
KANGAROO,-35.2808859,149.1097235
KANGAROO,-35.39290915,149.1393208
KANGAROO,-35.40703708,149.1383592
KANGAROO,-35.26917468,149.1870854
KANGAROO,-35.24721152,149.1894224
KANGAROO,-35.24690603,149.1894873
KANGAROO,-35.33180751,149.063715
KANGAROO,-35.37286748,149.0591379
KANGAROO,-35.38470021,149.0927658
KANGAROO,-35.44375601,149.1048559
KANGAROO,-35.44597106,149.105631
KANGAROO,-35.32894033,149.0258937
KANGAROO,-35.38904207,149.1242536
KANGAROO,-35.34251554,149.1877732
KANGAROO,-35.35533488,149.1650701
KANGAROO,-35.26901625,149.1406697
0,-35.30178589,149.1559184
KANGAROO,-35.30155066,149.1198079
KANGAROO,-35.35053805,149.1469355
KANGAROO,-35.27613796,149.1481826
KANGAROO,-35.2761193,149.1482078
KANGAROO,-35.27613447,149.1482266
KANGAROO,-35.3517166,149.0854091
KANGAROO,-35.36033007,149.0681357
KANGAROO,-35.33927496,149.1226403
KANGAROO,-35.28449095,149.1607954
KANGAROO,-35.34809145,149.1395328
KANGAROO,-35.284103,149.1600897
KANGAROO,-35.31629105,149.062826
KANGAROO,-35.2242111,149.1955353
KANGAROO,-35.28376486,149.1590376
KANGAROO,-35.28345657,149.1050504
KANGAROO,-35.34796151,149.1227955
KANGAROO,-35.34355819,149.0823409
KANGAROO,-35.19867128,149.101925
KANGAROO,-35.40558673,149.0641246
KANGAROO,-35.1972557,149.1043241
KANGAROO,-35.36796012,149.0512642
KANGAROO,-35.37031375,149.0500802
KANGAROO,-35.20607563,149.1981762
KANGAROO,-35.44561363,149.1101621
KANGAROO,-35.38291857,149.0796727
KANGAROO,-35.39352139,149.1401202
KANGAROO,-35.33994526,149.1703295
KANGAROO,-35.27971328,149.1107247
KANGAROO,-35.17414648,149.0626056
KANGAROO,-35.17908905,149.0686002
OTHER,-35.28382318,149.0400387
KANGAROO,-35.3596565,149.0767452
KANGAROO,-35.28685445,149.1650308
KANGAROO,-35.38456733,149.1748945
KANGAROO,-35.22711725,149.1228443
KANGAROO,-35.27658338,149.1466991
KANGAROO,-35.29557262,149.1735282
KANGAROO,-35.31814641,149.0678743
KANGAROO,-35.45304673,149.0914511
KANGAROO,-35.22806757,149.196008
WALLABY,-35.2065979,149.1959071
KANGAROO,-35.20509063,149.2016656
KANGAROO,-35.21881953,149.19542
KANGAROO,-35.21881953,149.19542
KANGAROO,-35.2856838,149.1126056
KANGAROO,-35.27313787,149.0603358
KANGAROO,-35.34271828,149.1863358
RED NECKED WALLABY,-35.20741753,149.1941397
KANGAROO,-35.22841677,149.1638128
KANGAROO,-35.28295893,149.1847033
KANGAROO,-35.2828816,149.1846699
KANGAROO,-35.44080162,149.0943989
KANGAROO,-35.26043357,149.0984363
KANGAROO,-35.38936365,149.1127396
KANGAROO,-35.19505965,149.0870875
KANGAROO,-35.38093228,149.1704236
KANGAROO,-35.25886925,149.1066036
KANGAROO,-35.45682135,149.0961315
KANGAROO,-35.38964115,149.1342335
KANGAROO,-35.34808623,149.1250377
KANGAROO,-35.39654581,149.1452605
KANGAROO,-35.35385423,149.1454845
KANGAROO,-35.28684473,149.1654646
KANGAROO,-35.28908692,149.1684394
RED NECKED WALLABY,-35.19779222,149.1232261
KANGAROO,-35.19652232,149.1062146
KANGAROO,-35.26878142,149.1123693
KANGAROO,-35.25972365,149.1527992
KANGAROO,-35.32732583,149.2487411
KANGAROO,-35.29172748,149.1815134
KANGAROO,-35.47174423,149.0887892
KANGAROO,-35.21978753,149.1795098
KANGAROO,-35.35331391,149.1439828
KANGAROO,-35.35331966,149.1440245
KANGAROO,-35.18199627,149.1488619
KANGAROO,-35.24841846,149.1530403
WALLAROO,-35.28155913,149.0861709
WALLAROO,-35.18703552,149.0774204
KANGAROO,-35.42933445,149.1341323
KANGAROO,-35.39561103,149.1646159
KANGAROO,-35.33346211,149.0633375
KANGAROO,-35.35256413,149.1340705
KANGAROO,-35.2108864,149.0369779
KANGAROO,-35.39170553,149.1622823
KANGAROO,-35.26265798,149.1508078
KANGAROO,-35.24232175,149.0821515
KANGAROO,-35.38903705,149.1322436
KANGAROO,-35.24847525,149.1531257
KANGAROO,-35.26835688,149.1462634
KANGAROO,-35.22582157,149.1002935
RED NECKED WALLABY,-35.38725115,149.1151784
KANGAROO,-35.38900112,149.1135718
KANGAROO,-35.34473517,149.1150841
KANGAROO,-35.38509272,149.0949786
KANGAROO,-35.36567583,149.1670866
KANGAROO,-35.35689282,149.1013937
KANGAROO,-35.32619139,149.0306986
WALLAROO,-35.25212637,149.0972844
KANGAROO,-35.24698126,149.110029
KANGAROO,-35.41666118,149.139134
KANGAROO,-35.35618493,149.1659027
KANGAROO,-35.18821608,149.0786851
KANGAROO,-35.39901017,149.1564489
KANGAROO,-35.34715273,149.1264313
KANGAROO,-35.37602702,149.1333203
KANGAROO,-35.38901318,149.1368229
KANGAROO,-35.37556608,149.0691623
KANGAROO,-35.27172377,149.0754518
KANGAROO,-35.2802022,149.1462988
KANGAROO,-35.46330508,149.1069611
KANGAROO,-35.46039263,149.0991772
KANGAROO,-35.23612083,149.0935954
KANGAROO,-35.45834132,149.1015755
KANGAROO,-35.26904157,149.1126151
KANGAROO,-35.24024947,149.1063178
KANGAROO,-35.27907397,149.194242
KANGAROO,-35.38349955,149.0858925
KANGAROO,-35.38339876,149.0886138
KANGAROO,-35.154563,149.1547758
KANGAROO,-35.28409445,149.1365416
KANGAROO,-35.24983099,149.0760361
KANGAROO,-35.2429371,149.0850289
KANGAROO,-35.27858685,149.0817987
KANGAROO,-35.33083122,149.0261934
KANGAROO,-35.24695995,149.1909971
KANGAROO,-35.28101497,149.0867754
KANGAROO,-35.25851552,149.1502711
KANGAROO,-35.25946357,149.149056
KANGAROO,-35.37134249,149.100547
WALLABY,-35.25800388,149.1031266
KANGAROO,-35.28404145,149.1599166
KANGAROO,-35.37283105,149.1690667
KANGAROO,-35.3794435,149.1806677
KANGAROO,-35.2866268,149.1645197
KANGAROO,-35.3874869,149.1151302
KANGAROO,-35.3611429,149.1087639
KANGAROO,-35.27932758,149.0845425
KANGAROO,-35.23011488,149.1673489
KANGAROO,-35.28240708,149.1851123
KANGAROO,-35.23579027,149.1443546
KANGAROO,-35.44473363,149.0799828
KANGAROO,-35.24485657,149.1103844
KANGAROO,-35.26339876,149.032528
KANGAROO,-35.32534012,149.2226053
KANGAROO,-35.32111155,149.2146902
KANGAROO,-35.26858133,149.1465711
KANGAROO,-35.32687643,149.0906703
KANGAROO,-35.37021423,149.0851843
KANGAROO,-35.38357422,149.172341
KANGAROO,-35.3106819,149.078422
KANGAROO,-35.38283274,149.0379029
KANGAROO,-35.44358505,149.1013447
KANGAROO,-35.28295088,149.1095373
KANGAROO,-35.42358753,149.0866969
KANGAROO,-35.33687148,149.1036505
KANGAROO,-35.43192064,149.127745
KANGAROO,-35.1884208,149.0476575
KANGAROO,-35.26286812,149.1489266
KANGAROO,-35.46551872,149.1066309
KANGAROO,-35.26800974,149.1476796
KANGAROO,-35.33997077,149.0925895
KANGAROO,-35.27744788,149.1861428
KANGAROO,-35.2589416,149.1912365
KANGAROO,-35.26396367,149.1952838
KANGAROO,-35.26466808,149.0743155
KANGAROO,-35.28384252,149.159395
KANGAROO,-35.28298439,149.1593211
KANGAROO,-35.38187932,149.0791641
KANGAROO,-35.38025393,149.0774369
KANGAROO,-35.46202508,149.10473
KANGAROO,-35.43165634,149.128209
KANGAROO,-35.2829996,149.1473623
KANGAROO,-35.207579,149.1620256
KANGAROO,-35.32514512,149.2225292
KANGAROO,-35.33075882,149.237906
KANGAROO,-35.3885042,149.1308607
KANGAROO,-35.45624203,149.0885673
KANGAROO,-35.24071787,149.1925153
KANGAROO,-35.28513475,149.1454514
KANGAROO,-35.26064392,149.1077447
KANGAROO,-35.26036955,149.1003726
KANGAROO,-35.33637387,149.1733218
KANGAROO,-35.18140185,149.1455685
KANGAROO,-35.19794877,149.130899
OTHER,-35.1772286,149.0660552
KANGAROO,-35.33738755,149.1627789
KANGAROO,-35.27827002,149.2591731
KANGAROO,-35.2129608,149.1835585
KANGAROO,-35.24235087,149.0874258
KANGAROO,-35.3325108,149.1230703
KANGAROO,-35.32115088,149.1165761
KANGAROO,-35.34762957,149.0650505
KANGAROO,-35.28250399,149.151598
KANGAROO,-35.27717977,149.0780737
KANGAROO,-35.32624389,149.0919193
KANGAROO,-35.1822085,149.1507035
KANGAROO,-35.28111261,149.1562603
KANGAROO,-35.29073662,149.1911825
KANGAROO,-35.39336935,149.1037138
KANGAROO,-35.24993735,149.1508198
KANGAROO,-35.3472387,149.1198207
KANGAROO,-35.29881782,149.0075718
KANGAROO,-35.17710887,149.0654078
KANGAROO,-35.25224368,149.1377875
KANGAROO,-35.31089152,149.1640419
KANGAROO,-35.38179579,149.0789877
KANGAROO,-35.23809985,149.19727
KANGAROO,-35.18996503,149.0888982
KANGAROO,-35.21229762,149.111842
KANGAROO,-35.34971748,149.0742089
KANGAROO,-35.34583731,149.1157615
KANGAROO,-35.33354794,149.1204287
KANGAROO,-35.29541457,149.093157
KANGAROO,-35.15710497,149.1533479
KANGAROO,-35.2890635,149.2581221
KANGAROO,-35.34529847,149.1149274
KANGAROO,-35.4548623,149.0981543
KANGAROO,-35.2071023,149.1935896
KANGAROO,-35.33060185,149.1097444
KANGAROO,-35.39565869,149.112816
KANGAROO,-35.31007127,149.1150064
KANGAROO,-35.30363815,149.1218819
KANGAROO,-35.28179788,149.1509438
KANGAROO,-35.24578889,149.0944814
KANGAROO,-35.38089825,149.0524422
KANGAROO,-35.15379853,149.1433498
0,-35.2075625,148.9837032
KANGAROO,-35.18124795,149.1459295
KANGAROO,-35.29106062,148.9882447
KANGAROO,-35.32224682,149.1683631
RED NECKED WALLABY,-35.3465683,149.1266844
KANGAROO,-35.32431886,149.0977091
KANGAROO,-35.34774753,149.0747243
KANGAROO,-35.29288622,149.0362873
WALLABY,-35.27949385,149.1010756
KANGAROO,-35.39879778,149.1570471
KANGAROO,-35.34431315,149.1380542
KANGAROO,-35.2055056,149.2012061
KANGAROO,-35.21666037,148.9969682
KANGAROO,-35.36879343,149.0913234
KANGAROO,-35.33256808,148.9803513
KANGAROO,-35.390922,149.1021267
KANGAROO,-35.44325538,149.0968043
KANGAROO,-35.32661245,149.0954697
KANGAROO,-35.28178548,149.0875282
KANGAROO,-35.32345643,149.0974483
KANGAROO,-35.25428111,149.077206
KANGAROO,-35.30501577,149.0129651
KANGAROO,-35.27724023,149.0739225
KANGAROO,-35.21739072,149.1856271
KANGAROO,-35.41434657,149.1152056
KANGAROO,-35.45659143,149.0956296
KANGAROO,-35.3953603,149.1426611
KANGAROO,-35.35919965,149.1319176
KANGAROO,-35.29912148,149.0344336
KANGAROO,-35.38350157,149.0849244
KANGAROO,-35.17950448,149.0783373
KANGAROO,-35.32688185,149.0894101
KANGAROO,-35.32790155,149.0166052
KANGAROO,-35.27904748,149.1472779
KANGAROO,-35.44383267,149.1006768
KANGAROO,-35.37938637,149.1345151
KANGAROO,-35.32106463,149.1168282
KANGAROO,-35.27572113,149.0758611
KANGAROO,-35.17098949,149.0899204
KANGAROO,-35.36336725,149.1666836
KANGAROO,-35.36500275,149.1668874
KANGAROO,-35.34678016,149.1126464
KANGAROO,-35.35168018,149.1039051
KANGAROO,-35.38218836,149.0950583
KANGAROO,-35.15377458,149.1436458
KANGAROO,-35.3034439,149.1673252
OTHER,-35.42511403,149.1402721
RED NECKED WALLABY,-35.20613973,149.1982455
KANGAROO,-35.20273118,149.1682221
KANGAROO,-35.22270977,149.1961827
KANGAROO,-35.29642315,149.1792746
KANGAROO,-35.37780233,149.1841822
KANGAROO,-35.20692918,149.1033916
KANGAROO,-35.22091575,149.1297549
KANGAROO,-35.21132187,149.1893682
WALLABY,-35.17999318,149.0719876
KANGAROO,-35.19177653,149.1257708
KANGAROO,-35.20710402,149.1036703
KANGAROO,-35.21824555,149.1180948
KANGAROO,-35.39254972,149.1030139
KANGAROO,-35.34795006,149.1206141
KANGAROO,-35.43182275,149.1293135
KANGAROO,-35.39669858,149.1475008
KANGAROO,-35.27752379,149.1446377
KANGAROO,-35.25930998,149.1489315
KANGAROO,-35.44359261,149.1004951
KANGAROO,-35.21050582,149.1928151
KANGAROO,-35.43172304,149.1063525
KANGAROO,-35.44335228,149.0983152
KANGAROO,-35.21290155,149.1876157
KANGAROO,-35.45883339,149.0980532
KANGAROO,-35.33303382,149.1645013
KANGAROO,-35.44477628,149.1057695
KANGAROO,-35.4936595,149.0872664
KANGAROO,-35.40100455,149.0953451
KANGAROO,-35.32409077,149.0970204
KANGAROO,-35.32394541,149.0969763
KANGAROO,-35.21177487,148.9913341
KANGAROO,-35.4709295,149.0912244
KANGAROO,-35.2694632,149.141578
KANGAROO,-35.34266758,149.1265966
KANGAROO,-35.39405411,149.1580511
KANGAROO,-35.38963486,149.1636829
KANGAROO,-35.35967233,149.1676349
KANGAROO,-35.38507368,149.0953486
KANGAROO,-35.38592079,149.0974373
KANGAROO,-35.18141428,149.1465729
KANGAROO,-35.19913983,149.1002823
KANGAROO,-35.39528168,149.1049844
KANGAROO,-35.45909867,149.0951665
KANGAROO,-35.26029843,149.0982007
WALLAROO,-35.4467978,149.104752
KANGAROO,-35.18554073,149.0848289
KANGAROO,-35.32373296,149.095886
KANGAROO,-35.32699317,149.0904055
KANGAROO,-35.36640282,149.1077917
KANGAROO,-35.43498782,149.0869786
KANGAROO,-35.34914033,149.1634251
KANGAROO,-35.28949342,149.1412034
