SPECIES,LATITUDE,LONGITUDE
KANGAROO,-35.34012346,149.0657564
KANGAROO,-35.24085722,149.1673868
KANGAROO,-35.5329554,149.1397783
KANGAROO,-35.27301634,149.0801316
KANGAROO,-35.29368251,149.1482971
KANGAROO,-35.2819833,149.0877178
KANGAROO,-35.23128832,149.1972827
KANGAROO,-35.20576293,149.1996322
KANGAROO,-35.20695755,149.1951947
KANGAROO,-35.31015703,149.1182227
KANGAROO,-35.42062428,149.1059948
KANGAROO,-35.51594612,149.1473903
SWAMP WALLABY,-35.28016258,149.1457308
KANGAROO,-35.37609427,149.1041098
KANGAROO,-35.37376831,149.0597833
KANGAROO,-35.40243649,149.1471738
KANGAROO,-35.21495125,149.1863513
KANGAROO,-35.34654187,149.1094945
KANGAROO,-35.42892517,149.0931275
RED NECKED WALLABY,-35.28455876,149.1024791
KANGAROO,-35.45766935,149.1038212
KANGAROO,-35.44348228,149.0983301
KANGAROO,-35.35740635,149.1078116
KANGAROO,-35.3293968,149.025118
KANGAROO,-35.40128271,149.0652052
KANGAROO,-35.23945194,149.1666275
KANGAROO,-35.23042011,149.1668324
KANGAROO,-35.27254787,149.0884084
KANGAROO,-35.33419771,149.1695038
KANGAROO,-35.23894238,149.0556618
KANGAROO,-35.28924199,149.1828966
KANGAROO,-35.44470197,149.09336
KANGAROO,-35.36137481,149.1658972
RED NECKED WALLABY,-35.58108184,149.0292881
KANGAROO,-35.35787126,149.1445399
KANGAROO,-35.26567654,149.1869993
KANGAROO,-35.28422708,149.1696063
KANGAROO,-35.30518404,149.0630464
KANGAROO,-35.41138682,149.0620836
KANGAROO,-35.41870763,149.064823
KANGAROO,-35.40220576,149.0610979
KANGAROO,-35.36773239,149.1284255
KANGAROO,-35.36326713,149.1281253
KANGAROO,-35.37748043,149.1337674
KANGAROO,-35.23741706,149.1252969
KANGAROO,-35.37599325,149.1692255
KANGAROO,-35.22602346,149.1600568
KANGAROO,-35.36015691,149.1044071
KANGAROO,-35.22223566,149.0715757
KANGAROO,-35.34745352,149.1246527
KANGAROO,-35.34636287,149.1105532
KANGAROO,-35.32239203,149.2173955
KANGAROO,-35.46636456,149.1139729
KANGAROO,-35.4470961,149.1095939
KANGAROO,-35.35488787,149.0703065
KANGAROO,-35.32500788,149.0640481
KANGAROO,-35.40837898,149.1448944
KANGAROO,-35.44496668,149.0800264
KANGAROO,-35.38894128,149.1249517
KANGAROO,-35.23024719,149.1678555
KANGAROO,-35.32389216,149.0633052
KANGAROO,-35.44240585,149.1194812
KANGAROO,-35.32164141,149.0978376
KANGAROO,-35.27682369,149.0870712
KANGAROO,-35.38414912,149.0828249
KANGAROO,-35.26971165,149.1132246
KANGAROO,-35.37642699,149.1334306
KANGAROO,-35.36286815,149.1287335
KANGAROO,-35.27095857,149.0882709
KANGAROO,-35.435589,149.1080196
KANGAROO,-35.25785442,149.0888523
KANGAROO,-35.26727359,149.0866623
KANGAROO,-35.27576132,149.0872708
KANGAROO,-35.27150587,149.0882309
KANGAROO,-35.28925956,149.0785501
KANGAROO,-35.31557943,149.0769781
KANGAROO,-35.38997049,149.1119024
KANGAROO,-35.37405418,149.0565191
KANGAROO,-35.34584545,149.1107426
KANGAROO,-35.3199151,149.1117122
KANGAROO,-35.3715888,149.1023891
KANGAROO,-35.28410637,149.1600796
KANGAROO,-35.352133,149.1186821
KANGAROO,-35.34526262,149.1143517
KANGAROO,-35.34506803,149.1143413
KANGAROO,-35.39357413,149.1061194
KANGAROO,-35.39301823,149.1392772
KANGAROO,-35.31501638,149.0334853
KANGAROO,-35.27491791,149.1869333
SWAMP WALLABY,-35.27524046,149.1868581
KANGAROO,-35.33386208,149.1620753
KANGAROO,-35.36295463,149.1286625
KANGAROO,-35.37083406,149.0627956
KANGAROO,-35.4568394,149.1303829
KANGAROO,-35.45728485,149.1309475
KANGAROO,-35.16794041,149.1429982
KANGAROO,-35.39698473,149.0729997
KANGAROO,-35.30252421,149.1257026
KANGAROO,-35.29022676,149.1820432
KANGAROO,-35.2577393,149.1870414
KANGAROO,-35.20645502,149.1966147
RED NECKED WALLABY,-35.2066958,149.1956195
RED NECKED WALLABY,-35.20977498,149.1913054
KANGAROO,-35.25842857,149.0273849
KANGAROO,-35.42773962,149.0833987
KANGAROO,-35.40681295,149.1393756
KANGAROO,-35.35908157,149.164974
KANGAROO,-35.38336391,149.0938481
WALLAROO,-35.39649413,149.1207214
KANGAROO,-35.36368414,149.0819901
KANGAROO,-35.30544024,149.0137995
KANGAROO,-35.33132508,149.0642706
KANGAROO,-35.3434972,149.0676919
KANGAROO,-35.32122003,149.0589087
KANGAROO,-35.34853747,149.0683336
KANGAROO,-35.28472905,149.1613904
KANGAROO,-35.26251629,149.1505806
KANGAROO,-35.37262055,149.0523533
KANGAROO,-35.30502978,148.9474146
KANGAROO,-35.37988617,149.0939105
KANGAROO,-35.3208801,149.0083902
KANGAROO,-35.279238,149.1508732
KANGAROO,-35.28102912,149.1476973
KANGAROO,-35.29609303,149.1746251
KANGAROO,-35.29341952,149.1717986
KANGAROO,-35.15933017,149.1489157
KANGAROO,-35.3058455,149.0880439
KANGAROO,-35.28153261,149.1850016
KANGAROO,-35.44485639,149.115177
KANGAROO,-35.38938771,149.0877978
KANGAROO,-35.37280563,149.0651212
KANGAROO,-35.19668477,149.1091808
KANGAROO,-35.37781741,149.0379354
WALLAROO,-35.37619447,149.1187621
KANGAROO,-35.39974251,149.1415422
KANGAROO,-35.38573835,149.0968162
KANGAROO,-35.27303105,149.0881976
KANGAROO,-35.25775948,149.0270105
KANGAROO,-35.39339787,149.1068879
KANGAROO,-35.34744848,149.120337
KANGAROO,-35.39211716,149.0449631
KANGAROO,-35.25183903,149.0801168
KANGAROO,-35.23993382,149.0263953
KANGAROO,-35.31608151,149.0751616
KANGAROO,-35.38857732,149.1232745
KANGAROO,-35.40530468,149.0675357
KANGAROO,-35.32038582,149.0102604
KANGAROO,-35.16505945,149.0607493
KANGAROO,-35.17492318,149.0632728
KANGAROO,-35.15831641,149.0782348
KANGAROO,-35.26423915,149.0449847
KANGAROO,-35.22938743,149.1671387
KANGAROO,-35.29448004,149.0716118
KANGAROO,-35.27041662,149.1870411
KANGAROO,-35.36617227,149.0514669
KANGAROO,-35.27654223,149.0750223
KANGAROO,-35.22105773,149.1956875
KANGAROO,-35.39836051,149.0584861
KANGAROO,-35.26468727,149.1468461
KANGAROO,-35.28749335,149.1666614
KANGAROO,-35.38217438,149.042166
KANGAROO,-35.27949888,149.1455142
KANGAROO,-35.25006094,149.1517437
KANGAROO,-35.4427921,149.0814676
KANGAROO,-35.32489765,149.0876349
KANGAROO,-35.2633645,149.0736523
KANGAROO,-35.36919707,149.0820339
KANGAROO,-35.3273812,149.0969372
KANGAROO,-35.3781551,149.0936432
KANGAROO,-35.38803561,149.1152079
KANGAROO,-35.40664662,149.0639654
KANGAROO,-35.47027709,149.0990264
KANGAROO,-35.35588728,149.100901
KANGAROO,-35.38185745,149.0788846
KANGAROO,-35.31868482,149.1881625
KANGAROO,-35.44030462,149.0880156
KANGAROO,-35.44329005,149.097501
KANGAROO,-35.32353645,149.1200367
KANGAROO,-35.30815445,149.0289456
KANGAROO,-35.25669363,149.1490856
KANGAROO,-35.22098387,149.1769216
KANGAROO,-35.38373003,149.0400999
KANGAROO,-35.28201968,149.1508209
KANGAROO,-35.32631087,149.0219519
KANGAROO,-35.38302882,149.0844489
KANGAROO,-35.38336407,149.0955064
KANGAROO,-35.23806402,149.1140745
KANGAROO,-35.23258125,149.1667153
KANGAROO,-35.43984737,149.1225021
KANGAROO,-35.32023237,149.0636841
KANGAROO,-35.36480625,149.1675041
KANGAROO,-35.3947198,149.1381679
WALLAROO,-35.28296783,149.088298
KANGAROO,-35.29471157,149.1728972
KANGAROO,-35.29319987,149.1710886
KANGAROO,-35.28847407,149.1680729
KANGAROO,-35.20677228,149.1952289
KANGAROO,-35.34965516,149.1101185
KANGAROO,-35.38227273,149.0799221
KANGAROO,-35.3741579,149.0674889
KANGAROO,-35.28878323,149.1827475
WALLABY,-35.24949803,149.1087656
KANGAROO,-35.35518475,149.100523
KANGAROO,-35.4680964,149.084108
KANGAROO,-35.39081934,149.1018481
KANGAROO,-35.34976974,149.1641982
KANGAROO,-35.32525563,148.9436874
KANGAROO,-35.27445235,149.1448818
KANGAROO,-35.3503739,149.1387882
KANGAROO,-35.37934332,149.1343134
KANGAROO,-35.37716713,149.0933514
KANGAROO,-35.38775347,149.0898897
KANGAROO,-35.37280007,149.0639411
KANGAROO,-35.39328828,149.0467895
KANGAROO,-35.20617413,149.19813
KANGAROO,-35.19234273,149.0947818
KANGAROO,-35.3017795,149.1252616
KANGAROO,-35.24887377,149.1388663
KANGAROO,-35.34195483,149.0667401
KANGAROO,-35.40912573,149.1051629
KANGAROO,-35.36603551,149.1560885
KANGAROO,-35.3605634,149.0761665
KANGAROO,-35.31159147,149.0808211
KANGAROO,-35.29724484,149.0944723
KANGAROO,-35.46966479,149.1104122
KANGAROO,-35.26896284,149.1393918
KANGAROO,-35.2305837,149.0795328
KANGAROO,-35.32674618,149.3714395
KANGAROO,-35.40871287,149.1447542
KANGAROO,-35.32163853,149.0572058
KANGAROO,-35.26976627,149.0540124
KANGAROO,-35.32667673,149.0941364
KANGAROO,-35.44329357,149.0934495
KANGAROO,-35.33343788,149.1221921
KANGAROO,-35.46206668,149.0988124
KANGAROO,-35.35559813,149.149144
KANGAROO,-35.23628833,149.0776868
KANGAROO,-35.40913983,149.1349382
KANGAROO,-35.40907785,149.1349703
KANGAROO,-35.42805798,149.0842524
KANGAROO,-35.32760764,149.0033871
KANGAROO,-35.39316869,149.1036612
KANGAROO,-35.37616352,149.0417193
KANGAROO,-35.40494537,149.1455302
KANGAROO,-35.31504304,149.0340951
KANGAROO,-35.35017643,149.1366864
KANGAROO,-35.41046285,149.1178952
KANGAROO,-35.22164229,149.1752569
KANGAROO,-35.27667779,149.1473807
KANGAROO,-35.30307323,148.942152
KANGAROO,-35.25094785,149.1682073
KANGAROO,-35.3873521,149.0749735
KANGAROO,-35.3093807,149.1381265
KANGAROO,-35.34813754,149.0718202
KANGAROO,-35.42124898,149.061983
KANGAROO,-35.39765129,149.0677689
KANGAROO,-35.34679869,149.1194598
KANGAROO,-35.30032633,149.1753904
KANGAROO,-35.22010485,149.1956547
KANGAROO,-35.21607828,149.1843991
KANGAROO,-35.20542388,149.1998168
KANGAROO,-35.35558427,149.048392
KANGAROO,-35.45304797,149.0804376
KANGAROO,-35.44345888,149.0950092
KANGAROO,-35.39255875,149.1079393
RED NECKED WALLABY,-35.41883888,149.1336349
RED NECKED WALLABY,-35.32865016,149.1286937
KANGAROO,-35.32661582,149.0300901
KANGAROO,-35.37936828,149.0752426
KANGAROO,-35.25972517,149.1528151
KANGAROO,-35.38390575,149.0837166
KANGAROO,-35.31577718,149.0266997
KANGAROO,-35.3296856,149.0948634
KANGAROO,-35.35518016,149.1004103
KANGAROO,-35.29065777,149.1738329
KANGAROO,-35.46376112,149.1072223
KANGAROO,-35.1552854,149.1537128
KANGAROO,-35.44502582,149.0935318
KANGAROO,-35.44211536,149.091827
KANGAROO,-35.19066485,149.0817285
KANGAROO,-35.27003553,149.0750671
KANGAROO,-35.27149998,149.0754082
KANGAROO,-35.2743691,149.0762548
KANGAROO,-35.38272458,149.09464
KANGAROO,-35.38343855,149.0897249
KANGAROO,-35.27446292,149.087621
KANGAROO,-35.3465093,149.1177072
KANGAROO,-35.20822556,149.1064145
KANGAROO,-35.33430758,149.0637597
KANGAROO,-35.33580563,149.06436
KANGAROO,-35.26032125,149.1000984
KANGAROO,-35.38501095,149.099563
KANGAROO,-35.32709299,149.0511005
KANGAROO,-35.28583783,149.1207081
KANGAROO,-35.20982283,149.1912339
RED NECKED WALLABY,-35.25974917,149.1409508
KANGAROO,-35.33890698,149.1799079
KANGAROO,-35.33845673,149.1787368
KANGAROO,-35.1854768,149.0853974
KANGAROO,-35.21737546,149.1825491
KANGAROO,-35.30282628,149.0728615
KANGAROO,-35.26573654,149.1478145
KANGAROO,-35.27177429,149.1528172
KANGAROO,-35.34464215,149.1364457
KANGAROO,-35.25277188,149.1500609
KANGAROO,-35.26536427,149.1871391
KANGAROO,-35.26517115,149.1872409
KANGAROO,-35.26106594,149.0733816
KANGAROO,-35.31122032,149.0622096
KANGAROO,-35.34437244,149.199422
KANGAROO,-35.38529587,149.1207146
KANGAROO,-35.22112943,149.1956779
KANGAROO,-35.27833935,149.1860331
KANGAROO,-35.37293327,149.131871
KANGAROO,-35.21156692,149.200464
KANGAROO,-35.38613993,149.0980034
KANGAROO,-35.3938229,149.1045407
KANGAROO,-35.4703761,149.0979017
KANGAROO,-35.32320627,149.1195353
KANGAROO,-35.44045872,149.0879095
KANGAROO,-35.27564947,149.0815825
KANGAROO,-35.37281768,149.0651278
KANGAROO,-35.39393366,149.1153132
KANGAROO,-35.33065415,149.1150931
KANGAROO,-35.37963705,149.0766838
KANGAROO,-35.23961172,149.1694172
KANGAROO,-35.38472543,149.0938864
KANGAROO,-35.28499442,149.1934379
KANGAROO,-35.22390758,149.1958018
KANGAROO,-35.2164232,149.19336
KANGAROO,-35.38257931,149.095666
KANGAROO,-35.39062302,149.1116941
KANGAROO,-35.40534074,149.0647018
KANGAROO,-35.41029429,149.0621776
KANGAROO,-35.41307259,149.0602563
KANGAROO,-35.34738975,149.120477
KANGAROO,-35.22417139,149.125156
KANGAROO,-35.34545758,149.1162577
KANGAROO,-35.44342215,149.0984869
KANGAROO,-35.3844698,149.1361946
KANGAROO,-35.37268675,149.0575307
KANGAROO,-35.41826853,149.1075738
KANGAROO,-35.27059791,149.0544569
KANGAROO,-35.20415385,149.0974453
KANGAROO,-35.35662759,149.0696729
KANGAROO,-35.33254454,149.0634576
KANGAROO,-35.42367829,149.0767639
KANGAROO,-35.26892842,149.1395547
KANGAROO,-35.31556023,149.1694971
KANGAROO,-35.37326169,149.0636336
KANGAROO,-35.47015612,149.1003846
KANGAROO,-35.40583472,149.1404938
KANGAROO,-35.41182028,149.0629566
KANGAROO,-35.44358168,149.1001896
KANGAROO,-35.30921543,149.0308968
KANGAROO,-35.27537548,149.0761586
KANGAROO,-35.38002381,149.0931771
KANGAROO,-35.46453851,149.1008991
KANGAROO,-35.26505952,149.1871748
KANGAROO,-35.35607335,149.1328313
KANGAROO,-35.22041005,149.1956036
KANGAROO,-35.22020862,149.1956385
KANGAROO,-35.31735775,149.1110658
KANGAROO,-35.32527706,149.0639825
KANGAROO,-35.45196045,149.1292184
KANGAROO,-35.33266599,149.0184379
KANGAROO,-35.39850608,149.1515639
KANGAROO,-35.37795156,149.0933019
KANGAROO,-35.43462444,149.1253498
KANGAROO,-35.34749345,149.126662
KANGAROO,-35.25999291,149.0456564
KANGAROO,-35.23304754,149.02124
KANGAROO,-35.38124574,149.101958
KANGAROO,-35.26696687,149.0743655
KANGAROO,-35.27794519,149.0793666
KANGAROO,-35.23151801,149.1667606
KANGAROO,-35.35086212,149.0746863
KANGAROO,-35.22100201,149.1961078
KANGAROO,-35.2959915,149.093765
KANGAROO,-35.37879704,149.0833657
KANGAROO,-35.30264565,149.0332203
KANGAROO,-35.40145965,149.0602549
KANGAROO,-35.29699228,149.0707644
KANGAROO,-35.19386268,149.110757
KANGAROO,-35.27136832,149.0880597
KANGAROO,-35.26508338,149.0555704
KANGAROO,-35.18353109,149.1541623
KANGAROO,-35.20368847,148.9994755
KANGAROO,-35.24435744,149.1175404
KANGAROO,-35.37715294,149.0709768
KANGAROO,-35.44203821,149.0858976
KANGAROO,-35.37769703,149.0716332
KANGAROO,-35.44025247,149.0877901
KANGAROO,-35.27352472,149.1425854
KANGAROO,-35.39449872,149.1411976
KANGAROO,-35.42752022,149.1369135
KANGAROO,-35.38690757,149.1148863
KANGAROO,-35.27369713,149.0758232
KANGAROO,-35.27497094,149.0758817
KANGAROO,-35.27685787,149.0775832
KANGAROO,-35.347633,149.0694493
KANGAROO,-35.41262715,149.1129019
KANGAROO,-35.37896937,149.0756076
KANGAROO,-35.35236194,149.1506767
KANGAROO,-35.366019,149.1110754
KANGAROO,-35.33510939,149.0248008
KANGAROO,-35.36473237,149.127404
KANGAROO,-35.39100385,149.1113181
KANGAROO,-35.24781648,149.0907203
KANGAROO,-35.3401221,149.1626907
KANGAROO,-35.31641407,149.0733377
KANGAROO,-35.28870573,149.1339352
KANGAROO,-35.4217567,149.0995637
KANGAROO,-35.44489311,149.1056003
KANGAROO,-35.3554864,149.1072267
KANGAROO,-35.15461038,149.1002205
KANGAROO,-35.3932817,149.1067162
KANGAROO,-35.41099457,149.1135775
KANGAROO,-35.21346392,149.1826005
KANGAROO,-35.46757943,149.1079245
KANGAROO,-35.44561745,149.0930495
KANGAROO,-35.18192877,149.1506225
KANGAROO,-35.15502782,149.1545849
KANGAROO,-35.35801173,149.083925
WALLABY,-35.28401565,149.1039166
KANGAROO,-35.30833275,149.0179336
SWAMP WALLABY,-35.25816729,149.090569
KANGAROO,-35.27475328,149.0772168
KANGAROO,-35.2513369,149.1559849
KANGAROO,-35.3311496,149.1137236
KANGAROO,-35.2681683,149.1480512
KANGAROO,-35.4611821,149.1024854
KANGAROO,-35.3950187,149.1050949
KANGAROO,-35.29977355,149.1153717
KANGAROO,-35.36599311,149.0525435
KANGAROO,-35.37138551,149.0927333
SWAMP WALLABY,-35.40209716,149.0626891
KANGAROO,-35.29401255,149.0721526
KANGAROO,-35.30135312,149.0660301
KANGAROO,-35.30810773,149.0617822
KANGAROO,-35.21493185,149.1860601
RED NECKED WALLABY,-35.21133175,149.1747519
WALLAROO,-35.21290785,149.1877384
KANGAROO,-35.26894573,149.1446674
KANGAROO,-35.39645986,149.150874
KANGAROO,-35.27231427,149.186799
KANGAROO,-35.39962737,149.1107575
KANGAROO,-35.25118698,149.1482762
KANGAROO,-35.41315743,149.1400465
KANGAROO,-35.44600597,149.1074051
KANGAROO,-35.18424294,149.0892406
KANGAROO,-35.39361336,149.1043414
KANGAROO,-35.38586721,149.1161124
KANGAROO,-35.2782345,149.0801301
KANGAROO,-35.26120646,149.1927744
KANGAROO,-35.18142798,149.1458102
KANGAROO,-35.39237791,149.1028486
KANGAROO,-35.37116782,149.1311676
KANGAROO,-35.21469245,149.1891459
KANGAROO,-35.20602241,149.19497
KANGAROO,-35.41134422,149.1311388
KANGAROO,-35.28066743,149.1466069
KANGAROO,-35.33819087,148.992508
KANGAROO,-35.42122483,149.0665991
KANGAROO,-35.42178304,149.0669868
KANGAROO,-35.29149332,149.1272611
KANGAROO,-35.22071052,149.1960081
KANGAROO,-35.18410185,149.1448589
KANGAROO,-35.46817988,149.1111916
KANGAROO,-35.39854658,149.0731871
KANGAROO,-35.37251972,149.0571963
KANGAROO,-35.35087637,149.150773
KANGAROO,-35.36799178,149.1685338
KANGAROO,-35.2451077,149.1920669
KANGAROO,-35.18543723,149.0867105
KANGAROO,-35.19742259,149.0893984
KANGAROO,-35.40746955,149.1383581
KANGAROO,-35.31511038,149.1882442
KANGAROO,-35.38024023,149.1697582
KANGAROO,-35.41370867,149.0733191
SWAMP WALLABY,-35.25110183,149.1073004
KANGAROO,-35.29312275,149.0726354
KANGAROO,-35.46208753,149.1060856
KANGAROO,-35.29902054,149.1259389
KANGAROO,-35.40980702,149.0626104
KANGAROO,-35.42437535,149.0760883
KANGAROO,-35.45834468,149.0980967
KANGAROO,-35.44138855,149.0876696
KANGAROO,-35.36531409,149.1085843
KANGAROO,-35.26889634,149.1466955
KANGAROO,-35.38555794,149.0966202
KANGAROO,-35.35322945,149.0758748
KANGAROO,-35.17530136,149.146519
KANGAROO,-35.31123528,149.112448
WALLAROO,-35.37360284,149.0635259
KANGAROO,-35.26189469,149.1516195
KANGAROO,-35.31564231,149.0347609
KANGAROO,-35.28339002,149.1097078
KANGAROO,-35.44568382,149.1106023
KANGAROO,-35.21295917,149.1793863
KANGAROO,-35.21609217,149.1937924
KANGAROO,-35.43528716,149.1247879
KANGAROO,-35.4045487,149.1456586
KANGAROO,-35.34694897,149.1268558
KANGAROO,-35.40379172,149.146817
KANGAROO,-35.40374287,149.1468167
KANGAROO,-35.42669416,149.1378787
KANGAROO,-35.414583,149.1434775
KANGAROO,-35.20881978,149.1916742
KANGAROO,-35.44797955,149.1203352
KANGAROO,-35.26082055,149.1418338
KANGAROO,-35.40591739,149.141032
KANGAROO,-35.40600832,149.1410555
KANGAROO,-35.34801645,149.1381943
KANGAROO,-35.3593655,149.131698
KANGAROO,-35.37162945,149.1313838
KANGAROO,-35.31502044,149.1633485
KANGAROO,-35.2776825,149.0790801
RED NECKED WALLABY,-35.27518169,149.0876301
KANGAROO,-35.27195591,149.195538
SWAMP WALLABY,-35.49008423,149.0914939
KANGAROO,-35.37398705,149.0594415
KANGAROO,-35.36065617,149.071246
KANGAROO,-35.16780266,149.1431246
KANGAROO,-35.16776351,149.1431799
KANGAROO,-35.41008569,149.1182035
KANGAROO,-35.33053927,149.1289386
KANGAROO,-35.44444488,149.0933226
KANGAROO,-35.29038004,149.0768759
KANGAROO,-35.26040463,149.1058565
KANGAROO,-35.2720469,149.1955032
KANGAROO,-35.24997416,149.1900143
KANGAROO,-35.32792155,149.0951364
KANGAROO,-35.32045201,149.1154626
KANGAROO,-35.22927833,149.1447182
KANGAROO,-35.33551952,149.0689856
KANGAROO,-35.3485103,149.0824699
KANGAROO,-35.26947534,149.0518105
KANGAROO,-35.34754323,149.1210683
SWAMP WALLABY,-35.2483183,149.0833712
KANGAROO,-35.22298508,149.1962828
KANGAROO,-35.26002964,149.1048945
KANGAROO,-35.35356101,149.1454987
KANGAROO,-35.36392618,149.0656712
KANGAROO,-35.38394445,149.0831564
KANGAROO,-35.27311138,149.0603357
KANGAROO,-35.37401882,149.0583932
KANGAROO,-35.37315325,149.065364
KANGAROO,-35.3744433,149.0679136
WALLABY,-35.46088513,149.1149128
KANGAROO,-35.44353287,149.118699
KANGAROO,-35.44428308,149.104669
KANGAROO,-35.43557209,149.1253097
KANGAROO,-35.40436734,149.1459657
KANGAROO,-35.43498174,149.1257873
KANGAROO,-35.34476,149.1406599
KANGAROO,-35.34313185,149.1242438
WALLAROO,-35.27364335,149.0613
KANGAROO,-35.46119353,149.1014
KANGAROO,-35.31450753,149.1979321
KANGAROO,-35.28426403,149.184404
KANGAROO,-35.44400077,149.0814966
KANGAROO,-35.28405197,149.1936273
KANGAROO,-35.22064895,149.1777443
KANGAROO,-35.44328182,149.0980448
KANGAROO,-35.44532409,149.0789035
WALLABY,-35.24882667,149.0918355
KANGAROO,-35.235958,149.1665652
KANGAROO,-35.34557667,149.1157408
KANGAROO,-35.42053398,149.060119
KANGAROO,-35.32616208,149.095891
KANGAROO,-35.21434986,149.1865765
KANGAROO,-35.15266092,149.1507977
KANGAROO,-35.44351103,149.0999002
KANGAROO,-35.2679767,149.1963735
KANGAROO,-35.18138243,149.1455253
KANGAROO,-35.33054642,149.0260537
KANGAROO,-35.23462535,149.1949352
KANGAROO,-35.32090811,149.0608319
WALLAROO,-35.2810118,149.1096412
WALLABY,-35.28119306,149.1094741
KANGAROO,-35.44504462,149.0937193
KANGAROO,-35.41018739,149.061985
KANGAROO,-35.3132297,149.028707
KANGAROO,-35.38500618,149.0951754
KANGAROO,-35.35319533,149.0757941
KANGAROO,-35.21557712,149.18526
KANGAROO,-35.21773642,149.1822498
SWAMP WALLABY,-35.21972413,149.1788378
KANGAROO,-35.27622455,149.0717134
KANGAROO,-35.29832252,149.0690024
KANGAROO,-35.296925,149.0700473
KANGAROO,-35.29238353,149.0733527
KANGAROO,-35.19115513,149.0971334
KANGAROO,-35.21553521,149.1152348
KANGAROO,-35.30424702,149.1238654
KANGAROO,-35.38310198,149.0874165
KANGAROO,-35.31930807,149.1137418
KANGAROO,-35.21029126,149.1729679
KANGAROO,-35.34183678,149.1230523
KANGAROO,-35.27680612,149.1449183
KANGAROO,-35.36601303,149.0639181
KANGAROO,-35.37226877,149.057465
KANGAROO,-35.31868452,149.0628091
KANGAROO,-35.26228803,149.1936916
KANGAROO,-35.20587495,149.2000441
SWAMP WALLABY,-35.36158035,149.1122589
KANGAROO,-35.28631751,149.127211
KANGAROO,-35.28601272,149.1262909
KANGAROO,-35.27794837,149.0802459
KANGAROO,-35.25181213,149.1053926
KANGAROO,-35.33013998,149.0633523
KANGAROO,-35.39452921,149.1591004
KANGAROO,-35.26951773,149.148371
KANGAROO,-35.44538928,149.1129351
KANGAROO,-35.41818978,149.1421623
KANGAROO,-35.26300402,149.1470861
KANGAROO,-35.4168926,149.1445093
KANGAROO,-35.23501163,149.1166421
KANGAROO,-35.3323343,149.1225013
KANGAROO,-35.32056507,149.209018
KANGAROO,-35.22897747,149.1959417
KANGAROO,-35.24945127,149.1902324
KANGAROO,-35.21613611,149.184736
KANGAROO,-35.39370795,149.1037504
KANGAROO,-35.39810608,149.1047292
KANGAROO,-35.32079455,149.1166788
KANGAROO,-35.34507545,149.1140497
KANGAROO,-35.33438788,149.0639439
KANGAROO,-35.34456913,149.1135753
KANGAROO,-35.2706046,149.0879775
KANGAROO,-35.54133468,149.0787961
KANGAROO,-35.44191917,149.0935272
KANGAROO,-35.27996542,149.1565677
KANGAROO,-35.26884565,149.1380092
KANGAROO,-35.19834602,149.1026886
KANGAROO,-35.18092885,149.1452413
KANGAROO,-35.2562296,149.1509276
KANGAROO,-35.45197878,149.1193242
KANGAROO,-35.38449812,149.0932712
KANGAROO,-35.38207673,149.0936972
KANGAROO,-35.27654935,149.0775334
KANGAROO,-35.27479815,149.1449558
KANGAROO,-35.2842977,149.168767
KANGAROO,-35.28174777,149.109177
KANGAROO,-35.34375635,149.1083908
KANGAROO,-35.20677481,149.1946271
KANGAROO,-35.27821658,149.175139
KANGAROO,-35.32423265,149.096984
KANGAROO,-35.28409216,149.1621894
KANGAROO,-35.32024902,149.2024168
KANGAROO,-35.3454184,149.1153798
KANGAROO,-35.39264522,149.1077802
KANGAROO,-35.38125108,149.0785029
KANGAROO,-35.3038332,149.1662543
KANGAROO,-35.45857175,149.133786
KANGAROO,-35.32452945,149.0968862
KANGAROO,-35.3931983,149.1031937
KANGAROO,-35.29241313,149.1807143
KANGAROO,-35.3489887,149.1055829
KANGAROO,-35.46274872,149.1093902
KANGAROO,-35.22082408,149.1753102
KANGAROO,-35.20842478,149.1914053
KANGAROO,-35.23672912,149.1946474
KANGAROO,-35.44601617,149.1307017
KANGAROO,-35.3320066,149.0639918
KANGAROO,-35.21222844,149.189087
KANGAROO,-35.40256422,149.105114
KANGAROO,-35.18876827,149.0718668
KANGAROO,-35.26909238,149.0754368
KANGAROO,-35.28599398,149.1840889
KANGAROO,-35.26839627,149.1601059
KANGAROO,-35.32966757,149.0123835
KANGAROO,-35.44253763,149.1195722
KANGAROO,-35.36479718,149.071659
KANGAROO,-35.32278043,149.0906345
KANGAROO,-35.40904547,149.136062
KANGAROO,-35.39089983,149.1020297
KANGAROO,-35.30800077,149.1193393
KANGAROO,-35.38480902,149.1053133
KANGAROO,-35.22251698,149.1958015
KANGAROO,-35.27655675,149.0766835
KANGAROO,-35.156206,149.0971714
KANGAROO,-35.40958818,149.1285706
KANGAROO,-35.38559217,149.0967721
KANGAROO,-35.38564922,149.0967594
KANGAROO,-35.3874646,149.1001576
KANGAROO,-35.38778591,149.1220934
KANGAROO,-35.27256931,149.0757706
KANGAROO,-35.27155415,149.0754901
KANGAROO,-35.2702568,149.0754257
KANGAROO,-35.27914102,149.0815565
KANGAROO,-35.37379312,149.0606767
KANGAROO,-35.37875252,149.0731265
KANGAROO,-35.2292013,149.1959096
KANGAROO,-35.23754445,149.1938507
KANGAROO,-35.30239015,149.0333062
KANGAROO,-35.3527292,149.1483233
KANGAROO,-35.43343629,149.1262239
