species,lat,lng
kangaroo,-35.34673967,149.0689705
kangaroo,-35.34673831,149.0689715
kangaroo,-35.27572396,149.1621707
kangaroo,-35.33356233,149.238554
kangaroo,-35.19481779,149.1254863
kangaroo,-35.18160106,149.078044
kangaroo,-35.26722255,149.0348568
wallaby,-35.26455618,149.086135
kangaroo,-35.35383234,149.1642602
kangaroo,-35.34585541,149.116889
kangaroo,-35.28280863,149.1495918
kangaroo,-35.28086878,149.1462095
kangaroo,-35.25344833,149.1599997
kangaroo,-35.4476551,149.0924383
kangaroo,-35.1524188,149.1177459
kangaroo,-35.20514215,149.0494708
kangaroo,-35.38461043,149.116441
kangaroo,-35.23482153,149.1661307
kangaroo,-35.26582734,149.1496588
kangaroo,-35.25358358,149.0719659
kangaroo,-35.41055742,149.1194157
kangaroo,-35.44433782,149.0926162
kangaroo,-35.34333796,149.1948985
kangaroo,-35.35053551,149.0749162
kangaroo,-35.38961745,149.1128926
wallaby,-35.27272144,149.0883146
kangaroo,-35.19757908,149.2185108
kangaroo,-35.25031244,149.1674614
kangaroo,-35.34761356,149.1220885
kangaroo,-35.42326575,149.141762
kangaroo,-35.33939322,149.1725827
kangaroo,-35.25312214,149.1517226
kangaroo,-35.17111719,149.148933
kangaroo,-35.30939437,149.119929
kangaroo,-35.27819398,149.081062
kangaroo,-35.24215355,149.1163499
kangaroo,-35.2041348,149.0993461
kangaroo,-35.37995788,149.0762008
kangaroo,-35.45264875,149.1190608
kangaroo,-35.19065842,149.0814532
kangaroo,-35.33260313,149.1329708
kangaroo,-35.40519723,149.1459614
kangaroo,-35.23489251,149.1662735
kangaroo,-35.4463945,149.1148969
kangaroo,-35.34916744,149.1056383
kangaroo,-35.29532252,149.1580299
kangaroo,-35.1793641,149.1437867
kangaroo,-35.46904223,149.0892618
kangaroo,-35.37284195,149.0658709
kangaroo,-35.18574033,149.07326
kangaroo,-35.22851197,149.0755857
kangaroo,-35.38305714,149.116673
kangaroo,-35.41222361,149.1285998
wallaby,-35.24762652,149.0272087
kangaroo,-35.22781972,149.0606212
kangaroo,-35.24347324,149.1108493
kangaroo,-35.39884463,149.1053294
kangaroo,-35.39170208,149.102414
kangaroo,-35.44434469,149.1039343
kangaroo,-35.28602089,149.1666672
kangaroo,-35.16379675,149.1490726
kangaroo,-35.23081991,149.1667491
kangaroo,-35.28645022,149.1660886
kangaroo,-35.24233261,149.0825471
kangaroo,-35.18866062,149.079669
kangaroo,-35.25090041,149.1538114
kangaroo,-35.15271972,149.1198539
kangaroo,-35.28321324,149.1490092
kangaroo,-35.35025337,149.1367013
kangaroo,-35.23643822,149.1662017
kangaroo,-35.38989277,149.099348
kangaroo,-35.42278921,149.0671185
kangaroo,-35.40598077,149.0644652
kangaroo,-35.24082854,149.1111024
kangaroo,-35.31655955,149.0740259
kangaroo,-35.28448558,149.1610095
kangaroo,-35.32052759,149.1139685
kangaroo,-35.28356871,149.1727873
kangaroo,-35.17947068,149.0712566
kangaroo,-35.39636255,149.1420565
kangaroo,-35.26086582,149.1054647
kangaroo,-35.34634248,149.1180102
kangaroo,-35.33644061,149.144745
kangaroo,-35.27950411,149.1531934
kangaroo,-35.23912746,149.1656434
kangaroo,-35.23655356,149.1661495
kangaroo,-35.424381,149.0659051
kangaroo,-35.22861635,149.1671287
kangaroo,-35.43880305,149.1270183
kangaroo,-35.23036286,149.1663075
kangaroo,-35.23597577,149.166164
kangaroo,-35.28183853,149.1472175
kangaroo,-35.37398663,149.0590027
kangaroo,-35.33601726,149.0647645
wallaroo,-35.28250416,149.0879622
kangaroo,-35.26480758,149.0744136
kangaroo,-35.4404121,149.0881823
wallaroo,-35.1934992,149.0386127
kangaroo,-35.1763971,149.0647657
kangaroo,-35.26580587,149.0744611
kangaroo,-35.22915224,149.1961226
kangaroo,-35.25588044,149.1517532
kangaroo,-35.28474798,149.1683292
kangaroo,-35.29796349,149.0343051
kangaroo,-35.46857652,149.0909509
kangaroo,-35.27492945,149.1151351
wallaby,-35.28193685,149.0860914
kangaroo,-35.28150976,149.1093934
kangaroo,-35.32820798,149.0945597
kangaroo,-35.41701872,149.0757837
kangaroo,-35.37871513,149.0931505
wallaroo,-35.23685727,149.1694323
kangaroo,-35.23233106,149.1660521
wallaby,-35.20272564,149.051141
wallaby,-35.20276873,149.0511611
kangaroo,-35.23732966,149.1662553
kangaroo,-35.4637872,149.0953985
kangaroo,-35.26079804,149.1492144
kangaroo,-35.34894833,149.1057899
kangaroo,-35.37457132,149.0930083
kangaroo,-35.24238958,149.0805808
kangaroo,-35.32080078,149.0613499
kangaroo,-35.27925327,149.0841611
kangaroo,-35.28831882,149.1678995
kangaroo,-35.44316931,149.0983757
kangaroo,-35.44341913,149.095404
kangaroo,-35.38492832,149.1357525
kangaroo,-35.16337805,149.0893017
wallaby,-35.24556197,149.1107078
wallaroo,-35.25475444,149.0934453
kangaroo,-35.34266158,149.1220438
kangaroo,-35.44550363,149.111501
kangaroo,-35.28315254,149.1537704
kangaroo,-35.52069047,149.1449023
wallaby,-35.38752508,149.030274
kangaroo,-35.36658699,149.1280498
kangaroo,-35.3374136,149.122189
wallaroo,-35.27146269,149.0884465
kangaroo,-35.22299776,149.1713746
kangaroo,-35.33457561,149.155127
kangaroo,-35.41535761,149.132693
kangaroo,-35.30334426,149.1253116
kangaroo,-35.3442385,149.069114
kangaroo,-35.33913141,149.1733649
kangaroo,-35.32930718,149.1232701
kangaroo,-35.46465134,149.094414
kangaroo,-35.26036747,149.1012547
kangaroo,-35.27801969,149.1944659
kangaroo,-35.36606957,149.0510993
kangaroo,-35.38315369,149.0895838
kangaroo,-35.38329644,149.0892791
kangaroo,-35.31015539,149.0617571
kangaroo,-35.11936698,149.2264334
kangaroo,-35.44353124,149.0981448
kangaroo,-35.21837449,149.1813551
kangaroo,-35.21883451,149.1807655
kangaroo,-35.38631116,149.1156777
kangaroo,-35.34111789,149.1607558
kangaroo,-35.39152802,149.1611057
kangaroo,-35.38640984,149.168083
kangaroo,-35.38227453,149.1752833
kangaroo,-35.2737533,149.0797393
kangaroo,-35.44369662,149.0999755
kangaroo,-35.35107586,149.140578
kangaroo,-35.37381954,149.0667691
kangaroo,-35.4043687,149.1460922
kangaroo,-35.45274914,149.0806027
kangaroo,-35.44339703,149.0987837
kangaroo,-35.27585704,149.1436557
kangaroo,-35.22314609,149.0655854
kangaroo,-35.22679166,149.123181
kangaroo,-35.15362117,149.149995
kangaroo,-35.23344411,149.1666565
kangaroo,-35.37304613,149.0617338
kangaroo,-35.4012937,149.153128
kangaroo,-35.37486932,149.1931903
kangaroo,-35.39373751,149.1037928
kangaroo,-35.2150871,149.1923797
wallaroo,-35.42340273,149.0857681
kangaroo,-35.2125311,149.1376803
kangaroo,-35.49414533,149.0855931
kangaroo,-35.39259671,149.1607108
kangaroo,-35.39894516,149.1518279
kangaroo,-35.32352037,149.030312
kangaroo,-35.34011268,149.3806393
wallaroo,-35.46379001,149.1347691
kangaroo,-35.17692997,149.0843519
kangaroo,-35.27347546,149.0724258
kangaroo,-35.19648333,149.1058883
kangaroo,-35.44331459,149.0970812
kangaroo,-35.44484035,149.1218003
kangaroo,-35.2419917,149.1109405
kangaroo,-35.40254822,149.1281366
kangaroo,-35.57325103,149.0923533
kangaroo,-35.45603501,149.0778819
kangaroo,-35.27550096,149.087973
kangaroo,-35.45719122,149.1162732
kangaroo,-35.36361764,149.1666671
kangaroo,-35.38283275,149.0939796
kangaroo,-35.27942427,149.1538358
kangaroo,-35.34696021,149.1279008
kangaroo,-35.34545867,149.1126369
kangaroo,-35.443445,149.0980735
kangaroo,-35.18507562,149.0765765
kangaroo,-35.31663312,149.0632529
kangaroo,-35.1975335,149.1409916
kangaroo,-35.34807984,149.1380711
kangaroo,-35.31744883,149.063212
kangaroo,-35.39347103,149.1066971
kangaroo,-35.34924651,149.1048305
kangaroo,-35.27242547,149.0761595
kangaroo,-35.20864457,149.1480764
kangaroo,-35.24453104,149.1101817
kangaroo,-35.16827941,149.1428064
kangaroo,-35.35969589,149.076662
kangaroo,-35.39125669,149.1614806
kangaroo,-35.23912641,149.1653446
kangaroo,-35.21457376,149.1884488
kangaroo,-35.15384904,149.1314309
kangaroo,-35.40973546,149.0623145
kangaroo,-35.39551817,149.1425565
kangaroo,-35.35518528,149.1651527
kangaroo,-35.15623209,149.1511484
kangaroo,-35.35429255,149.1653282
kangaroo,-35.38821956,149.1006371
kangaroo,-35.30977052,149.1182619
kangaroo,-35.3088645,149.1199956
wallaroo,-35.47371087,149.1040509
kangaroo,-35.25070304,149.0779715
kangaroo,-35.21963698,149.1351486
kangaroo,-35.37952653,149.1695689
kangaroo,-35.22309497,149.1442175
kangaroo,-35.37311238,149.0574727
kangaroo,-35.34528979,149.1142766
kangaroo,-35.4453854,149.113011
kangaroo,-35.19724684,149.1057424
kangaroo,-35.18742405,149.0720209
kangaroo,-35.16644517,149.0963947
kangaroo,-35.36239714,149.1032864
kangaroo,-35.26930581,149.1435096
kangaroo,-35.41153002,149.1307159
kangaroo,-35.27505718,149.1795494
kangaroo,-35.23149925,149.0820252
kangaroo,-35.31774156,149.0639494
kangaroo,-35.27351208,149.1803197
kangaroo,-35.28274285,149.1519171
kangaroo,-35.37159538,149.1319138
kangaroo,-35.44443973,149.0940066
kangaroo,-35.2577246,149.0269413
kangaroo,-35.25803356,149.1485046
kangaroo,-35.34204597,149.1585553
kangaroo,-35.36487402,149.0507173
kangaroo,-35.36049973,149.0676048
kangaroo,-35.30943567,149.1179149
kangaroo,-35.15236855,149.1605225
wallaroo,-35.444642,149.0936814
kangaroo,-35.33466572,149.2268185
kangaroo,-35.38222894,149.094241
kangaroo,-35.24581918,149.0922073
kangaroo,-35.46549616,149.1069725
kangaroo,-35.34612987,149.126036
kangaroo,-35.161465,149.1275215
kangaroo,-35.38485653,149.1203701
kangaroo,-35.2779257,149.0862529
kangaroo,-35.24934578,148.9608784
kangaroo,-35.27723919,149.0763973
kangaroo,-35.31894137,149.0660394
kangaroo,-35.3719508,149.0970896
kangaroo,-35.38766799,149.1223097
kangaroo,-35.52378631,149.1438539
kangaroo,-35.37830611,149.1339956
kangaroo,-35.2290352,149.1668635
kangaroo,-35.48921283,149.0477389
kangaroo,-35.2877445,149.1635101
kangaroo,-35.28345378,149.0876083
kangaroo,-35.1674445,149.1435922
kangaroo,-35.30068472,149.0339142
kangaroo,-35.28122362,149.1464515
kangaroo,-35.26823134,149.0748468
kangaroo,-35.39460725,149.1414767
kangaroo,-35.28451074,149.1609984
kangaroo,-35.26245304,149.1870317
kangaroo,-35.18118962,149.139228
kangaroo,-35.40367985,149.1460645
kangaroo,-35.38059872,149.1701608
kangaroo,-35.27273157,149.0760509
kangaroo,-35.37527121,149.1330103
wombat,-35.38250825,149.1715741
wombat,-35.32076965,149.061525
possum,-35.20802807,149.0505977
wombat,-35.30229251,149.1540046
wombat,-35.27827565,149.1860612
other,-35.28499203,149.0879669
other,-35.31594208,149.1183905
possum,-35.3387242,149.1356366
possum,-35.27986325,149.1377516
kangaroo,-35.38526491,149.0955703
kangaroo,-35.37070573,149.0499302
kangaroo,-35.36567993,149.0836913
kangaroo,-35.72744217,149.0172934
kangaroo,-35.46512144,149.1063373
kangaroo,-35.25777708,149.0887453
kangaroo,-35.21647904,149.1948561
kangaroo,-35.2586379,149.0276156
kangaroo,-35.38294969,149.0880935
kangaroo,-35.17777582,149.0809539
kangaroo,-35.34571905,149.1164366
kangaroo,-35.32747692,149.0508096
kangaroo,-35.40760143,149.1379599
kangaroo,-35.3478408,149.1255485
kangaroo,-35.43888362,149.0894181
kangaroo,-35.33999965,149.0927221
other,-35.21913612,149.1186369
kangaroo,-35.40319225,149.1192979
kangaroo,-35.35937698,149.0685167
kangaroo,-35.37244866,149.0335717
kangaroo,-35.21413861,149.1873025
kangaroo,-35.16707168,149.0958873
kangaroo,-35.26817138,149.1412718
kangaroo,-35.33033412,149.1286232
kangaroo,-35.34232779,149.188112
kangaroo,-35.440839,149.087352
kangaroo,-35.3337835,149.2381338
kangaroo,-35.26987522,149.0432118
kangaroo,-35.37845269,149.0740411
kangaroo,-35.36430164,149.0661337
kangaroo,-35.3455264,149.0689439
kangaroo,-35.38924525,149.101648
kangaroo,-35.37259582,149.1690161
kangaroo,-35.25626203,149.1553742
kangaroo,-35.3214446,149.1168555
kangaroo,-35.23100297,149.0820884
kangaroo,-35.28418054,149.1604275
kangaroo,-35.28703588,149.1651925
kangaroo,-35.25695649,149.1869823
kangaroo,-35.42033474,149.1074398
kangaroo,-35.41839353,149.1117818
kangaroo,-35.51379494,149.1489095
kangaroo,-35.28687084,149.164132
kangaroo,-35.23633679,149.1662968
kangaroo,-35.35053041,149.1034071
kangaroo,-35.15269692,149.1183483
kangaroo,-35.15282249,149.1192716
kangaroo,-35.15395014,149.1519691
kangaroo,-35.23273899,149.1499674
kangaroo,-35.3820754,149.1360788
kangaroo,-35.24773416,149.1101846
kangaroo,-35.37882004,149.1694073
wallaroo,-35.19347238,149.0896736
kangaroo,-35.37576202,149.1695142
kangaroo,-35.38992084,149.1646545
kangaroo,-35.41068038,149.0728943
kangaroo,-35.36408186,149.1274657
kangaroo,-35.3782452,149.1139248
kangaroo,-35.33466217,149.0692975
kangaroo,-35.29843415,149.0711973
wallaroo,-35.4880271,149.0916846
kangaroo,-35.24494571,149.0015975
kangaroo,-35.40318988,149.146774
kangaroo,-35.23647882,149.0656831
kangaroo,-35.24553415,149.1068129
kangaroo,-35.24964707,149.1643194
kangaroo,-35.33545066,149.1708616
kangaroo,-35.21797146,149.1821974
kangaroo,-35.15405781,149.1496383
kangaroo,-35.38609373,149.1700359
kangaroo,-35.38858154,149.0609006
kangaroo,-35.24973935,149.1900669
kangaroo,-35.3816155,149.0789498
kangaroo,-35.43868817,149.0923006
kangaroo,-35.15690989,149.1254681
kangaroo,-35.37385133,149.0586186
kangaroo,-35.32033071,149.2009032
kangaroo,-35.38161513,149.0434726
kangaroo,-35.35093423,149.0998233
kangaroo,-35.43659505,149.1239273
kangaroo,-35.34450813,149.1992327
kangaroo,-35.36610968,149.0835635
kangaroo,-35.26654272,149.196227
kangaroo,-35.22242641,149.1731091
wallaroo,-35.2854015,149.0846276
kangaroo,-35.32972573,149.1149204
kangaroo,-35.38745641,149.0999589
kangaroo,-35.42447613,149.0745607
kangaroo,-35.19262259,149.0661343
kangaroo,-35.26965526,149.0749265
kangaroo,-35.32800604,149.09518
kangaroo,-35.44568723,149.093447
kangaroo,-35.42226537,149.0928017
kangaroo,-35.35884096,149.0699442
kangaroo,-35.44779137,149.0947351
kangaroo,-35.38047572,149.0447227
kangaroo,-35.28214838,149.1514231
kangaroo,-35.31692993,149.0913002
kangaroo,-35.32947871,149.122565
kangaroo,-35.3504409,149.1074935
kangaroo,-35.42567385,149.1394213
kangaroo,-35.26934492,149.1310089
wallaby,-35.22320379,149.1962411
wallaby,-35.25459988,149.1876735
kangaroo,-35.21834222,149.0458198
kangaroo,-35.31760958,149.1122821
kangaroo,-35.3850651,149.0597178
kangaroo,-35.35593027,149.1009753
kangaroo,-35.38686051,149.1155955
wallaroo,-35.38405916,149.1197174
kangaroo,-35.36081195,149.0690245
kangaroo,-35.34088512,149.1222621
kangaroo,-35.1684191,149.1427898
kangaroo,-35.18423855,149.1545638
kangaroo,-35.32651378,149.0342905
kangaroo,-35.19326028,149.0519448
kangaroo,-35.34347281,149.2039435
kangaroo,-35.27890807,149.0864877
kangaroo,-35.3501147,149.0423687
kangaroo,-35.39245915,149.1083926
kangaroo,-35.39290012,149.1074537
kangaroo,-35.3730317,149.0647832
kangaroo,-35.32467087,149.0304631
kangaroo,-35.34786603,149.1383473
kangaroo,-35.39167125,149.1613803
kangaroo,-35.33821423,149.1222986
kangaroo,-35.25171494,149.1628662
wallaroo,-35.24949746,149.0731931
kangaroo,-35.26523811,149.0338293
kangaroo,-35.4391325,149.0891767
kangaroo,-35.25850696,149.1077065
kangaroo,-35.38043365,149.0773451
kangaroo,-35.55076093,149.0837076
kangaroo,-35.38112458,149.0937437
wallaby,-35.19682116,149.0503599
kangaroo,-35.32032418,149.0561612
kangaroo,-35.26608253,149.1465097
kangaroo,-35.38975755,149.1349079
kangaroo,-35.37293513,149.0342881
kangaroo,-35.24226347,149.0781979
kangaroo,-35.44668125,149.0927615
kangaroo,-35.26300125,149.1492777
kangaroo,-35.1829899,149.1521091
kangaroo,-35.44312708,149.0958373
kangaroo,-35.40708095,149.1382752
kangaroo,-35.27769759,149.079334
kangaroo,-35.27736188,149.0785806
kangaroo,-35.37334302,149.0546776
kangaroo,-35.37339952,149.0666703
kangaroo,-35.38025415,149.0774902
kangaroo,-35.3885212,149.11355
kangaroo,-35.35375342,149.0739
kangaroo,-35.38494457,149.1205843
kangaroo,-35.24768803,149.1104144
kangaroo,-35.33823112,149.0264678
wallaby,-35.34521799,149.1154606
kangaroo,-35.34453854,149.1390773
kangaroo,-35.34663959,149.1189215
wallaby,-35.34547127,149.115204
kangaroo,-35.2214333,149.062891
kangaroo,-35.18252761,149.0914805
kangaroo,-35.44343013,149.0964063
kangaroo,-35.36590061,149.079182
kangaroo,-35.35396521,149.0761534
kangaroo,-35.32828945,149.0538767
kangaroo,-35.4434877,149.122678
wallaby,-35.35200728,149.1005764
kangaroo,-35.26337721,149.0588492
wallaroo,-35.45739703,149.1044764
kangaroo,-35.45629603,149.105268
kangaroo,-35.44355398,149.0977752
kangaroo,-35.29813057,149.1536657
kangaroo,-35.35652632,149.1656389
kangaroo,-35.31818888,149.0253605
kangaroo,-35.36250236,149.0666351
kangaroo,-35.32931303,149.1205136
kangaroo,-35.34533651,149.1130326
kangaroo,-35.38886784,149.095843
kangaroo,-35.24242443,149.0823084
kangaroo,-35.34334115,149.1063411
kangaroo,-35.32774351,149.0265126
kangaroo,-35.43157342,149.1059862
kangaroo,-35.43180839,149.1060188
kangaroo,-35.3730619,149.0573459
kangaroo,-35.35352935,149.1006286
kangaroo,-35.38931788,149.0665704
kangaroo,-35.44290632,149.0851937
kangaroo,-35.40971298,149.0632206
kangaroo,-35.43987898,149.0897559
kangaroo,-35.23719296,149.0766512
kangaroo,-35.24342012,149.1130423
kangaroo,-35.24175953,149.0897634
kangaroo,-35.31275003,149.1050247
kangaroo,-35.1541019,149.1552393
kangaroo,-35.30402863,149.0322078
kangaroo,-35.30340233,149.0326401
kangaroo,-35.23315033,149.0871716
kangaroo,-35.3348906,149.1714109
possum,-35.29856459,149.1252978
wombat,-35.29712129,149.0337827
wombat,-35.50346776,149.0760441
other,-35.24177559,149.0680736
wombat,-35.48285747,149.0888496
kangaroo,-35.26124758,149.0560765
kangaroo,-35.23481477,149.0831563
kangaroo,-35.16054655,149.14665
kangaroo,-35.4067178,149.138759
kangaroo,-35.45082333,149.1277967
kangaroo,-35.30531004,149.0626546
kangaroo,-35.19781714,149.1311245
kangaroo,-35.25957082,149.1254314
wallaby,-35.3323945,149.1723164
kangaroo,-35.2701632,149.0533129
wallaroo,-35.25312867,149.026034
kangaroo,-35.40115704,149.0842392
wallaby,-35.42319296,149.0782271
kangaroo,-35.39224746,149.1606114
kangaroo,-35.25581607,149.0885048
kangaroo,-35.19372734,149.0370271
wombat,-35.40148938,149.0548063
other,-35.37615255,149.1182421
wombat,-35.46242177,149.1136577
other,-35.31425066,149.0321552
other,-35.34477835,149.0993335
kangaroo,-35.39809288,149.1051277
wallaroo,-35.43188343,149.1287178
kangaroo,-35.33935508,149.1807906
kangaroo,-35.34757382,149.1213555
kangaroo,-35.27622518,149.1621928
wallaroo,-35.28481934,149.0964653
kangaroo,-35.18472869,149.0885526
kangaroo,-35.38533349,149.1159141
kangaroo,-35.44713662,149.0927276
kangaroo,-35.4543727,149.1164801
kangaroo,-35.2767947,149.0771031
kangaroo,-35.40134014,149.0987908
kangaroo,-35.28004267,149.1473074
kangaroo,-35.38673331,149.1221343
kangaroo,-35.27253734,149.1498585
kangaroo,-35.41115752,149.1294462
kangaroo,-35.41112717,149.1295121
kangaroo,-35.38518983,149.0950513
kangaroo,-35.37365223,149.0686817
kangaroo,-35.42482044,149.0710958
kangaroo,-35.23154733,149.1667699
kangaroo,-35.27865649,149.149077
kangaroo,-35.25116909,149.156145
kangaroo,-35.27042494,149.0547104
kangaroo,-35.22294726,149.1945788
kangaroo,-35.35096443,149.1013838
kangaroo,-35.23697071,149.1662314
kangaroo,-35.23520077,149.1663802
kangaroo,-35.2687836,149.1381369
kangaroo,-35.32305575,149.1021852
kangaroo,-35.32451812,149.06417
kangaroo,-35.34444713,149.1371577
kangaroo,-35.44515855,149.1137469
kangaroo,-35.45686465,149.0958409
kangaroo,-35.46264328,149.1077453
wallaby,-35.15176033,149.1620986
kangaroo,-35.21583335,149.0398739
kangaroo,-35.43993487,149.088712
kangaroo,-35.30199335,149.1502596
kangaroo,-35.29079599,149.1273102
kangaroo,-35.24431191,149.056806
kangaroo,-35.22916194,149.1436289
kangaroo,-35.26542838,149.0861943
kangaroo,-35.20579315,149.2003424
kangaroo,-35.46835005,149.1117078
kangaroo,-35.46633265,149.1046433
kangaroo,-35.46520812,149.108
wallaroo,-35.36822541,149.0608011
wallaby,-35.34270887,149.067593
kangaroo,-35.23461231,149.1662169
kangaroo,-35.23459486,149.1663678
kangaroo,-35.23473777,149.1663456
kangaroo,-35.37842959,149.071696
kangaroo,-35.34537719,149.1147051
wallaby,-35.37516475,149.1106209
kangaroo,-35.28282037,149.1533127
kangaroo,-35.28301523,149.1534417
kangaroo,-35.17247165,149.0711663
kangaroo,-35.23290047,149.1264315
kangaroo,-35.2695864,149.0389233
kangaroo,-35.32484547,149.0964672
kangaroo,-35.46810699,149.0911615
kangaroo,-35.4104703,149.1225499
kangaroo,-35.32591763,149.0962251
kangaroo,-35.30337999,149.1675034
kangaroo,-35.28254399,149.1505338
kangaroo,-35.44384694,149.1006289
kangaroo,-35.32065074,149.1655398
kangaroo,-35.21589919,149.1162445
kangaroo,-35.347576,149.1208982
kangaroo,-35.40976566,149.06237
kangaroo,-35.35260436,149.1418394
kangaroo,-35.28466905,149.16886
kangaroo,-35.19882569,149.0921234
kangaroo,-35.44701698,149.1246781
kangaroo,-35.31813943,149.0250256
kangaroo,-35.47813008,149.0903764
kangaroo,-35.29434957,149.1723252
kangaroo,-35.29325412,149.1714142
kangaroo,-35.42583636,149.1392704
kangaroo,-35.20623692,149.1980355
kangaroo,-35.25375446,149.1595937
wallaroo,-35.2769992,149.1035998
kangaroo,-35.21280658,149.184171
kangaroo,-35.3699857,149.0629871
kangaroo,-35.28510829,149.0909851
kangaroo,-35.44344127,149.0981971
kangaroo,-35.46101018,149.1011291
kangaroo,-35.30527707,149.031037
kangaroo,-35.44468473,149.0937436
kangaroo,-35.32083455,149.0612006
kangaroo,-35.20206687,149.1719962
kangaroo,-35.44391852,149.0804451
kangaroo,-35.16467966,149.1471737
kangaroo,-35.26467855,149.1468901
kangaroo,-35.34583297,149.1170173
kangaroo,-35.27122648,149.0879946
wallaroo,-35.3054251,149.0629707
kangaroo,-35.3053844,149.0630008
wombat,-35.3310012,148.9701957
wombat,-35.4456283,149.1107027
possum,-35.38783157,149.1223747
kangaroo,-35.46991797,149.0974638
kangaroo,-35.15587558,149.1513457
kangaroo,-35.32896952,149.0943236
kangaroo,-35.27535068,149.087794
kangaroo,-35.27494575,149.0877816
kangaroo,-35.39843458,149.1526015
kangaroo,-35.30499162,148.9474464
kangaroo,-35.33439594,149.1199363
kangaroo,-35.23217265,149.1182576
kangaroo,-35.32482172,149.098014
kangaroo,-35.2085032,149.1919786
kangaroo,-35.3456686,149.1157684
kangaroo,-35.19695411,149.089124
kangaroo,-35.21483738,149.1901809
kangaroo,-35.15504744,149.1515558
wallaby,-35.21344047,149.1858808
kangaroo,-35.34353411,149.0980736
kangaroo,-35.37214503,149.1682623
kangaroo,-35.2484733,149.1099902
kangaroo,-35.32711402,149.0168408
kangaroo,-35.18045619,149.143553
kangaroo,-35.29413112,149.1719627
kangaroo,-35.33343183,149.2385513
kangaroo,-35.25058285,149.1555634
kangaroo,-35.33396377,149.0717895
kangaroo,-35.28003946,149.1459041
kangaroo,-35.1542981,149.1246615
kangaroo,-35.19795429,149.1311073
kangaroo,-35.26015366,149.1019415
kangaroo,-35.40566947,149.1411405
kangaroo,-35.4119607,149.0614902
kangaroo,-35.3435177,149.2000368
kangaroo,-35.19845373,149.1025823
kangaroo,-35.38180347,149.0937752
kangaroo,-35.39392552,149.1041468
kangaroo,-35.36186645,149.075442
kangaroo,-35.23345617,149.1663038
kangaroo,-35.38694814,149.0916848
kangaroo,-35.26513452,149.1428134
kangaroo,-35.38132294,149.113203
kangaroo,-35.37352818,149.1724248
wallaroo,-35.31086388,149.1104857
kangaroo,-35.14855979,149.1643288
wallaby,-35.28479988,149.0965594
kangaroo,-35.20487188,149.0259773
kangaroo,-35.32062712,149.0610266
kangaroo,-35.21377442,149.1845754
kangaroo,-35.22282655,149.1715113
kangaroo,-35.38886895,149.1313747
kangaroo,-35.15916018,149.152601
kangaroo,-35.32289211,149.2186841
kangaroo,-35.33102047,149.1151996
kangaroo,-35.38147892,149.0940691
wallaby,-35.28216053,149.1631218
kangaroo,-35.18185895,149.1459595
kangaroo,-35.29587659,148.933078
kangaroo,-35.37879502,149.1340756
kangaroo,-35.39792915,149.1183055
kangaroo,-35.2541686,149.1619305
kangaroo,-35.23669232,149.115474
wallaroo,-35.58715743,149.0602945
kangaroo,-35.44360197,149.0998201
kangaroo,-35.28156794,149.1488893
kangaroo,-35.42390585,149.1411998
kangaroo,-35.45933176,149.0952475
kangaroo,-35.38194716,149.0789085
kangaroo,-35.15849885,149.1255586
kangaroo,-35.34283398,149.123541
kangaroo,-35.34596022,149.1175668
kangaroo,-35.32145705,149.117156
kangaroo,-35.43830323,149.1234868
kangaroo,-35.42870892,149.0872
kangaroo,-35.44946806,149.0923792
kangaroo,-35.36912044,149.0933164
kangaroo,-35.30046988,149.0096007
kangaroo,-35.34435315,149.1381114
kangaroo,-35.34474364,149.1383688
kangaroo,-35.45559757,149.0975624
kangaroo,-35.2423345,149.0818563
kangaroo,-35.20668973,149.1942405
kangaroo,-35.23457263,149.1954314
kangaroo,-35.22330702,149.1957241
kangaroo,-35.39323753,149.1396502
kangaroo,-35.41031273,149.129503
kangaroo,-35.45680003,149.0957284
kangaroo,-35.45679202,149.0957126
kangaroo,-35.4452079,149.1136019
kangaroo,-35.39694317,149.1538111
kangaroo,-35.36109168,149.1663959
kangaroo,-35.26967212,149.0753109
kangaroo,-35.28028443,149.0863213
kangaroo,-35.37773077,149.1125594
kangaroo,-35.37364052,149.092461
kangaroo,-35.37019224,149.0925167
kangaroo,-35.2778549,149.0796031
kangaroo,-35.17954581,149.0710805
kangaroo,-35.18008372,149.0719196
kangaroo,-35.18707248,149.0781558
kangaroo,-35.37973268,149.1344929
kangaroo,-35.46179977,149.1059701
kangaroo,-35.25971556,149.1915161
kangaroo,-35.33100343,149.1063547
kangaroo,-35.44486727,149.0937406
kangaroo,-35.32566102,149.0585985
kangaroo,-35.33303723,149.1616706
kangaroo,-35.36352526,149.1276119
kangaroo,-35.21791263,149.1948807
kangaroo,-35.39062009,149.101898
kangaroo,-35.33262348,149.1205326
kangaroo,-35.4591832,149.1332659
kangaroo,-35.31310675,149.1196908
kangaroo,-35.38238268,149.0794048
kangaroo,-35.45380914,149.0909676
kangaroo,-35.40928986,149.1348891
kangaroo,-35.27277295,149.1545196
kangaroo,-35.35854993,149.1035851
other,-35.73512688,148.9959853
possum,-35.3354983,149.0916201
wombat,-35.51523444,149.2562263
other,-35.28218633,149.1088436
wombat,-35.39688608,149.0191064
wallaby,-35.29928428,149.0072262
kangaroo,-35.37875725,149.1825964
kangaroo,-35.19865085,149.1018587
