species,lat,lng
kangaroo,-35.37787347,149.1138376
kangaroo,-35.30205437,149.0654532
kangaroo,-35.1816443,149.1478064
kangaroo,-35.28772512,149.167055
kangaroo,-35.190839,149.0942848
kangaroo,-35.40296082,149.0627401
kangaroo,-35.3824583,149.0422394
kangaroo,-35.35161425,149.1006193
kangaroo,-35.35113885,149.1080176
kangaroo,-35.3335303,149.0647714
kangaroo,-35.34668609,149.1623488
kangaroo,-35.3897383,149.1004876
kangaroo,-35.27324818,149.088151
kangaroo,-35.37818887,149.0739617
kangaroo,-35.20680585,149.1951612
kangaroo,-35.2195879,149.1798323
kangaroo,-35.15725227,149.136891
kangaroo,-35.4040905,149.1167947
kangaroo,-35.22974943,149.1964174
kangaroo,-35.3754066,149.0565835
kangaroo,-35.31170368,149.0187949
wallaby,-35.38399818,149.0923389
kangaroo,-35.29000553,149.1824662
kangaroo,-35.29323877,149.1717818
kangaroo,-35.28065595,149.1468009
kangaroo,-35.36902455,149.1319602
kangaroo,-35.20316657,149.0524082
kangaroo,-35.2722389,149.0761721
kangaroo,-35.32718183,149.1131353
kangaroo,-35.41322919,149.0627664
kangaroo,-35.41239717,149.0614191
kangaroo,-35.40705624,149.064127
kangaroo,-35.28654653,149.1641817
kangaroo,-35.42409817,149.077128
kangaroo,-35.42450678,149.0747633
kangaroo,-35.33821586,149.1022007
kangaroo,-35.19638389,149.162192
kangaroo,-35.27374337,149.1428726
kangaroo,-35.32224962,149.057748
kangaroo,-35.32324403,149.0569697
kangaroo,-35.15421071,149.1391166
kangaroo,-35.42807061,149.0841641
kangaroo,-35.18589963,149.084314
kangaroo,-35.34473439,149.1642247
kangaroo,-35.35173715,149.0752496
kangaroo,-35.31671135,149.091762
kangaroo,-35.43236728,149.0827229
kangaroo,-35.37039747,149.0914512
kangaroo,-35.23779728,149.1937517
kangaroo,-35.25042543,149.1550464
kangaroo,-35.41073043,149.062163
kangaroo,-35.38516268,149.0960036
kangaroo,-35.46509772,149.1062279
kangaroo,-35.18524738,149.0867921
kangaroo,-35.24075283,149.1918775
wallaroo,-35.2182443,149.1816679
kangaroo,-35.22122645,149.1763181
wallaroo,-35.2132907,149.1825319
kangaroo,-35.33687975,149.126013
kangaroo,-35.18107899,149.145516
kangaroo,-35.37779225,149.1143516
kangaroo,-35.39902032,149.1509591
kangaroo,-35.3795813,149.0916104
kangaroo,-35.29252925,149.1707131
kangaroo,-35.18205776,149.1500085
kangaroo,-35.39907035,149.1520568
kangaroo,-35.40309626,149.1470839
kangaroo,-35.28057912,149.1462384
kangaroo,-35.27473658,149.1432977
kangaroo,-35.23450655,149.1663992
kangaroo,-35.20674303,149.1965518
kangaroo,-35.45488808,149.0411466
kangaroo,-35.27885222,149.1490752
wallaroo,-35.40255801,149.1317813
kangaroo,-35.34528628,149.1121029
kangaroo,-35.20635963,148.9953007
kangaroo,-35.26738067,149.0544847
kangaroo,-35.35189245,149.1640039
kangaroo,-35.3519045,149.1640052
kangaroo,-35.3461296,149.1630328
kangaroo,-35.36150527,149.1668733
kangaroo,-35.39390017,149.1591147
kangaroo,-35.39449305,149.1581182
kangaroo,-35.38838388,149.1366602
kangaroo,-35.38611127,149.1359027
kangaroo,-35.37764913,149.133638
kangaroo,-35.37763783,149.1336477
kangaroo,-35.37541022,149.133061
kangaroo,-35.37088465,149.1309115
kangaroo,-35.35684638,149.1327001
kangaroo,-35.35297143,149.146497
kangaroo,-35.29474943,149.1730087
kangaroo,-35.29281325,149.1707441
kangaroo,-35.36215342,149.082901
kangaroo,-35.42855637,149.1005489
kangaroo,-35.19190873,149.0834554
kangaroo,-35.21991505,149.1793821
kangaroo,-35.21739686,149.1952312
kangaroo,-35.20627411,149.1702267
kangaroo,-35.3633093,149.0494646
kangaroo,-35.3051033,149.1280915
kangaroo,-35.36713064,149.0817272
kangaroo,-35.44538882,149.1079918
kangaroo,-35.28108408,149.0871611
kangaroo,-35.27708103,149.0776597
kangaroo,-35.25801608,149.0272846
kangaroo,-35.24792197,149.0277634
kangaroo,-35.2763628,149.0723118
kangaroo,-35.32480083,149.0965412
kangaroo,-35.33280807,149.0707207
kangaroo,-35.3053924,149.0275074
kangaroo,-35.28841293,149.0390932
kangaroo,-35.47119312,149.0853308
kangaroo,-35.39593986,149.1407735
kangaroo,-35.28141733,149.1469366
kangaroo,-35.34046908,149.1642912
kangaroo,-35.36983643,149.168411
kangaroo,-35.38921917,149.1133776
wallaroo,-35.28480062,149.0978955
kangaroo,-35.26484992,149.1872453
wallaby,-35.26092698,149.1848074
kangaroo,-35.37122706,149.0854957
kangaroo,-35.25955045,149.14998
kangaroo,-35.2422498,149.0881508
kangaroo,-35.25030392,149.089314
kangaroo,-35.24500608,149.059988
kangaroo,-35.40100955,149.1109528
kangaroo,-35.39792392,149.10505
kangaroo,-35.3467453,149.1384693
kangaroo,-35.32073123,149.1117551
kangaroo,-35.44331505,149.0974526
kangaroo,-35.18647984,149.158814
kangaroo,-35.34611057,149.1174707
kangaroo,-35.45840801,149.136366
kangaroo,-35.34431155,149.1352453
kangaroo,-35.25330727,149.1596835
kangaroo,-35.32151918,149.1047004
kangaroo,-35.34283692,148.9297775
kangaroo,-35.32860727,149.0940167
kangaroo,-35.36418805,149.0816209
kangaroo,-35.28976626,149.1822309
kangaroo,-35.29310862,149.171541
kangaroo,-35.33827745,149.1120064
kangaroo,-35.38756822,149.0915895
kangaroo,-35.44109948,149.1285134
kangaroo,-35.31562692,149.0630326
kangaroo,-35.44289941,149.0812542
kangaroo,-35.23903823,149.0899748
kangaroo,-35.37821415,149.1832083
kangaroo,-35.31212809,149.1199689
kangaroo,-35.17992499,149.0787829
kangaroo,-35.39644619,149.1462884
kangaroo,-35.38920535,149.1321737
kangaroo,-35.2075135,149.0475885
kangaroo,-35.17710083,149.0855586
kangaroo,-35.1810326,149.1479017
kangaroo,-35.43336505,149.126441
kangaroo,-35.43179683,149.1295772
wallaroo,-35.4200101,149.1436101
kangaroo,-35.4172121,149.1444441
kangaroo,-35.21091572,149.0266196
kangaroo,-35.21743439,149.1947032
kangaroo,-35.21809813,149.1950537
kangaroo,-35.23042983,149.1962059
kangaroo,-35.2683521,149.1963382
kangaroo,-35.4416267,149.0865352
kangaroo,-35.44107992,149.0869243
kangaroo,-35.2706216,149.1959058
kangaroo,-35.39473593,149.0491552
kangaroo,-35.35834823,149.1239074
kangaroo,-35.26548192,149.1453282
kangaroo,-35.22614747,149.1601446
kangaroo,-35.25809095,149.1486396
kangaroo,-35.29411622,148.9981951
kangaroo,-35.2910862,149.1699656
kangaroo,-35.4323365,149.0825884
kangaroo,-35.34814575,149.0800574
kangaroo,-35.35516988,149.1116825
kangaroo,-35.16592935,149.1404284
kangaroo,-35.45727847,149.0966364
other,-35.46008742,149.0845447
wombat,-35.26857767,149.1442876
wombat,-35.24231537,149.1920269
possum,-35.23994645,149.1417831
wombat,-35.44083702,149.0872303
wombat,-35.32248677,149.0060351
wombat,-35.39660263,149.0244111
wombat,-35.2689151,149.0483102
wombat,-35.37307913,149.0539994
wombat,-35.45258787,149.0752664
wombat,-35.17984157,149.0715517
other,-35.22639225,149.0125329
possum,-35.22800575,149.1665094
other,-35.24141838,149.1064182
kangaroo,-35.3700645,149.0974941
kangaroo,-35.3903199,149.0625423
kangaroo,-35.28890283,149.1782535
kangaroo,-35.35825314,149.1493611
kangaroo,-35.29570225,149.1455314
kangaroo,-35.32789442,149.0948741
kangaroo,-35.28658045,149.1654686
kangaroo,-35.28355322,149.1584667
kangaroo,-35.44540942,149.1079194
kangaroo,-35.31432744,149.0800773
kangaroo,-35.38034955,149.1787525
kangaroo,-35.34896538,149.0689409
kangaroo,-35.29189854,149.0291407
kangaroo,-35.33507895,149.0628695
kangaroo,-35.34640169,149.1284995
kangaroo,-35.28186458,149.1470742
kangaroo,-35.32872897,149.092732
kangaroo,-35.43370462,149.1208338
kangaroo,-35.19349019,149.085596
kangaroo,-35.34147442,149.0364102
kangaroo,-35.31752939,149.0365903
kangaroo,-35.40142505,149.1492745
kangaroo,-35.19016372,149.1600939
kangaroo,-35.40151333,149.1195654
kangaroo,-35.38998335,149.0837487
kangaroo,-35.32054295,149.105683
kangaroo,-35.38773233,149.1666301
kangaroo,-35.31994147,149.2431748
wallaby,-35.32036052,149.2111559
kangaroo,-35.25689797,149.1479156
kangaroo,-35.35358738,149.1094914
kangaroo,-35.32560135,149.095597
kangaroo,-35.33867322,149.0940977
kangaroo,-35.38314977,149.118493
kangaroo,-35.27670826,149.1428053
kangaroo,-35.2528313,149.1502527
kangaroo,-35.35055187,149.0741685
kangaroo,-35.24124543,149.1638044
kangaroo,-35.37464063,149.1686898
kangaroo,-35.32597017,149.0229375
kangaroo,-35.39780232,149.1219255
kangaroo,-35.25244325,149.1536133
kangaroo,-35.3911399,149.1120054
kangaroo,-35.45669027,149.0958644
kangaroo,-35.32952675,149.1281373
kangaroo,-35.39895705,149.1600176
kangaroo,-35.2625352,149.1473299
kangaroo,-35.3839806,149.0833819
kangaroo,-35.36365157,149.1665263
kangaroo,-35.18058882,149.1457162
kangaroo,-35.37630823,149.1334315
kangaroo,-35.35880196,149.109015
kangaroo,-35.33947941,149.1689445
kangaroo,-35.4117017,149.0620196
kangaroo,-35.36069983,149.0770453
kangaroo,-35.35875323,149.102961
kangaroo,-35.29801988,149.1201323
kangaroo,-35.37821175,149.0727974
kangaroo,-35.32332416,149.0975902
kangaroo,-35.33681274,149.2229682
kangaroo,-35.38739427,149.0904217
kangaroo,-35.4704221,149.0976446
kangaroo,-35.41087758,149.0618126
kangaroo,-35.52691255,149.0744106
kangaroo,-35.15820937,149.1380214
kangaroo,-35.22957554,149.1634261
kangaroo,-35.293002,149.175478
kangaroo,-35.29083048,149.174202
kangaroo,-35.32966252,149.1228376
kangaroo,-35.33027343,149.0259487
kangaroo,-35.3471128,149.0890047
kangaroo,-35.37683157,149.0932296
kangaroo,-35.37653946,149.0930061
wombat,-35.27538639,149.0661671
possum,-35.33702678,149.0822997
wombat,-35.45216757,149.0739197
kangaroo,-35.37822057,149.1827705
kangaroo,-35.3472653,149.108414
kangaroo,-35.34793667,149.1239303
kangaroo,-35.282533,149.1492364
kangaroo,-35.231945,149.1975039
kangaroo,-35.32453615,149.0298436
kangaroo,-35.27230341,149.1954527
kangaroo,-35.37904973,149.0729736
wallaroo,-35.3772835,149.0700797
kangaroo,-35.31930127,149.188215
kangaroo,-35.37436352,149.0504947
kangaroo,-35.34367235,149.1529206
kangaroo,-35.38212562,149.0790217
kangaroo,-35.38223531,149.0792433
kangaroo,-35.37292375,149.063421
kangaroo,-35.40663332,149.0642068
kangaroo,-35.1997725,149.1005411
kangaroo,-35.32548602,149.0933157
kangaroo,-35.34821846,149.0716269
kangaroo,-35.42449328,149.0752149
kangaroo,-35.35179838,149.1515921
wallaby,-35.22290018,149.1716905
kangaroo,-35.22341403,149.1698438
kangaroo,-35.1521185,149.1477342
kangaroo,-35.28809222,149.1677957
kangaroo,-35.32463575,149.0966016
kangaroo,-35.2704142,149.075182
kangaroo,-35.28794142,149.1670759
kangaroo,-35.37793993,149.1009068
kangaroo,-35.41005697,149.0649169
kangaroo,-35.4717985,149.0910078
kangaroo,-35.34462733,149.1257684
kangaroo,-35.17764528,149.1470996
kangaroo,-35.4383212,149.1234709
kangaroo,-35.43675998,149.1238535
kangaroo,-35.4364421,149.1239763
kangaroo,-35.3802087,149.056468
kangaroo,-35.29648463,149.1766231
kangaroo,-35.28175422,149.184893
kangaroo,-35.40105723,149.148636
kangaroo,-35.39956382,149.1505103
kangaroo,-35.36144358,149.1664406
kangaroo,-35.34203664,149.1600336
kangaroo,-35.25077633,149.1541537
kangaroo,-35.3846912,149.0944512
kangaroo,-35.25070328,149.1544603
kangaroo,-35.37418982,149.0984886
kangaroo,-35.2883207,149.1424415
kangaroo,-35.22919848,149.1959607
kangaroo,-35.18140952,149.1455556
kangaroo,-35.3515723,149.0753206
kangaroo,-35.32622358,149.2388919
kangaroo,-35.31161535,149.032109
kangaroo,-35.3160715,149.033665
kangaroo,-35.32755081,149.0944895
kangaroo,-35.2748758,149.0761956
kangaroo,-35.33640065,149.00353
kangaroo,-35.34588653,149.1120189
kangaroo,-35.34930607,149.0767297
kangaroo,-35.35097348,149.1353746
kangaroo,-35.29451293,149.1724941
kangaroo,-35.394716,149.1582186
kangaroo,-35.40261497,149.1467734
kangaroo,-35.40132332,149.148209
kangaroo,-35.40237647,149.1483615
kangaroo,-35.20161235,149.1325246
kangaroo,-35.41189843,149.1273223
kangaroo,-35.51142752,149.1495557
kangaroo,-35.40874167,149.1449446
kangaroo,-35.41087422,149.1449067
kangaroo,-35.41016732,149.1449515
kangaroo,-35.41218265,149.1442986
kangaroo,-35.41185198,149.1450329
kangaroo,-35.41580232,149.1447255
kangaroo,-35.42973238,149.1340164
kangaroo,-35.42525058,149.0713628
kangaroo,-35.34444859,149.1509924
kangaroo,-35.41294277,149.1251573
kangaroo,-35.38814122,149.0892872
kangaroo,-35.32495995,149.0966134
kangaroo,-35.24230858,149.0821358
kangaroo,-35.35961603,149.0765947
kangaroo,-35.3517678,149.140706
kangaroo,-35.38063587,149.1702471
kangaroo,-35.3962555,149.1557947
kangaroo,-35.4039736,149.0886367
kangaroo,-35.1841686,149.0758526
kangaroo,-35.38941423,149.0866926
wallaroo,-35.44536822,149.1043516
wallaroo,-35.20836655,149.1923241
kangaroo,-35.34735483,149.1638476
kangaroo,-35.34720603,149.1638078
wallaby,-35.27421768,149.148561
kangaroo,-35.40248713,149.1473201
kangaroo,-35.40602347,149.1136064
kangaroo,-35.46015608,149.0911025
kangaroo,-35.41150052,149.0619771
kangaroo,-35.24837822,149.1887206
possum,-35.31233358,149.1148038
wombat,-35.5091619,149.068591
wombat,-35.45864288,149.123575
wombat,-35.1979031,149.0899992
wombat,-35.44671883,149.0790799
wombat,-35.55919568,149.0861616
wombat,-35.23853813,149.057154
kangaroo,-35.44004512,149.0885141
kangaroo,-35.44670525,149.0791352
kangaroo,-35.39150235,149.1024919
kangaroo,-35.27288515,149.1167495
kangaroo,-35.39177758,149.1022662
kangaroo,-35.32136938,149.1162693
kangaroo,-35.3593281,149.1319018
kangaroo,-35.22232333,149.1744399
kangaroo,-35.28941845,149.1712068
kangaroo,-35.38154806,149.1781501
kangaroo,-35.23156385,149.1227243
kangaroo,-35.31551542,149.1003139
kangaroo,-35.16421895,149.1478688
kangaroo,-35.1922494,149.0673042
other,-35.2994117,149.1482135
kangaroo,-35.27927123,149.0840907
kangaroo,-35.27835799,149.0811746
kangaroo,-35.2830353,149.0880228
kangaroo,-35.41052875,149.1255621
kangaroo,-35.31237648,149.0872767
kangaroo,-35.30711094,149.1204038
kangaroo,-35.28329899,149.1503411
wombat,-35.45240048,149.0746706
kangaroo,-35.34926567,149.1634257
kangaroo,-35.32937734,149.12237
kangaroo,-35.29270185,149.1708195
kangaroo,-35.4051449,149.0647246
kangaroo,-35.40707389,149.0639645
kangaroo,-35.37155685,149.0937385
kangaroo,-35.46026865,149.091443
kangaroo,-35.33069276,149.1233566
kangaroo,-35.27993331,149.1114798
kangaroo,-35.25083748,149.1547293
kangaroo,-35.36040729,149.1048781
kangaroo,-35.40453113,149.1463697
kangaroo,-35.39928291,149.1506433
kangaroo,-35.3210419,149.0327894
kangaroo,-35.30659209,149.0308685
kangaroo,-35.42077445,149.0661363
kangaroo,-35.39905097,149.1511297
kangaroo,-35.16752608,149.18322
kangaroo,-35.17244474,149.1485529
kangaroo,-35.2513926,149.148843
kangaroo,-35.25072648,149.1536787
kangaroo,-35.26149783,149.1459275
kangaroo,-35.2907819,149.1700616
kangaroo,-35.29643418,149.0614168
kangaroo,-35.26176995,149.0563581
kangaroo,-35.34849384,149.0697008
kangaroo,-35.41641887,149.0628522
kangaroo,-35.2409944,149.1947921
kangaroo,-35.2169143,149.1942697
kangaroo,-35.19711478,149.1306672
kangaroo,-35.15288367,149.1500907
kangaroo,-35.43999973,149.0877313
kangaroo,-35.40963633,149.0628153
kangaroo,-35.4226171,149.0678375
kangaroo,-35.28603927,149.1928343
kangaroo,-35.26441442,149.195584
kangaroo,-35.38528298,149.0958249
kangaroo,-35.24262542,149.1936242
kangaroo,-35.235532,149.1980372
kangaroo,-35.41067465,149.1153365
kangaroo,-35.25998566,149.095841
kangaroo,-35.33642765,149.1737394
kangaroo,-35.37413813,149.0926566
kangaroo,-35.43528502,149.0890701
kangaroo,-35.42545902,149.0719195
kangaroo,-35.28045866,149.1483157
kangaroo,-35.39872048,149.151297
kangaroo,-35.38986208,149.1012854
kangaroo,-35.40245363,149.1477442
wombat,-35.28038477,149.0823568
possum,-35.33234652,149.090295
wombat,-35.31944705,149.0319005
kangaroo,-35.30480867,149.020812
kangaroo,-35.32853693,149.1027794
kangaroo,-35.34756142,149.1210858
kangaroo,-35.42879244,149.0814952
kangaroo,-35.26803921,149.1476785
kangaroo,-35.27260365,149.0756288
kangaroo,-35.20566924,149.1997567
kangaroo,-35.15272521,149.1144696
kangaroo,-35.27472433,149.195171
kangaroo,-35.28773525,149.1652934
kangaroo,-35.28792598,149.1670495
kangaroo,-35.2652346,149.0738175
kangaroo,-35.32582532,149.0961848
kangaroo,-35.36447823,149.0473178
kangaroo,-35.4433641,149.0986444
kangaroo,-35.44654745,149.0926913
kangaroo,-35.40609729,149.0642458
kangaroo,-35.3488342,149.2076051
kangaroo,-35.32024509,149.0921097
kangaroo,-35.21035364,149.0486722
kangaroo,-35.22367235,149.1264017
kangaroo,-35.25900568,149.0878584
kangaroo,-35.44708913,149.1127589
kangaroo,-35.44548715,149.1119847
kangaroo,-35.23192995,149.0797919
kangaroo,-35.38539002,149.0586616
kangaroo,-35.34831556,149.0789573
kangaroo,-35.37357119,149.0674022
kangaroo,-35.34430957,149.0989876
kangaroo,-35.3840147,149.1728523
kangaroo,-35.44980517,149.0917455
kangaroo,-35.3269506,149.0527392
kangaroo,-35.24211651,149.0798495
kangaroo,-35.36401442,149.0944095
kangaroo,-35.32439238,149.0280008
kangaroo,-35.32351734,149.0286405
kangaroo,-35.4026113,149.062056
kangaroo,-35.27070038,149.1146472
kangaroo,-35.34410038,149.1376952
kangaroo,-35.41203283,149.1277065
kangaroo,-35.38133718,149.0788316
kangaroo,-35.23159136,149.080392
kangaroo,-35.32881702,149.0947671
kangaroo,-35.28790644,149.1673317
kangaroo,-35.28153712,149.1090507
kangaroo,-35.18447637,149.1166346
kangaroo,-35.37975528,149.0923258
kangaroo,-35.416618,149.1448841
kangaroo,-35.42619132,149.1388167
kangaroo,-35.42837662,149.1358037
wallaroo,-35.42875712,149.1350975
kangaroo,-35.43240958,149.1280896
kangaroo,-35.34563065,149.1116837
kangaroo,-35.1626466,149.1498384
kangaroo,-35.37905745,149.1154717
kangaroo,-35.18169787,149.1465892
kangaroo,-35.3202136,149.1219141
kangaroo,-35.43971132,148.9439427
kangaroo,-35.44305879,148.9579547
kangaroo,-35.44163899,148.9306528
kangaroo,-35.44099246,148.9299346
kangaroo,-35.37202138,149.0941951
kangaroo,-35.35726637,149.1025451
kangaroo,-35.28940057,149.1688815
kangaroo,-35.29137528,149.1704017
kangaroo,-35.22437203,149.1655893
kangaroo,-35.20783088,149.1969243
kangaroo,-35.21411302,149.1872719
kangaroo,-35.35397895,149.0723033
kangaroo,-35.2816324,149.1526998
kangaroo,-35.18890282,149.0796868
kangaroo,-35.38989395,149.0786737
kangaroo,-35.25916608,149.1521711
kangaroo,-35.18207353,149.1491091
kangaroo,-35.19725962,149.1038507
kangaroo,-35.36575833,149.0779336
kangaroo,-35.30223497,149.1545062
kangaroo,-35.3494936,149.1366824
kangaroo,-35.34640587,149.1384744
kangaroo,-35.34676071,149.1399438
kangaroo,-35.44410932,149.0938438
kangaroo,-35.383008,149.0800156
kangaroo,-35.27976957,149.0816421
kangaroo,-35.15385473,149.1444459
kangaroo,-35.18546905,149.088639
kangaroo,-35.23685575,149.1941083
kangaroo,-35.20747202,149.1939872
kangaroo,-35.20765977,149.1937487
kangaroo,-35.33900926,149.0910726
kangaroo,-35.25689772,149.1562657
kangaroo,-35.33111087,149.122787
kangaroo,-35.19938857,149.1685351
kangaroo,-35.33326662,149.1091438
kangaroo,-35.26577088,149.1963434
kangaroo,-35.29248852,149.2068485
kangaroo,-35.29387265,149.1719128
kangaroo,-35.25129518,149.1882264
kangaroo,-35.2810348,149.1854419
kangaroo,-35.2842266,149.1600201
kangaroo,-35.38905424,149.1106498
kangaroo,-35.37421456,149.0872877
kangaroo,-35.28270996,149.1518963
kangaroo,-35.2941797,149.1724039
kangaroo,-35.23605537,149.1665381
kangaroo,-35.27762778,149.0802805
kangaroo,-35.24371613,149.0536895
kangaroo,-35.44059542,149.0874174
kangaroo,-35.44086487,149.0874759
kangaroo,-35.4410558,149.0878233
kangaroo,-35.23235418,149.0851322
kangaroo,-35.2812871,149.1466771
kangaroo,-35.34900993,149.1238239
kangaroo,-35.29157438,149.1701976
kangaroo,-35.29003283,149.1693493
kangaroo,-35.34544468,149.1127396
other,-35.15512988,149.10176
other,-35.26456953,149.1106466
other,-35.19666312,149.0583192
wombat,-35.26067792,149.1148627
wombat,-35.52658669,149.0727674
other,-35.31886377,149.1639629
wombat,-35.40632658,149.0640453
wombat,-35.46214699,149.0846012
wombat,-35.46859697,149.0910308
other,-35.26542308,149.1377417
possum,-35.25378753,149.0785006
other,-35.25229693,149.1180166
possum,-35.40975377,149.1181179
wombat,-35.24894406,148.953809
kangaroo,-35.2410824,149.1636395
kangaroo,-35.28712547,148.9793379
kangaroo,-35.28800028,149.1675446
kangaroo,-35.22482428,149.1240892
kangaroo,-35.24895487,149.109594
kangaroo,-35.3542328,149.1005261
kangaroo,-35.44827382,149.1219561
kangaroo,-35.250379,149.1541364
kangaroo,-35.32008447,149.2100807
kangaroo,-35.32002711,149.2085271
kangaroo,-35.32779098,149.2279229
kangaroo,-35.32087982,149.193239
kangaroo,-35.29643435,149.1765905
kangaroo,-35.22236168,149.0704521
kangaroo,-35.37233021,149.0501019
other,-35.39304022,149.0449659
kangaroo,-35.3311361,149.1226108
kangaroo,-35.5467351,149.1317073
kangaroo,-35.39910332,149.1508785
kangaroo,-35.3963863,149.1545012
kangaroo,-35.38321703,149.0581447
kangaroo,-35.3242274,149.0965562
kangaroo,-35.32663493,149.089994
kangaroo,-35.3530115,149.1425843
kangaroo,-35.17547578,149.1466095
kangaroo,-35.37137802,149.0496899
kangaroo,-35.40347318,149.0643477
kangaroo,-35.2912248,149.1698727
wallaroo,-35.45627102,149.1038054
kangaroo,-35.45572924,149.0999293
kangaroo,-35.2652995,149.1479545
kangaroo,-35.25770653,149.1510778
kangaroo,-35.2604458,149.150293
kangaroo,-35.32798498,149.0952321
kangaroo,-35.26747987,149.1963213
kangaroo,-35.40219792,149.1319674
kangaroo,-35.4276139,149.0746356
kangaroo,-35.41560925,149.0623062
kangaroo,-35.29273972,149.1706395
kangaroo,-35.32984785,149.1284625
kangaroo,-35.35449935,149.0757597
kangaroo,-35.42485588,149.0792488
kangaroo,-35.42483153,149.0792805
kangaroo,-35.39685387,149.0723329
kangaroo,-35.35047453,149.1037016
kangaroo,-35.34170141,149.1321462
kangaroo,-35.2059034,149.1996582
kangaroo,-35.28865898,149.1681558
kangaroo,-35.29113705,149.1690384
other,-35.16553303,149.1101155
possum,-35.2617474,149.1207194
wombat,-35.46700202,149.0907658
possum,-35.27505153,149.1336216
wombat,-35.39976215,149.0591304
kangaroo,-35.31918808,149.1140059
kangaroo,-35.3858067,149.0967706
kangaroo,-35.26954638,149.0388728
kangaroo,-35.26984985,149.0430443
kangaroo,-35.2908338,149.1736366
kangaroo,-35.41244613,149.125146
kangaroo,-35.3632427,149.1060869
kangaroo,-35.33847295,149.1025683
kangaroo,-35.20095921,149.0213344
kangaroo,-35.2159873,149.1150964
kangaroo,-35.23705502,149.1944909
kangaroo,-35.27007965,149.0530438
kangaroo,-35.46094677,149.0909543
kangaroo,-35.33564355,149.1225685
possum,-35.280558,149.1362674
wombat,-35.3930338,149.044868
other,-35.1665635,149.1007063
kangaroo,-35.35427975,149.1626922
kangaroo,-35.38100823,149.0564362
kangaroo,-35.44346208,149.0971907
kangaroo,-35.40099103,149.1487409
kangaroo,-35.39966236,149.1506795
kangaroo,-35.39969292,149.1510394
kangaroo,-35.40238068,149.1478806
kangaroo,-35.44609833,149.1307509
kangaroo,-35.28897775,149.1685878
kangaroo,-35.39262645,149.1598492
kangaroo,-35.39134392,149.1021356
kangaroo,-35.35171303,149.1000555
kangaroo,-35.1802924,149.1441479
kangaroo,-35.18206743,149.1497242
kangaroo,-35.20564318,149.2009884
kangaroo,-35.43969078,149.127327
kangaroo,-35.44004685,149.1276958
kangaroo,-35.25633683,149.153451
kangaroo,-35.20842207,149.1920957
kangaroo,-35.38506566,149.0956336
kangaroo,-35.42150428,149.0671524
kangaroo,-35.28407077,149.1601613
kangaroo,-35.41281891,149.1101939
kangaroo,-35.28313764,149.1564626
kangaroo,-35.28809967,149.1681205
kangaroo,-35.38955347,149.1341188
kangaroo,-35.38941871,149.1336146
kangaroo,-35.28918678,149.1921467
kangaroo,-35.27831121,149.1944158
kangaroo,-35.3726366,149.131769
kangaroo,-35.21697953,149.1954729
kangaroo,-35.26889733,149.1410981
kangaroo,-35.26913243,149.1399277
kangaroo,-35.35675724,149.1478677
kangaroo,-35.34506228,149.1500452
kangaroo,-35.42622375,149.1029945
kangaroo,-35.23210703,149.1248767
kangaroo,-35.40451479,149.1551201
kangaroo,-35.40362483,149.1505287
kangaroo,-35.40285295,149.1531644
kangaroo,-35.46077433,149.0912428
kangaroo,-35.46366062,149.091059
kangaroo,-35.47002014,149.0977148
wallaroo,-35.3776202,149.0734014
wallaroo,-35.37757319,149.0734009
wallaby,-35.28053733,149.1126769
kangaroo,-35.32444282,149.0966298
kangaroo,-35.2099436,149.1165782
kangaroo,-35.2022616,149.0970533
kangaroo,-35.4704123,149.0978538
kangaroo,-35.28600505,149.1923877
kangaroo,-35.17902736,149.1446468
kangaroo,-35.24307919,149.1108882
kangaroo,-35.2362021,149.1944027
kangaroo,-35.2067548,149.1957764
kangaroo,-35.42540716,149.0712423
kangaroo,-35.365331,149.1079201
kangaroo,-35.40800959,149.0734403
kangaroo,-35.4434445,149.0968397
kangaroo,-35.41176845,149.1445374
kangaroo,-35.35383097,149.1511732
kangaroo,-35.30122721,149.1174421
kangaroo,-35.22162675,149.067265
kangaroo,-35.28421433,149.0891336
kangaroo,-35.32057828,149.113317
kangaroo,-35.40770955,149.1445548
kangaroo,-35.20725083,149.1184449
kangaroo,-35.26356719,149.1949147
kangaroo,-35.38622481,149.0973399
kangaroo,-35.35409447,149.1330721
kangaroo,-35.2435035,149.1184277
kangaroo,-35.32488212,149.0534907
kangaroo,-35.21822655,149.1817614
kangaroo,-35.21971515,149.1794438
kangaroo,-35.2423077,149.0822893
kangaroo,-35.18504786,149.1544722
kangaroo,-35.32920037,149.0862063
kangaroo,-35.33219035,149.0366644
kangaroo,-35.3301532,149.0868809
kangaroo,-35.18244614,149.1505345
kangaroo,-35.29525491,148.9306061
kangaroo,-35.38353276,149.1060495
kangaroo,-35.4100363,149.1446097
kangaroo,-35.33796809,149.1027802
kangaroo,-35.3485322,149.1059392
kangaroo,-35.39361222,149.1400452
kangaroo,-35.35778835,149.1335913
kangaroo,-35.23945436,149.0714975
kangaroo,-35.39051507,149.1018797
kangaroo,-35.21683585,149.0840491
kangaroo,-35.20632063,149.1948152
kangaroo,-35.32518328,149.1213681
kangaroo,-35.19328202,149.1055334
kangaroo,-35.18837578,149.0475178
kangaroo,-35.2609584,149.147526
kangaroo,-35.36779462,149.0799739
kangaroo,-35.39544356,149.0611743
kangaroo,-35.3678661,149.0927498
