lat,lng,road,species
-35.32947871,149.12256499999998,FLINDERS WAY,EASTERN GREY KANGAROO
-35.350440899999995,149.1074935,DALMAN CRESCENT,EASTERN GREY KANGAROO
-35.42567385,149.1394213,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.26934492,149.1310089,MASSON STREET,EASTERN GREY KANGAROO
-35.22320379,149.19624109999998,MOUNT MAJURA ROAD,WALLABY
-35.25459988,149.18767350000002,MAJURA PARKWAY,WALLABY
-35.21834222,149.0458198,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.31760958,149.1122821,GAWLER CRESCENT,EASTERN GREY KANGAROO
-35.3850651,149.05971780000002,DRAKEFORD DRIVE,EASTERN GREY KANGAROO
-35.35593027,149.10097530000002,DUNOON STREET,EASTERN GREY KANGAROO
-35.38686051,149.1155955,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.38405916,149.1197174,LONG GULLY ROAD,WALLAROO
-35.36081195,149.0690245,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.34088512,149.1222621,MUGGA WAY,EASTERN GREY KANGAROO
-35.1684191,149.1427898,HURRELL STREET,EASTERN GREY KANGAROO
-35.18423855,149.1545638,MARY DAVIS LANE,EASTERN GREY KANGAROO
-35.32651378,149.0342905,COTTER ROAD,EASTERN GREY KANGAROO
-35.19326028,149.0519448,BINGLEY CRESCENT,EASTERN GREY KANGAROO
-35.34347281,149.2039435,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.27890807,149.0864877,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.350114700000006,149.0423687,STREETON DRIVE,EASTERN GREY KANGAROO
-35.39245915,149.1083926,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.39290012,149.10745369999998,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.373031700000006,149.0647832,COLQUHOUN STREET,EASTERN GREY KANGAROO
-35.32467087,149.0304631,SWALLOWTAIL ROAD,EASTERN GREY KANGAROO
-35.34786603,149.13834730000002,MUGGA LANE,EASTERN GREY KANGAROO
-35.39167125,149.16138030000002,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.33821423,149.1222986,LA PEROUSE STREET,EASTERN GREY KANGAROO
-35.25171494,149.16286619999997,MADIGAN STREET,EASTERN GREY KANGAROO
-35.24949746,149.0731931,BUIK PLACE,WALLAROO
-35.26523811,149.0338293,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.4391325,149.0891767,HARCUS CLOSE,EASTERN GREY KANGAROO
-35.25850696,149.1077065,FAIRFAX STREET,EASTERN GREY KANGAROO
-35.38043365,149.0773451,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.55076093,149.0837076,SMITHS ROAD,EASTERN GREY KANGAROO
-35.38112458,149.0937437,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.19682116,149.05035990000002,,SWAMP WALLABY
-35.32032418,149.0561612,ILLOURA PLACE,EASTERN GREY KANGAROO
-35.26608253,149.1465097,BAKER GARDENS,EASTERN GREY KANGAROO
-35.38975755,149.1349079,LONG GULLY ROAD,EASTERN GREY KANGAROO
-35.37293513,149.0342881,,EASTERN GREY KANGAROO
-35.24226347,149.0781979,WHELAN STREET,EASTERN GREY KANGAROO
-35.44668125,149.0927615,JAMES SMITH CIRCUIT,EASTERN GREY KANGAROO
-35.26300125,149.14927769999997,HASSALL STREET,EASTERN GREY KANGAROO
-35.182989899999995,149.1521091,SARSON STREET,EASTERN GREY KANGAROO
-35.44312708,149.09583730000003,THARWA DRIVE,EASTERN GREY KANGAROO
-35.40708095,149.13827519999998,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.27769759,149.07933400000002,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.27736188,149.07858059999998,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.37334302,149.0546776,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.37339952,149.06667030000003,REID PLACE,EASTERN GREY KANGAROO
-35.38025415,149.07749019999997,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.38852120000001,149.11355,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.35375342,149.0739,COGHLAN STREET,EASTERN GREY KANGAROO
-35.38494457,149.12058430000002,LONG GULLY ROAD,EASTERN GREY KANGAROO
-35.24768803,149.1104144,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.33823112,149.0264678,EUCUMBENE DRIVE,EASTERN GREY KANGAROO
-35.34521799,149.11546059999998,HINDMARSH DRIVE,SWAMP WALLABY
-35.34453854,149.1390773,DALRYMPLE STREET,EASTERN GREY KANGAROO
-35.34663959,149.1189215,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.34547127,149.115204,HINDMARSH DRIVE,SWAMP WALLABY
-35.2214333,149.06289099999998,CAHALAN PLACE,EASTERN GREY KANGAROO
-35.18252761,149.0914805,CURRAN DRIVE,EASTERN GREY KANGAROO
-35.44343013,149.0964063,THARWA DRIVE,EASTERN GREY KANGAROO
-35.36590061,149.079182,PARKHILL STREET,EASTERN GREY KANGAROO
-35.35396521,149.0761534,EGGLESTON CRESCENT,EASTERN GREY KANGAROO
-35.32828945,149.0538767,STREETON DRIVE,EASTERN GREY KANGAROO
-35.443487700000006,149.122678,LAWRENCE WACKETT CRESCENT,EASTERN GREY KANGAROO
-35.35200728,149.1005764,DUNOON STREET,SWAMP WALLABY
-35.26337721,149.0588492,,EASTERN GREY KANGAROO
-35.45739703,149.1044764,CHARTERISVILLE AVENUE,WALLAROO
-35.45629603,149.105268,,EASTERN GREY KANGAROO
-35.44355398,149.09777519999997,THARWA DRIVE,EASTERN GREY KANGAROO
-35.29813057,149.15366569999998,SELLHEIM AVENUE,EASTERN GREY KANGAROO
-35.35652632,149.1656389,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.31818888,149.0253605,DAVE MCINNES ROAD,EASTERN GREY KANGAROO
-35.36250236,149.0666351,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.32931303,149.12051359999998,,EASTERN GREY KANGAROO
-35.34533651,149.1130326,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.38886784,149.095843,SAINSBURY STREET,EASTERN GREY KANGAROO
-35.24242443,149.08230840000002,COLLEGE STREET,EASTERN GREY KANGAROO
-35.34334115,149.10634109999998,HOPEGOOD PLACE,EASTERN GREY KANGAROO
-35.32774351,149.0265126,EUCUMBENE DRIVE,EASTERN GREY KANGAROO
-35.43157342,149.1059862,ASHLEY DRIVE,EASTERN GREY KANGAROO
-35.43180839,149.10601880000002,ASHLEY DRIVE,EASTERN GREY KANGAROO
-35.3730619,149.0573459,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.35352935,149.1006286,DUNOON STREET,EASTERN GREY KANGAROO
-35.38931788,149.06657040000002,DRAKEFORD DRIVE,EASTERN GREY KANGAROO
-35.44290632,149.0851937,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.40971298,149.0632206,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.43987898,149.0897559,WOODCOCK DRIVE,EASTERN GREY KANGAROO
-35.23719296,149.0766512,AIKMAN DRIVE,EASTERN GREY KANGAROO
-35.24342012,149.11304230000002,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.24175953,149.0897634,HAYDON DRIVE,EASTERN GREY KANGAROO
-35.31275003,149.1050247,ADELAIDE AVENUE,EASTERN GREY KANGAROO
-35.1541019,149.1552393,MULLIGANS FLAT ROAD,EASTERN GREY KANGAROO
-35.30402863,149.0322078,WYNDHAM AVENUE,EASTERN GREY KANGAROO
-35.30340233,149.03264009999998,JOHN GORTON DRIVE,EASTERN GREY KANGAROO
-35.23315033,149.0871716,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.3348906,149.1714109,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.29856459,149.1252978,KAYE STREET,BRUSHTAIL POSSUM
-35.29712129,149.0337827,JOHN GORTON DRIVE,WOMBAT
-35.50346776,149.0760441,THARWA DRIVE,WOMBAT
-35.24177559,149.0680736,BENJAMIN WAY,OTHER
-35.48285747,149.0888496,,WOMBAT
-35.26124758,149.0560765,COULTER DRIVE,EASTERN GREY KANGAROO
-35.23481477,149.0831563,PANTOWORA STREET,EASTERN GREY KANGAROO
-35.16054655,149.14665,MAZA PLACE,EASTERN GREY KANGAROO
-35.406717799999996,149.13875900000002,HOGBEN STREET,EASTERN GREY KANGAROO
-35.45082333,149.1277967,ELTHAM PLACE,EASTERN GREY KANGAROO
-35.30531004,149.06265459999997,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.19781714,149.1311245,NUDURR DRIVE,EASTERN GREY KANGAROO
-35.25957082,149.1254314,BELAH STREET,EASTERN GREY KANGAROO
-35.3323945,149.1723164,YALLOURN STREET,SWAMP WALLABY
-35.270163200000006,149.0533129,COPPINS CROSSING ROAD,EASTERN GREY KANGAROO
-35.25312867,149.026034,WILLIAM HOVELL DRIVE,WALLAROO
-35.40115704,149.0842392,CUTHBERT CIRCUIT,EASTERN GREY KANGAROO
-35.42319296,149.0782271,ATHLLON DRIVE,RED NECKED WALLABY
-35.39224746,149.1606114,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.25581607,149.0885048,BELCONNEN WAY,EASTERN GREY KANGAROO
-35.19372734,149.0370271,STUCKEY PLACE,EASTERN GREY KANGAROO
-35.40148938,149.0548063,,WOMBAT
-35.37615255,149.11824209999997,KILGOUR PLACE,OTHER
-35.46242177,149.11365769999998,EAGLEMONT RETREAT,WOMBAT
-35.31425066,149.03215519999998,JOHN GORTON DRIVE,OTHER
-35.34477835,149.0993335,YAMBA DRIVE,OTHER
-35.39809288,149.10512769999997,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.43188343,149.1287178,MONARO HIGHWAY,WALLAROO
-35.33935508,149.1807906,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.34757382,149.1213555,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.27622518,149.1621928,MOUNT AINSLIE DRIVE,EASTERN GREY KANGAROO
-35.28481934,149.0964653,PARKES WAY,WALLAROO
-35.18472869,149.08855259999999,CURRAN DRIVE,EASTERN GREY KANGAROO
-35.38533349,149.11591409999997,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.44713662,149.0927276,JAMES SMITH CIRCUIT,EASTERN GREY KANGAROO
-35.4543727,149.1164801,DYETT CIRCUIT,EASTERN GREY KANGAROO
-35.2767947,149.0771031,BINDUBI STREET,EASTERN GREY KANGAROO
-35.40134014,149.09879080000002,BUSSAU CLOSE,EASTERN GREY KANGAROO
-35.28004267,149.1473074,,EASTERN GREY KANGAROO
-35.38673331,149.1221343,LONG GULLY ROAD,EASTERN GREY KANGAROO
-35.27253734,149.1498585,CANNING STREET,EASTERN GREY KANGAROO
-35.41115752,149.1294462,HAMBIDGE CRESCENT,EASTERN GREY KANGAROO
-35.41112717,149.1295121,HAMBIDGE CRESCENT,EASTERN GREY KANGAROO
-35.38518983,149.0950513,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.37365223,149.06868169999998,,EASTERN GREY KANGAROO
-35.42482044,149.07109580000002,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.23154733,149.1667699,ANTILL STREET,EASTERN GREY KANGAROO
-35.27865649,149.149077,TRELOAR CRESCENT,EASTERN GREY KANGAROO
-35.25116909,149.156145,PHILLIP AVENUE,EASTERN GREY KANGAROO
-35.27042494,149.0547104,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.22294726,149.19457880000002,MOUNT MAJURA ROAD,EASTERN GREY KANGAROO
-35.35096443,149.10138380000004,DUNOON STREET,EASTERN GREY KANGAROO
-35.23697071,149.16623140000002,ANTILL STREET,EASTERN GREY KANGAROO
-35.23520077,149.1663802,ANTILL STREET,EASTERN GREY KANGAROO
-35.2687836,149.1381369,LIMESTONE AVENUE,EASTERN GREY KANGAROO
-35.32305575,149.1021852,BRASSEY STREET,EASTERN GREY KANGAROO
-35.32451812,149.06417,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.34444713,149.1371577,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.44515855,149.1137469,THARWA DRIVE,EASTERN GREY KANGAROO
-35.45686465,149.09584089999998,LOWCAY STREET,EASTERN GREY KANGAROO
-35.46264328,149.10774530000003,TEMPLESTOWE AVENUE,EASTERN GREY KANGAROO
-35.15176033,149.1620986,MULLIGANS FLAT ROAD,RED NECKED WALLABY
-35.21583335,149.0398739,JOSKE PLACE,EASTERN GREY KANGAROO
-35.43993487,149.08871200000002,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.30199335,149.1502596,KINGS AVENUE,EASTERN GREY KANGAROO
-35.29079599,149.12731019999998,BARRINE DRIVE,EASTERN GREY KANGAROO
-35.24431191,149.056806,BELCONNEN WAY,EASTERN GREY KANGAROO
-35.22916194,149.1436289,FLEMINGTON ROAD,EASTERN GREY KANGAROO
-35.26542838,149.08619430000002,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.20579315,149.2003424,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.46835005,149.11170780000003,KALLISTA PLACE,EASTERN GREY KANGAROO
-35.46633265,149.10464330000002,GREAVES PLACE,EASTERN GREY KANGAROO
-35.46520812,149.108,TEMPLESTOWE AVENUE,EASTERN GREY KANGAROO
-35.36822541,149.0608011,TUGGERANONG PARKWAY,WALLAROO
-35.34270887,149.067593,TUGGERANONG PARKWAY,SWAMP WALLABY
-35.23461231,149.1662169,NEGUS CRESCENT,EASTERN GREY KANGAROO
-35.23459486,149.16636780000002,NEGUS CRESCENT,EASTERN GREY KANGAROO
-35.23473777,149.1663456,ANTILL STREET,EASTERN GREY KANGAROO
-35.37842959,149.071696,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.34537719,149.1147051,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.37516475,149.11062090000001,YAMBA DRIVE,RED NECKED WALLABY
-35.28282037,149.1533127,ROSENTHAL STREET,EASTERN GREY KANGAROO
-35.28301523,149.1534417,ROSENTHAL STREET,EASTERN GREY KANGAROO
-35.17247165,149.07116630000002,VICTORIA STREET,EASTERN GREY KANGAROO
-35.23290047,149.1264315,ELLENBOROUGH STREET,EASTERN GREY KANGAROO
-35.2695864,149.0389233,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.32484547,149.09646719999998,KENT STREET,EASTERN GREY KANGAROO
-35.46810699,149.0911615,THARWA DRIVE,EASTERN GREY KANGAROO
-35.4104703,149.1225499,,EASTERN GREY KANGAROO
-35.32591763,149.0962251,KENT STREET,EASTERN GREY KANGAROO
-35.30337999,149.1675034,MORSHEAD DRIVE,EASTERN GREY KANGAROO
-35.28254399,149.15053380000003,CRESWELL STREET,EASTERN GREY KANGAROO
-35.44384694,149.1006289,DUGGAN STREET,EASTERN GREY KANGAROO
-35.32065074,149.1655398,DAIRY ROAD,EASTERN GREY KANGAROO
-35.21589919,149.1162445,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.347576000000004,149.12089819999997,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.40976566,149.06237,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.35260436,149.1418394,NARRABUNDAH LANE,EASTERN GREY KANGAROO
-35.28466905,149.16886,NORTHCOTT DRIVE,EASTERN GREY KANGAROO
-35.19882569,149.09212340000002,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.44701698,149.12467809999998,FREDA GIBSON CIRCUIT,EASTERN GREY KANGAROO
-35.31813943,149.0250256,DAVE MCINNES ROAD,EASTERN GREY KANGAROO
-35.47813008,149.0903764,THARWA DRIVE,EASTERN GREY KANGAROO
-35.29434957,149.1723252,ADDISON ROAD,EASTERN GREY KANGAROO
-35.29325412,149.1714142,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.42583636,149.13927040000002,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.20623692,149.1980355,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.25375446,149.1595937,PHILLIP AVENUE,EASTERN GREY KANGAROO
-35.276999200000006,149.1035998,,WALLAROO
-35.21280658,149.184171,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.3699857,149.06298710000002,COLQUHOUN STREET,EASTERN GREY KANGAROO
-35.28510829,149.0909851,PARKES WAY,EASTERN GREY KANGAROO
-35.44344127,149.0981971,THARWA DRIVE,EASTERN GREY KANGAROO
-35.46101018,149.1011291,DOBELL CIRCUIT,EASTERN GREY KANGAROO
-35.30527707,149.031037,WYNDHAM AVENUE,EASTERN GREY KANGAROO
-35.44468473,149.0937436,THARWA DRIVE,EASTERN GREY KANGAROO
-35.32083455,149.0612006,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.20206687,149.1719962,,EASTERN GREY KANGAROO
-35.44391852,149.0804451,WOODCOCK DRIVE,EASTERN GREY KANGAROO
-35.16467966,149.1471737,PAQUITA STREET,EASTERN GREY KANGAROO
-35.26467855,149.14689009999998,FOVEAUX STREET,EASTERN GREY KANGAROO
-35.34583297,149.11701730000001,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.27122648,149.0879946,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.3054251,149.0629707,TUGGERANONG PARKWAY,WALLAROO
-35.3053844,149.06300080000003,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.21724782,149.1829113,FEDERAL HIGHWAY,
-35.3310012,148.9701957,COTTER ROAD,WOMBAT
-35.4456283,149.1107027,THARWA DRIVE,WOMBAT
-35.38783157,149.1223747,LONG GULLY ROAD,BRUSHTAIL POSSUM
-35.46991797,149.0974638,IRONBARK CRESCENT,EASTERN GREY KANGAROO
-35.15587558,149.1513457,MULLIGANS FLAT ROAD,EASTERN GREY KANGAROO
-35.32896952,149.0943236,KENT STREET,EASTERN GREY KANGAROO
-35.27535068,149.087794,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.27494575,149.0877816,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.39843458,149.1526015,MUGGA LANE,EASTERN GREY KANGAROO
-35.30499162,148.94744640000002,BRINDABELLA ROAD,EASTERN GREY KANGAROO
-35.33439594,149.1199363,,EASTERN GREY KANGAROO
-35.23217265,149.1182576,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.32482172,149.09801399999998,HAMPDEN PLACE,EASTERN GREY KANGAROO
-35.2085032,149.1919786,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.345668599999996,149.1157684,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.19695411,149.089124,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.21483738,149.1901809,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.15504744,149.1515558,MULLIGANS FLAT ROAD,EASTERN GREY KANGAROO
-35.21344047,149.1858808,FEDERAL HIGHWAY,RED NECKED WALLABY
-35.34353411,149.0980736,BRADY PLACE,EASTERN GREY KANGAROO
-35.37214503,149.1682623,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.24847329999999,149.10999019999997,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.32711402,149.0168408,MOUNT STROMLO ROAD,EASTERN GREY KANGAROO
-35.18045619,149.143553,IAN POTTER CRESCENT,EASTERN GREY KANGAROO
-35.29413112,149.1719627,ADDISON ROAD,EASTERN GREY KANGAROO
-35.33343183,149.2385513,YASS ROAD,EASTERN GREY KANGAROO
-35.25058285,149.1555634,PHILLIP AVENUE,EASTERN GREY KANGAROO
-35.33396377,149.0717895,DEVONPORT STREET,EASTERN GREY KANGAROO
-35.28003946,149.1459041,TRELOAR CRESCENT,EASTERN GREY KANGAROO
-35.154298100000005,149.1246615,HORSE PARK DRIVE,EASTERN GREY KANGAROO
-35.19795429,149.1311073,NUDURR DRIVE,EASTERN GREY KANGAROO
-35.26015366,149.1019415,FAIRFAX STREET,EASTERN GREY KANGAROO
-35.40566947,149.1411405,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.4119607,149.06149019999998,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.3435177,149.2000368,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.19845373,149.10258230000002,GUNDAROO DRIVE,EASTERN GREY KANGAROO
-35.38180347,149.09377519999998,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.39392552,149.10414680000002,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.36186645,149.07544199999998,SHEEHAN STREET,EASTERN GREY KANGAROO
-35.23345617,149.1663038,NEGUS CRESCENT,EASTERN GREY KANGAROO
-35.38694814,149.09168480000002,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.26513452,149.1428134,FOVEAUX STREET,EASTERN GREY KANGAROO
-35.38132294,149.113203,LAMBRIGG STREET,EASTERN GREY KANGAROO
-35.37352818,149.17242480000002,,EASTERN GREY KANGAROO
-35.31086388,149.1104857,ADELAIDE AVENUE,WALLAROO
-35.14855979,149.16432880000002,,EASTERN GREY KANGAROO
-35.28479988,149.09655940000002,PARKES WAY,SWAMP WALLABY
-35.20487188,149.0259773,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.32062712,149.0610266,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.21377442,149.1845754,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.22282655,149.17151130000002,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.38886895,149.1313747,LONG GULLY ROAD,EASTERN GREY KANGAROO
-35.15916018,149.152601,AMY ACKMAN STREET,EASTERN GREY KANGAROO
-35.32289211,149.2186841,PIALLIGO AVENUE,EASTERN GREY KANGAROO
-35.33102047,149.1151996,,EASTERN GREY KANGAROO
-35.38147892,149.09406909999998,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.28216053,149.1631218,MOUNT AINSLIE DRIVE,RED NECKED WALLABY
-35.18185895,149.1459595,PETERSILKA STREET,EASTERN GREY KANGAROO
-35.29587659,148.933078,BRINDABELLA ROAD,EASTERN GREY KANGAROO
-35.37879502,149.13407560000002,MUGGA LANE,EASTERN GREY KANGAROO
-35.39792915,149.1183055,CHATAWAY CRESCENT,EASTERN GREY KANGAROO
-35.2541686,149.16193049999998,BRAGG STREET,EASTERN GREY KANGAROO
-35.23669232,149.115474,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.58715743,149.0602945,NAAS ROAD,WALLAROO
-35.44360197,149.0998201,THARWA DRIVE,EASTERN GREY KANGAROO
-35.28156794,149.1488893,,EASTERN GREY KANGAROO
-35.42390585,149.1411998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.45933176,149.0952475,HEIDELBERG STREET,EASTERN GREY KANGAROO
-35.38194716,149.07890849999998,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.15849885,149.12555859999998,HORSE PARK DRIVE,EASTERN GREY KANGAROO
-35.34283398,149.123541,MUGGA WAY,EASTERN GREY KANGAROO
-35.34596022,149.11756680000002,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.32145705,149.117156,MUGGA WAY,EASTERN GREY KANGAROO
-35.43830323,149.1234868,THARWA DRIVE,EASTERN GREY KANGAROO
-35.42870892,149.0872,NOOROOMA STREET,EASTERN GREY KANGAROO
-35.44946806,149.09237919999998,WHITFORD PLACE,EASTERN GREY KANGAROO
-35.36912044,149.09331640000002,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.30046988,149.0096007,URIARRA ROAD,EASTERN GREY KANGAROO
-35.34435315,149.1381114,DALRYMPLE STREET,EASTERN GREY KANGAROO
-35.34474364,149.1383688,DALRYMPLE STREET,EASTERN GREY KANGAROO
-35.45559757,149.09756240000002,GILKS PLACE,EASTERN GREY KANGAROO
-35.2423345,149.0818563,COLLEGE STREET,EASTERN GREY KANGAROO
-35.20668973,149.1942405,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.23457263,149.1954314,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.22330702,149.19572409999998,MOUNT MAJURA ROAD,EASTERN GREY KANGAROO
-35.39323753,149.13965019999998,MUGGA LANE,EASTERN GREY KANGAROO
-35.41031273,149.129503,FALKINER PLACE,EASTERN GREY KANGAROO
-35.45680003,149.09572839999998,CHARTERISVILLE AVENUE,EASTERN GREY KANGAROO
-35.45679202,149.09571259999998,CHARTERISVILLE AVENUE,EASTERN GREY KANGAROO
-35.4452079,149.11360190000002,RODDA PLACE,EASTERN GREY KANGAROO
-35.39694317,149.1538111,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.36109168,149.1663959,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.26967212,149.0753109,BINDUBI STREET,EASTERN GREY KANGAROO
-35.28028443,149.0863213,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.37773077,149.1125594,JULIA FLYNN AVENUE,EASTERN GREY KANGAROO
-35.37364052,149.09246100000001,STEVENSON STREET,EASTERN GREY KANGAROO
-35.37019224,149.09251669999998,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.2778549,149.07960309999999,WILLIAM HOVELL DRIVE,EASTERN GREY KANGAROO
-35.17954581,149.0710805,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.18008372,149.0719196,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.18707248,149.07815580000002,BARTON HIGHWAY,EASTERN GREY KANGAROO
-35.37973268,149.1344929,MUGGA LANE,EASTERN GREY KANGAROO
-35.46179977,149.10597009999998,TEMPLESTOWE AVENUE,EASTERN GREY KANGAROO
-35.25971556,149.19151609999997,MAJURA ROAD,EASTERN GREY KANGAROO
-35.33100343,149.10635469999997,,EASTERN GREY KANGAROO
-35.44486727,149.0937406,THARWA DRIVE,EASTERN GREY KANGAROO
-35.32566102,149.05859850000002,DARGIE STREET,EASTERN GREY KANGAROO
-35.33303723,149.1616706,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.36352526,149.1276119,MUGGA LANE,EASTERN GREY KANGAROO
-35.21791263,149.19488069999997,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.39062009,149.101898,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.33262348,149.1205326,,EASTERN GREY KANGAROO
-35.459183200000005,149.1332659,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.31310675,149.1196908,MELBOURNE AVENUE,EASTERN GREY KANGAROO
-35.38238268,149.07940480000002,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.45380914,149.0909676,THARWA DRIVE,EASTERN GREY KANGAROO
-35.40928986,149.13488909999998,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.27277295,149.1545196,,EASTERN GREY KANGAROO
-35.35854993,149.1035851,COBBADAH STREET,EASTERN GREY KANGAROO
-35.73512688,148.9959853,BOBOYAN ROAD,OTHER
-35.3354983,149.0916201,COXEN STREET,BRUSHTAIL POSSUM
-35.51523444,149.2562263,,WOMBAT
-35.28218633,149.1088436,PARKES WAY,OTHER
-35.39688608,149.0191064,KAMBAH POOL ROAD,WOMBAT
-35.29928428,149.0072262,URIARRA ROAD,SWAMP WALLABY
-35.37875725,149.18259640000002,LANYON DRIVE,EASTERN GREY KANGAROO
-35.19865085,149.10185869999998,ABENA AVENUE,EASTERN GREY KANGAROO
-35.28876974,149.1677865,CRETE ROAD,EASTERN GREY KANGAROO
-35.28829432,149.16758869999998,CRETE ROAD,EASTERN GREY KANGAROO
-35.28838791,149.167662,CRETE ROAD,EASTERN GREY KANGAROO
-35.38592705,149.0729425,MASON STREET,EASTERN GREY KANGAROO
-35.50098972,149.1493592,MONARO HIGHWAY,EASTERN GREY KANGAROO
