CREATED_DATE,SPECIES,ROAD_NAME,LATITUDE,LONGITUDE
02/12/2018 12:38:00 AM,EASTERN GREY KANGAROO,,-35.39561103,149.1646159
02/12/2018 02:20:00 PM,EASTERN GREY KANGAROO,TUGGERANONG PARKWAY,-35.33346211,149.0633375
02/12/2018 02:23:00 PM,EASTERN GREY KANGAROO,MUGGA LANE,-35.35256413,149.1340705
02/12/2018 02:40:00 PM,EASTERN GREY KANGAROO,GINNINDERRA DRIVE,-35.2108864,149.0369779
02/12/2018 09:03:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.39170553,149.1622823
02/12/2018 09:37:00 PM,EASTERN GREY KANGAROO,FISHER STREET,-35.26265798,149.1508078
02/13/2018 02:30:00 AM,EASTERN GREY KANGAROO,COLLEGE STREET,-35.24232175,149.0821515
01/16/2018 10:57:00 PM,EASTERN GREY KANGAROO,LONG GULLY ROAD,-35.38903705,149.1322436
01/17/2018 02:34:00 AM,EASTERN GREY KANGAROO,,-35.24847525,149.1531257
01/17/2018 02:52:00 AM,EASTERN GREY KANGAROO,EBDEN STREET,-35.26835688,149.1462634
01/17/2018 03:14:00 AM,EASTERN GREY KANGAROO,BALDWIN DRIVE,-35.22582157,149.1002935
01/17/2018 03:43:00 AM,RED NECKED WALLABY,ERINDALE DRIVE,-35.38725115,149.1151784
01/17/2018 03:44:00 AM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.38900112,149.1135718
01/10/2018 11:00:00 AM,EASTERN GREY KANGAROO,RUSDEN STREET,-35.34473517,149.1150841
01/10/2018 11:56:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38509272,149.0949786
01/11/2018 11:37:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.36567583,149.1670866
01/11/2018 08:58:00 PM,EASTERN GREY KANGAROO,NUMERALLA STREET,-35.35689282,149.1013937
01/12/2018 01:33:00 AM,EASTERN GREY KANGAROO,COTTER ROAD,-35.32619139,149.0306986
01/12/2018 02:09:00 AM,WALLAROO,GUNGAHLIN DRIVE,-35.25212637,149.0972844
01/12/2018 09:21:00 AM,EASTERN GREY KANGAROO,GUNGAHLIN DRIVE,-35.24698126,149.110029
01/15/2018 12:26:00 AM,EASTERN GREY KANGAROO,RISCHBIETH CRESCENT,-35.41666118,149.139134
01/15/2018 12:46:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.35618493,149.1659027
01/15/2018 01:34:00 AM,EASTERN GREY KANGAROO,BARTON HIGHWAY,-35.18821608,149.0786851
01/15/2018 02:01:00 AM,EASTERN GREY KANGAROO,SAWMILL CIRCUIT,-35.39901017,149.1564489
02/13/2018 02:47:00 AM,EASTERN GREY KANGAROO,HINDMARSH DRIVE,-35.34715273,149.1264313
02/13/2018 02:57:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.37602702,149.1333203
02/13/2018 03:00:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.38901318,149.1368229
02/13/2018 04:19:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.37556608,149.0691623
02/13/2018 09:16:00 PM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27172377,149.0754518
02/13/2018 10:20:00 PM,EASTERN GREY KANGAROO,LIMESTONE AVENUE,-35.2802022,149.1462988
02/13/2018 10:46:00 PM,EASTERN GREY KANGAROO,TOM ROBERTS AVENUE,-35.46330508,149.1069611
02/13/2018 10:16:00 PM,EASTERN GREY KANGAROO,BOX HILL AVENUE,-35.46039263,149.0991772
02/14/2018 08:20:00 AM,EASTERN GREY KANGAROO,DINES PLACE,-35.23612083,149.0935954
02/14/2018 05:33:00 PM,EASTERN GREY KANGAROO,DALY PLACE,-35.45834132,149.1015755
02/19/2018 10:12:00 AM,EASTERN GREY KANGAROO,BARRY DRIVE,-35.26904157,149.1126151
02/19/2018 11:02:00 AM,EASTERN GREY KANGAROO,,-35.24024947,149.1063178
02/19/2018 08:15:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.27907397,149.194242
02/19/2018 09:31:00 PM,EASTERN GREY KANGAROO,LIVINGSTON AVENUE,-35.38349955,149.0858925
02/19/2018 09:32:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38339876,149.0886138
02/19/2018 10:37:00 PM,EASTERN GREY KANGAROO,MULLIGANS FLAT ROAD,-35.154563,149.1547758
02/20/2018 01:52:00 AM,EASTERN GREY KANGAROO,CORANDERRK STREET,-35.28409445,149.1365416
02/20/2018 12:01:00 PM,EASTERN GREY KANGAROO,EASTERN VALLEY WAY,-35.24983099,149.0760361
02/20/2018 12:03:00 PM,EASTERN GREY KANGAROO,KIRINARI STREET,-35.2429371,149.0850289
02/20/2018 08:56:00 PM,EASTERN GREY KANGAROO,GLENLOCH INTERCHANGE,-35.27858685,149.0817987
02/20/2018 09:03:00 PM,EASTERN GREY KANGAROO,EUCUMBENE DRIVE,-35.33083122,149.0261934
02/20/2018 09:57:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.24695995,149.1909971
02/20/2018 11:11:00 PM,EASTERN GREY KANGAROO,GLENLOCH INTERCHANGE,-35.28101497,149.0867754
02/05/2018 12:56:00 AM,EASTERN GREY KANGAROO,LANG STREET,-35.25851552,149.1502711
02/05/2018 01:24:00 AM,EASTERN GREY KANGAROO,COBB CRESCENT,-35.25946357,149.149056
02/05/2018 01:28:00 AM,EASTERN GREY KANGAROO,MARSHALL STREET,-35.37134249,149.100547
02/05/2018 09:29:00 AM,WALLABY,,-35.25800388,149.1031266
02/05/2018 04:47:00 PM,EASTERN GREY KANGAROO,MOUNT AINSLIE DRIVE,-35.28404145,149.1599166
02/05/2018 09:02:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.37283105,149.1690667
02/05/2018 09:40:00 PM,EASTERN GREY KANGAROO,LANYON DRIVE,-35.3794435,149.1806677
02/05/2018 09:54:00 PM,EASTERN GREY KANGAROO,TRUSCOTT STREET,-35.2866268,149.1645197
02/05/2018 10:59:00 PM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.3874869,149.1151302
02/05/2018 11:00:00 PM,EASTERN GREY KANGAROO,WILLIAM WILKINS CRESCENT,-35.3611429,149.1087639
02/05/2018 11:49:00 PM,EASTERN GREY KANGAROO,GLENLOCH INTERCHANGE,-35.27932758,149.0845425
02/06/2018 12:25:00 AM,EASTERN GREY KANGAROO,ANTILL STREET,-35.23011488,149.1673489
02/06/2018 12:29:00 AM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.28240708,149.1851123
02/23/2018 03:05:00 AM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.23579027,149.1443546
02/23/2018 03:16:00 AM,EASTERN GREY KANGAROO,WOODCOCK DRIVE,-35.44473363,149.0799828
02/23/2018 04:10:00 AM,EASTERN GREY KANGAROO,MASTERMAN STREET,-35.24485657,149.1103844
02/23/2018 07:55:00 PM,EASTERN GREY KANGAROO,WILLIAM HOVELL DRIVE,-35.26339876,149.032528
02/23/2018 10:06:00 PM,EASTERN GREY KANGAROO,PIALLIGO AVENUE,-35.32534012,149.2226053
02/23/2018 10:18:00 PM,EASTERN GREY KANGAROO,PIALLIGO AVENUE,-35.32111155,149.2146902
02/23/2018 10:34:00 PM,EASTERN GREY KANGAROO,EBDEN STREET,-35.26858133,149.1465711
02/23/2018 10:57:00 PM,EASTERN GREY KANGAROO,DENISON STREET,-35.32687643,149.0906703
02/23/2018 11:12:00 PM,EASTERN GREY KANGAROO,HOWCHIN PLACE,-35.37021423,149.0851843
02/24/2018 03:25:00 AM,EASTERN GREY KANGAROO,LANYON DRIVE,-35.38357422,149.172341
02/24/2018 09:30:00 PM,EASTERN GREY KANGAROO,LADY DENMAN DRIVE,-35.3106819,149.078422
02/24/2018 10:15:00 PM,EASTERN GREY KANGAROO,,-35.38283274,149.0379029
02/24/2018 10:29:00 PM,EASTERN GREY KANGAROO,DUGGAN STREET,-35.44358505,149.1013447
02/25/2018 01:32:00 AM,EASTERN GREY KANGAROO,PARKES WAY,-35.28295088,149.1095373
02/25/2018 04:05:00 AM,EASTERN GREY KANGAROO,ISABELLA DRIVE,-35.42358753,149.0866969
02/06/2018 08:35:00 AM,EASTERN GREY KANGAROO,,-35.33687148,149.1036505
02/07/2018 05:53:00 AM,EASTERN GREY KANGAROO,DEAMER CRESCENT,-35.43192064,149.127745
02/07/2018 08:18:00 PM,EASTERN GREY KANGAROO,ROCHFORD STREET,-35.1884208,149.0476575
02/11/2018 02:32:00 PM,EASTERN GREY KANGAROO,HASSALL STREET,-35.26286812,149.1489266
02/26/2018 02:48:00 AM,EASTERN GREY KANGAROO,TEMPLESTOWE AVENUE,-35.46551872,149.1066309
02/27/2018 01:25:00 AM,EASTERN GREY KANGAROO,DUFFY STREET,-35.26800974,149.1476796
02/25/2018 08:20:00 PM,EASTERN GREY KANGAROO,WISDOM STREET,-35.33997077,149.0925895
03/13/2018 10:42:00 PM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.27744788,149.1861428
02/28/2018 08:15:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.2589416,149.1912365
03/01/2018 08:18:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.26396367,149.1952838
03/01/2018 08:54:00 PM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.26466808,149.0743155
03/01/2018 10:44:00 PM,EASTERN GREY KANGAROO,ROSENTHAL STREET,-35.28384252,149.159395
03/01/2018 10:52:00 PM,EASTERN GREY KANGAROO,COBBY STREET,-35.28298439,149.1593211
03/01/2018 11:02:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38187932,149.0791641
03/01/2018 11:04:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38025393,149.0774369
03/01/2018 11:35:00 PM,EASTERN GREY KANGAROO,TEMPLESTOWE AVENUE,-35.46202508,149.10473
03/01/2018 11:44:00 PM,EASTERN GREY KANGAROO,DEAMER CRESCENT,-35.43165634,149.128209
02/27/2018 10:36:00 PM,EASTERN GREY KANGAROO,GULLETT STREET,-35.2829996,149.1473623
02/28/2018 12:20:00 AM,EASTERN GREY KANGAROO,WELL STATION DRIVE,-35.207579,149.1620256
02/28/2018 12:22:00 AM,EASTERN GREY KANGAROO,PIALLIGO AVENUE,-35.32514512,149.2225292
02/28/2018 12:31:00 AM,EASTERN GREY KANGAROO,SUTTON ROAD,-35.33075882,149.237906
02/28/2018 03:50:00 AM,EASTERN GREY KANGAROO,LONG GULLY ROAD,-35.3885042,149.1308607
02/28/2018 03:51:00 AM,EASTERN GREY KANGAROO,WOODCOCK DRIVE,-35.45624203,149.0885673
03/08/2018 10:52:00 PM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.24071787,149.1925153
03/09/2018 04:13:00 AM,EASTERN GREY KANGAROO,ANZAC PARADE,-35.28513475,149.1454514
03/09/2018 10:03:00 AM,EASTERN GREY KANGAROO,BARRY DRIVE,-35.26064392,149.1077447
03/09/2018 10:09:00 AM,EASTERN GREY KANGAROO,FAIRFAX STREET,-35.26036955,149.1003726
03/09/2018 06:08:00 PM,EASTERN GREY KANGAROO,CANBERRA AVENUE,-35.33637387,149.1733218
03/09/2018 06:29:00 PM,EASTERN GREY KANGAROO,PETERSILKA STREET,-35.18140185,149.1455685
03/10/2018 09:05:00 PM,EASTERN GREY KANGAROO,NUDURR DRIVE,-35.19794877,149.130899
03/10/2018 09:20:00 PM,OTHER,BARTON HIGHWAY,-35.1772286,149.0660552
03/10/2018 10:25:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.33738755,149.1627789
03/10/2018 11:22:00 PM,EASTERN GREY KANGAROO,SUTTON ROAD,-35.27827002,149.2591731
03/10/2018 11:55:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.2129608,149.1835585
03/10/2018 10:16:00 AM,EASTERN GREY KANGAROO,COLLEGE STREET,-35.24235087,149.0874258
03/10/2018 09:00:00 PM,EASTERN GREY KANGAROO,MUGGA WAY,-35.3325108,149.1230703
03/10/2018 09:03:00 PM,EASTERN GREY KANGAROO,MUGGA WAY,-35.32115088,149.1165761
03/11/2018 12:04:00 PM,EASTERN GREY KANGAROO,WAKELIN CIRCUIT,-35.34762957,149.0650505
03/12/2018 01:14:00 AM,EASTERN GREY KANGAROO,CRESWELL STREET,-35.28250399,149.151598
03/13/2018 09:15:00 PM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27717977,149.0780737
03/13/2018 09:16:00 PM,EASTERN GREY KANGAROO,BEALE CRESCENT,-35.32624389,149.0919193
02/17/2018 11:41:00 PM,EASTERN GREY KANGAROO,ROSANNA STREET,-35.1822085,149.1507035
02/18/2018 07:54:00 PM,EASTERN GREY KANGAROO,COBBY STREET,-35.28111261,149.1562603
02/18/2018 08:16:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.29073662,149.1911825
02/18/2018 08:56:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.39336935,149.1037138
02/18/2018 10:18:00 PM,EASTERN GREY KANGAROO,,-35.24993735,149.1508198
02/19/2018 12:07:00 AM,EASTERN GREY KANGAROO,HINDMARSH DRIVE,-35.3472387,149.1198207
02/19/2018 01:25:00 AM,EASTERN GREY KANGAROO,URIARRA ROAD,-35.29881782,149.0075718
02/19/2018 01:52:00 AM,EASTERN GREY KANGAROO,BARTON HIGHWAY,-35.17710887,149.0654078
02/19/2018 08:33:00 AM,EASTERN GREY KANGAROO,CAPE STREET,-35.25224368,149.1377875
02/19/2018 09:34:00 AM,EASTERN GREY KANGAROO,DAIRY ROAD,-35.31089152,149.1640419
03/02/2018 01:31:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38179579,149.0789877
03/02/2018 09:33:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.23809985,149.19727
03/03/2018 02:56:00 AM,EASTERN GREY KANGAROO,PEKEN PLACE,-35.18996503,149.0888982
03/03/2018 03:13:00 AM,EASTERN GREY KANGAROO,BURNETT STREET,-35.21229762,149.111842
03/03/2018 03:38:00 AM,EASTERN GREY KANGAROO,BOSCH PLACE,-35.34971748,149.0742089
03/03/2018 11:57:00 PM,EASTERN GREY KANGAROO,HINDMARSH DRIVE,-35.34583731,149.1157615
03/03/2018 11:58:00 PM,EASTERN GREY KANGAROO,,-35.33354794,149.1204287
03/04/2018 02:54:00 AM,EASTERN GREY KANGAROO,WESTON PARK ROAD,-35.29541457,149.093157
03/04/2018 03:13:00 AM,EASTERN GREY KANGAROO,BUCHAN CRESCENT,-35.15710497,149.1533479
02/27/2018 07:32:00 PM,EASTERN GREY KANGAROO,SUTTON ROAD,-35.2890635,149.2581221
02/27/2018 08:21:00 PM,EASTERN GREY KANGAROO,HINDMARSH DRIVE,-35.34529847,149.1149274
02/28/2018 08:43:00 PM,EASTERN GREY KANGAROO,MUSKETT PLACE,-35.4548623,149.0981543
03/01/2018 08:22:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.2071023,149.1935896
03/03/2018 08:45:00 AM,EASTERN GREY KANGAROO,,-35.33060185,149.1097444
03/06/2018 10:13:00 AM,EASTERN GREY KANGAROO,HEADING PLACE,-35.39565869,149.112816
03/06/2018 09:19:00 PM,EASTERN GREY KANGAROO,ADELAIDE AVENUE,-35.31007127,149.1150064
03/06/2018 09:26:00 PM,EASTERN GREY KANGAROO,FORSTER CRESCENT,-35.30363815,149.1218819
03/06/2018 09:48:00 PM,EASTERN GREY KANGAROO,TRELOAR CRESCENT,-35.28179788,149.1509438
03/07/2018 09:42:00 PM,EASTERN GREY KANGAROO,BAUDINETTE CIRCUIT,-35.24578889,149.0944814
03/07/2018 10:29:00 PM,EASTERN GREY KANGAROO,TEPPER CIRCUIT,-35.38089825,149.0524422
03/07/2018 11:22:00 PM,EASTERN GREY KANGAROO,DJERRKURA STREET,-35.15379853,149.1433498
03/07/2018 11:55:00 PM,,SUSTAINABILITY STREET,-35.2075625,148.9837032
03/08/2018 01:28:00 AM,EASTERN GREY KANGAROO,PETERSILKA STREET,-35.18124795,149.1459295
03/08/2018 03:27:00 AM,EASTERN GREY KANGAROO,,-35.29106062,148.9882447
02/25/2018 08:50:00 PM,EASTERN GREY KANGAROO,DAIRY ROAD,-35.32224682,149.1683631
02/26/2018 06:40:00 AM,RED NECKED WALLABY,MUGGA WAY,-35.3465683,149.1266844
02/26/2018 08:41:00 PM,EASTERN GREY KANGAROO,KENT STREET,-35.32431886,149.0977091
02/26/2018 08:42:00 PM,EASTERN GREY KANGAROO,SALMOND STREET,-35.34774753,149.0747243
02/27/2018 08:42:00 AM,EASTERN GREY KANGAROO,COPPINS CROSSING ROAD,-35.29288622,149.0362873
02/27/2018 09:05:00 AM,WALLABY,BLACK MOUNTAIN DRIVE,-35.27949385,149.1010756
02/27/2018 10:31:00 AM,EASTERN GREY KANGAROO,SAWMILL CIRCUIT,-35.39879778,149.1570471
02/27/2018 11:13:00 AM,EASTERN GREY KANGAROO,DALRYMPLE STREET,-35.34431315,149.1380542
02/27/2018 08:45:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.2055056,149.2012061
02/27/2018 09:53:00 PM,EASTERN GREY KANGAROO,PARKWOOD ROAD,-35.21666037,148.9969682
06/07/2018 07:46:00 AM,EASTERN GREY KANGAROO,TINLINE PLACE,-35.36879343,149.0913234
06/07/2018 08:46:00 AM,EASTERN GREY KANGAROO,COTTER ROAD,-35.33256808,148.9803513
06/07/2018 11:43:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.390922,149.1021267
06/07/2018 12:09:00 PM,EASTERN GREY KANGAROO,THARWA DRIVE,-35.44325538,149.0968043
06/07/2018 12:44:00 PM,EASTERN GREY KANGAROO,KENT STREET,-35.32661245,149.0954697
06/07/2018 01:04:00 PM,EASTERN GREY KANGAROO,GLENLOCH INTERCHANGE,-35.28178548,149.0875282
06/07/2018 09:31:00 PM,EASTERN GREY KANGAROO,KENT STREET,-35.32345643,149.0974483
06/09/2018 09:30:00 AM,EASTERN GREY KANGAROO,,-35.25428111,149.077206
06/09/2018 09:31:00 AM,EASTERN GREY KANGAROO,URIARRA ROAD,-35.30501577,149.0129651
06/09/2018 09:32:00 AM,EASTERN GREY KANGAROO,WILLIAM HOVELL DRIVE,-35.27724023,149.0739225
06/09/2018 01:24:00 PM,EASTERN GREY KANGAROO,,-35.21739072,149.1856271
06/12/2018 08:05:00 AM,EASTERN GREY KANGAROO,BUGDEN AVENUE,-35.41434657,149.1152056
06/12/2018 09:16:00 PM,EASTERN GREY KANGAROO,LAKE PLACE,-35.45659143,149.0956296
06/13/2018 08:10:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.3953603,149.1426611
05/21/2018 09:02:00 PM,EASTERN GREY KANGAROO,MUGGA LANE,-35.35919965,149.1319176
05/22/2018 06:58:00 AM,EASTERN GREY KANGAROO,HOLBOROW AVENUE,-35.29912148,149.0344336
05/22/2018 02:56:00 AM,EASTERN GREY KANGAROO,LIVINGSTON AVENUE,-35.38350157,149.0849244
04/10/2018 09:05:00 PM,EASTERN GREY KANGAROO,CLARRIE HERMES DRIVE,-35.17950448,149.0783373
04/12/2018 09:56:00 AM,EASTERN GREY KANGAROO,GROOM STREET,-35.32688185,149.0894101
04/12/2018 12:59:00 PM,EASTERN GREY KANGAROO,MOUNT STROMLO ROAD,-35.32790155,149.0166052
04/12/2018 09:13:00 PM,EASTERN GREY KANGAROO,TRELOAR CRESCENT,-35.27904748,149.1472779
04/14/2018 12:16:00 PM,EASTERN GREY KANGAROO,DUGGAN STREET,-35.44383267,149.1006768
04/16/2018 08:42:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.37938637,149.1345151
04/16/2018 09:24:00 AM,EASTERN GREY KANGAROO,MUGGA WAY,-35.32106463,149.1168282
04/16/2018 09:59:00 AM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27572113,149.0758611
05/12/2018 01:19:00 AM,EASTERN GREY KANGAROO,WINCHESTER STREET,-35.17098949,149.0899204
05/12/2018 01:32:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.36336725,149.1666836
05/12/2018 01:32:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.36500275,149.1668874
05/12/2018 01:42:00 AM,EASTERN GREY KANGAROO,TIMBARRA CRESCENT,-35.34678016,149.1126464
05/12/2018 01:43:00 AM,EASTERN GREY KANGAROO,JINDALEE CRESCENT,-35.35168018,149.1039051
05/12/2018 02:03:00 AM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.38218836,149.0950583
05/12/2018 03:12:00 AM,EASTERN GREY KANGAROO,DJERRKURA STREET,-35.15377458,149.1436458
06/09/2018 12:59:00 AM,EASTERN GREY KANGAROO,MORSHEAD DRIVE,-35.3034439,149.1673252
05/20/2018 06:26:00 AM,OTHER,MONARO HIGHWAY,-35.42511403,149.1402721
02/02/2018 02:25:00 AM,RED NECKED WALLABY,FEDERAL HIGHWAY,-35.20613973,149.1982455
02/02/2018 02:36:00 AM,EASTERN GREY KANGAROO,HORSE PARK DRIVE,-35.20273118,149.1682221
02/02/2018 05:12:00 AM,EASTERN GREY KANGAROO,MOUNT MAJURA ROAD,-35.22270977,149.1961827
02/02/2018 05:21:00 AM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.29642315,149.1792746
02/02/2018 05:55:00 AM,EASTERN GREY KANGAROO,LANYON DRIVE,-35.37780233,149.1841822
02/02/2018 06:33:00 AM,EASTERN GREY KANGAROO,BARTON HIGHWAY,-35.20692918,149.1033916
02/02/2018 08:51:00 PM,EASTERN GREY KANGAROO,GUNGAHLIN DRIVE,-35.22091575,149.1297549
02/02/2018 09:15:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.21132187,149.1893682
02/02/2018 10:09:00 PM,WALLABY,BARTON HIGHWAY,-35.17999318,149.0719876
02/02/2018 10:33:00 PM,EASTERN GREY KANGAROO,ARAWANG LANE,-35.19177653,149.1257708
02/03/2018 02:28:00 AM,EASTERN GREY KANGAROO,ZANCI STREET,-35.20710402,149.1036703
02/03/2018 02:48:00 AM,EASTERN GREY KANGAROO,BARTON HIGHWAY,-35.21824555,149.1180948
02/03/2018 03:46:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.39254972,149.1030139
02/03/2018 04:00:00 AM,EASTERN GREY KANGAROO,HINDMARSH DRIVE,-35.34795006,149.1206141
02/03/2018 10:45:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.43182275,149.1293135
02/03/2018 10:55:00 PM,EASTERN GREY KANGAROO,MUGGA LANE,-35.39669858,149.1475008
06/08/2018 05:08:00 PM,EASTERN GREY KANGAROO,CORANDERRK STREET,-35.27752379,149.1446377
04/29/2018 02:39:00 AM,EASTERN GREY KANGAROO,COBB CRESCENT,-35.25930998,149.1489315
04/29/2018 04:02:00 AM,EASTERN GREY KANGAROO,DUGGAN STREET,-35.44359261,149.1004951
04/29/2018 07:03:00 AM,EASTERN GREY KANGAROO,,-35.21050582,149.1928151
04/29/2018 11:47:00 AM,EASTERN GREY KANGAROO,ASHLEY DRIVE,-35.43172304,149.1063525
04/29/2018 10:06:00 PM,EASTERN GREY KANGAROO,THARWA DRIVE,-35.44335228,149.0983152
04/29/2018 10:14:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.21290155,149.1876157
04/29/2018 10:30:00 PM,EASTERN GREY KANGAROO,HANDASYDE STREET,-35.45883339,149.0980532
04/29/2018 11:32:00 PM,EASTERN GREY KANGAROO,CANBERRA AVENUE,-35.33303382,149.1645013
07/31/2018 10:30:00 PM,EASTERN GREY KANGAROO,FIDGE STREET,-35.44477628,149.1057695
07/31/2018 10:57:00 PM,EASTERN GREY KANGAROO,THARWA DRIVE,-35.4936595,149.0872664
07/31/2018 11:33:00 PM,EASTERN GREY KANGAROO,STERNBERG CRESCENT,-35.40100455,149.0953451
08/01/2018 12:00:00 AM,EASTERN GREY KANGAROO,KENT STREET,-35.32409077,149.0970204
08/01/2018 12:00:00 AM,EASTERN GREY KANGAROO,KENT STREET,-35.32394541,149.0969763
08/01/2018 01:22:00 AM,EASTERN GREY KANGAROO,,-35.21177487,148.9913341
08/01/2018 02:14:00 AM,EASTERN GREY KANGAROO,O'HARA CLOSE,-35.4709295,149.0912244
08/01/2018 02:14:00 AM,EASTERN GREY KANGAROO,HIGGINS CRESCENT,-35.2694632,149.141578
06/24/2018 11:27:00 PM,EASTERN GREY KANGAROO,BEAGLE STREET,-35.34266758,149.1265966
05/22/2018 03:36:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.39405411,149.1580511
05/22/2018 03:36:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.38963486,149.1636829
05/22/2018 03:46:00 AM,EASTERN GREY KANGAROO,,-35.35967233,149.1676349
05/22/2018 05:02:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38507368,149.0953486
05/22/2018 05:03:00 AM,EASTERN GREY KANGAROO,SAINSBURY STREET,-35.38592079,149.0974373
05/14/2018 12:21:00 PM,EASTERN GREY KANGAROO,PETERSILKA STREET,-35.18141428,149.1465729
05/14/2018 01:15:00 PM,EASTERN GREY KANGAROO,ABENA AVENUE,-35.19913983,149.1002823
05/14/2018 07:35:00 PM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.39528168,149.1049844
05/14/2018 09:59:00 PM,EASTERN GREY KANGAROO,HEIDELBERG STREET,-35.45909867,149.0951665
06/29/2018 11:34:00 PM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.26029843,149.0982007
06/29/2018 11:48:00 PM,WALLAROO,FIDGE STREET,-35.4467978,149.104752
06/29/2018 11:48:00 PM,EASTERN GREY KANGAROO,MCCLELLAND AVENUE,-35.18554073,149.0848289
06/30/2018 12:18:00 AM,EASTERN GREY KANGAROO,,-35.32373296,149.095886
06/30/2018 02:13:00 AM,EASTERN GREY KANGAROO,DENISON STREET,-35.32699317,149.0904055
06/30/2018 02:20:00 AM,EASTERN GREY KANGAROO,YAMBA DRIVE,-35.36640282,149.1077917
06/30/2018 02:40:00 AM,EASTERN GREY KANGAROO,NOARLUNGA CRESCENT,-35.43498782,149.0869786
04/13/2018 03:35:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.34914033,149.1634251
05/20/2018 09:51:00 AM,EASTERN GREY KANGAROO,CONSTITUTION AVENUE,-35.28949342,149.1412034
05/20/2018 02:19:00 PM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.39263932,149.1075956
06/08/2018 12:05:00 AM,EASTERN GREY KANGAROO,MAJURA AVENUE,-35.25157178,149.1526256
06/08/2018 12:06:00 AM,EASTERN GREY KANGAROO,CONNELL PLACE,-35.46130357,149.1029279
06/08/2018 12:07:00 AM,EASTERN GREY KANGAROO,ARMBRUSTER STREET,-35.44198295,149.0863441
06/08/2018 12:38:00 AM,EASTERN GREY KANGAROO,BARRY DRIVE,-35.26041583,149.1057148
06/08/2018 12:47:00 AM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.25109272,149.0786766
06/08/2018 01:26:00 AM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.26350843,149.0740134
06/08/2018 02:22:00 AM,EASTERN GREY KANGAROO,TRELOAR CRESCENT,-35.27895086,149.1461583
06/08/2018 02:23:00 AM,EASTERN GREY KANGAROO,COX STREET,-35.26322061,149.1416915
07/01/2018 02:24:00 AM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.3781629,149.0935164
