CREATED_DATE,SPECIES,ROAD_NAME,LATITUDE,LONGITUDE
12/01/2017 04:53:00 AM,BRUSHTAIL POSSUM,SHERBROOKE STREET,-35.25734274,149.1434741
12/04/2017 10:30:00 PM,WOMBAT,LANYON DRIVE,-35.3795725,149.1807221
12/03/2017 07:03:00 PM,WOMBAT,PIALLIGO AVENUE,-35.32571448,149.2236823
12/09/2017 08:49:00 PM,OTHER,FEDERAL HIGHWAY,-35.20751507,149.1940079
12/10/2017 10:42:00 PM,BRUSHTAIL POSSUM,TYSON STREET,-35.25884882,149.1423921
12/14/2017 04:03:00 AM,BRUSHTAIL POSSUM,HENTY STREET,-35.26926227,149.1349645
12/18/2017 01:18:00 AM,BRUSHTAIL POSSUM,JINKA STREET,-35.24252195,149.0396585
12/24/2017 11:37:00 PM,RINGTAIL POSSUM,LINNAEUS WAY,-35.27670974,149.1167392
12/25/2017 12:04:00 AM,OTHER,GUNGAHLIN DRIVE,-35.23074842,149.1183905
12/25/2017 12:46:00 AM,OTHER,GROVE PLACE,-35.19882061,149.0115726
12/26/2017 08:31:00 AM,BRUSHTAIL POSSUM,MEAGHER PLACE,-35.20902889,149.0620523
12/28/2017 12:42:00 AM,BRUSHTAIL POSSUM,AYERS STREET,-35.3250886,149.0772291
01/02/2018 02:44:00 AM,BRUSHTAIL POSSUM,MILDURA STREET,-35.32120813,149.1531858
12/11/2017 01:35:00 PM,WOMBAT,TIDBINBILLA ROAD,-35.45156942,148.9967404
01/01/2018 06:44:00 PM,WOMBAT,TUGGERANONG PARKWAY,-35.30564863,149.062437
07/23/2017 12:28:00 AM,OTHER,TOM PRICE STREET,-35.3388804,149.184147
07/23/2017 03:43:00 AM,WOMBAT,THARWA DRIVE,-35.4778869,149.0903242
07/24/2017 04:52:00 AM,WOMBAT,BRITTEN-JONES DRIVE,-35.23007586,149.0031531
07/24/2017 11:53:00 PM,OTHER,,-35.2784179,148.9934292
07/26/2017 03:11:00 AM,BRUSHTAIL POSSUM,STONE PLACE,-35.34062065,149.1035974
07/28/2017 12:57:00 PM,WOMBAT,POINT HUT ROAD,-35.45686398,149.0771815
07/29/2017 11:37:00 PM,OTHER,URIARRA ROAD,-35.24434857,148.9507635
07/30/2017 02:46:00 AM,OTHER,SULWOOD DRIVE,-35.37808092,149.0723393
07/30/2017 10:55:00 AM,BRUSHTAIL POSSUM,LADY DENMAN DRIVE,-35.29876092,149.0704474
08/06/2017 04:34:00 AM,WOMBAT,POINT HUT ROAD,-35.45620949,149.0776969
08/07/2017 12:46:00 AM,BRUSHTAIL POSSUM,ADELAIDE AVENUE,-35.30992283,149.1134487
08/08/2017 02:28:00 AM,OTHER,ATHLLON DRIVE,-35.38038164,149.0938924
08/11/2017 12:31:00 AM,WOMBAT,WILLIAM HOVELL DRIVE,-35.26085737,149.0301782
08/12/2017 02:36:00 AM,OTHER,TULLAROOP STREET,-35.34401977,149.0292203
08/15/2017 01:49:00 AM,BRUSHTAIL POSSUM,DAVENPORT STREET,-35.25246923,149.1397083
08/16/2017 10:51:00 PM,WOMBAT,THARWA DRIVE,-35.44267776,149.1201667
08/16/2017 10:57:00 PM,WOMBAT,MONARO HIGHWAY,-35.4147943,149.1452851
08/17/2017 12:55:00 PM,BRUSHTAIL POSSUM,GILES STREET,-35.31438451,149.1427709
08/19/2017 02:31:00 AM,OTHER,MAJURA ROAD,-35.23219242,149.1977661
08/19/2017 06:47:00 AM,WOMBAT,TIDBINBILLA RESERVE ROAD,-35.47500364,148.9189452
08/20/2017 12:05:00 AM,BRUSHTAIL POSSUM,TANTANGARA STREET,-35.33951669,149.0365799
08/23/2017 09:37:00 AM,BRUSHTAIL POSSUM,RUSE STREET,-35.25149533,149.1470395
08/23/2017 10:35:00 PM,BRUSHTAIL POSSUM,JASPER CLOSE,-35.43224253,149.0934819
08/25/2017 01:40:00 AM,WOMBAT,MARY LEE STREET,-35.42769673,149.0737789
08/25/2017 01:41:00 AM,BRUSHTAIL POSSUM,GUTHRIDGE CRESCENT,-35.39998883,149.0891393
08/28/2017 03:45:00 AM,WOMBAT,URIARRA ROAD,-35.2830132,148.9771462
08/28/2017 11:47:00 AM,WOMBAT,MARY LEE STREET,-35.42785511,149.073404
09/01/2017 01:21:00 AM,BRUSHTAIL POSSUM,GOOREEN STREET,-35.27738529,149.1409875
09/01/2017 01:37:00 PM,BRUSHTAIL POSSUM,PARKIN STREET,-35.36584218,149.0880369
09/04/2017 01:03:00 AM,WOMBAT,POINT HUT ROAD,-35.45650268,149.0775502
09/06/2017 10:58:00 AM,WOMBAT,TATCHELL STREET,-35.44035568,149.105746
09/06/2017 11:37:00 PM,BRUSHTAIL POSSUM,TURRIFF STREET,-35.4253133,149.1256999
09/11/2017 10:23:00 PM,WOMBAT,MONARO HIGHWAY,-35.45380858,149.1284578
09/12/2017 12:18:00 AM,WOMBAT,COPPINS CROSSING ROAD,-35.28746777,149.0396914
09/14/2017 11:58:00 PM,BRUSHTAIL POSSUM,MASSON STREET,-35.27005296,149.1274451
09/16/2017 03:06:00 AM,BRUSHTAIL POSSUM,MOROAK STREET,-35.25256802,149.0436912
08/18/2017 04:16:00 AM,WOMBAT,NAAS ROAD,-35.50955919,149.0693827
08/19/2017 12:35:00 AM,WOMBAT,,-35.50820818,149.0682845
06/16/2018 11:45:00 PM,OTHER,GUNGAHLIN DRIVE,-35.2270166,149.1201807
06/18/2018 03:56:00 AM,OTHER,BADDELEY CRESCENT,-35.2059358,149.0641947
06/12/2018 10:28:00 AM,OTHER,BANAGA PLACE,-35.2553561,149.079414
06/22/2018 11:12:00 AM,BRUSHTAIL POSSUM,KING EDWARD TERRACE,-35.29970956,149.1324859
06/24/2018 09:31:00 AM,OTHER,SULWOOD DRIVE,-35.37548433,149.0568963
06/28/2018 12:15:00 PM,WOMBAT,GLENLOCH INTERCHANGE,-35.28407757,149.089103
07/01/2018 12:35:00 AM,WOMBAT,UNION STREET,-35.50793043,149.0662911
07/01/2018 01:45:00 PM,BRUSHTAIL POSSUM,EBDEN STREET,-35.26908147,149.1467645
05/05/2018 04:16:00 AM,WOMBAT,DAIRY ROAD,-35.30755803,149.1672598
08/06/2018 10:43:00 AM,WOMBAT,COTTER ROAD,-35.32597938,149.0232365
08/03/2018 04:13:00 AM,WOMBAT,,-35.45646748,148.9174902
07/01/2017 03:46:00 AM,EASTERN GREY KANGAROO,WESTON PARK ROAD,-35.29407888,149.0929503
07/01/2017 09:44:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.34555626,149.1385417
07/01/2017 02:31:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.4869152,149.1491767
07/01/2017 09:22:00 PM,EASTERN GREY KANGAROO,YARRA GLEN,-35.31925152,149.0889643
07/02/2017 12:14:00 AM,EASTERN GREY KANGAROO,ARMBRUSTER STREET,-35.44096758,149.08661
07/02/2017 12:59:00 AM,EASTERN GREY KANGAROO,PARKHILL STREET,-35.36970812,149.0821494
07/02/2017 01:57:00 AM,EASTERN GREY KANGAROO,RODDA PLACE,-35.44508465,149.1137174
07/02/2017 04:40:00 AM,EASTERN GREY KANGAROO,,-35.33291857,149.109781
07/02/2017 05:23:00 AM,EASTERN GREY KANGAROO,,-35.3052349,149.0026983
07/02/2017 10:29:00 AM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38482417,149.0946911
07/02/2017 09:23:00 PM,EASTERN GREY KANGAROO,GUNDAROO DRIVE,-35.20036279,149.0994182
07/02/2017 10:00:00 PM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.22713915,149.1968549
07/02/2017 10:34:00 PM,EASTERN GREY KANGAROO,YAMBA DRIVE,-35.36618434,149.1072966
07/02/2017 11:03:00 PM,EASTERN GREY KANGAROO,SOWARD WAY,-35.42114053,149.0634282
07/02/2017 11:16:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38557217,149.0961547
07/02/2017 11:33:00 PM,WALLABY,MUGGA LANE,-35.35415863,149.133071
07/03/2017 02:06:00 AM,EASTERN GREY KANGAROO,SOUTHERN CROSS DRIVE,-35.21747491,149.005692
07/03/2017 02:28:00 AM,EASTERN GREY KANGAROO,PANTOWORA STREET,-35.23507,149.082165
07/09/2017 12:40:00 AM,EASTERN GREY KANGAROO,,-35.39059202,149.1040447
07/09/2017 09:59:00 AM,EASTERN GREY KANGAROO,MUGGA LANE,-35.38628475,149.1362661
07/09/2017 10:09:00 AM,EASTERN GREY KANGAROO,DUNOON STREET,-35.35458818,149.1005688
07/09/2017 10:38:00 AM,EASTERN GREY KANGAROO,DERRICK STREET,-35.28353475,149.1578683
07/09/2017 09:52:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.27418381,149.1951613
07/09/2017 10:41:00 PM,EASTERN GREY KANGAROO,,-35.16309335,149.1212879
07/10/2017 01:31:00 AM,EASTERN GREY KANGAROO,STERNBERG CRESCENT,-35.40203595,149.101308
07/06/2017 09:07:00 PM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.42516453,149.0733312
07/06/2017 10:24:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.3729907,149.06606
07/07/2017 01:27:00 AM,EASTERN GREY KANGAROO,,-35.35357348,149.1760997
07/07/2017 03:26:00 AM,EASTERN GREY KANGAROO,EBSWORTH CLOSE,-35.40484977,149.1345761
07/07/2017 10:14:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.2085165,149.1919201
07/08/2017 03:16:00 AM,EASTERN GREY KANGAROO,,-35.26208153,149.0948074
07/08/2017 08:10:00 AM,EASTERN GREY KANGAROO,FLYNN DRIVE,-35.29507266,149.1242695
07/08/2017 09:34:00 AM,EASTERN GREY KANGAROO,MULLIGANS FLAT ROAD,-35.15627009,149.1502659
07/08/2017 10:22:00 AM,EASTERN GREY KANGAROO,THARWA DRIVE,-35.44489699,149.0927389
07/08/2017 08:43:00 PM,EASTERN GREY KANGAROO,FAIRBAIRN AVENUE,-35.29917433,149.1770323
07/08/2017 10:11:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.22055344,149.177787
07/08/2017 11:15:00 PM,EASTERN GREY KANGAROO,FLEMINGTON ROAD,-35.18981272,149.1512634
07/08/2017 11:42:00 PM,EASTERN GREY KANGAROO,ANTILL STREET,-35.22987669,149.1667678
07/08/2017 11:47:00 PM,EASTERN GREY KANGAROO,NEGUS CRESCENT,-35.23456498,149.166378
07/09/2017 12:14:00 AM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.25987778,149.0961003
07/09/2017 12:39:00 AM,EASTERN GREY KANGAROO,,-35.38855108,149.1024838
01/09/2018 03:08:00 AM,OTHER,JUWIN STREET,-35.2629966,149.0816761
01/06/2018 11:54:00 AM,OTHER,,-35.16412866,149.0595015
01/06/2018 07:51:00 PM,BRUSHTAIL POSSUM,YAMBINA CRESCENT,-35.35608244,149.0595014
01/09/2018 12:20:00 PM,BRUSHTAIL POSSUM,YAMBINA CRESCENT,-35.35608542,149.059522
01/21/2018 02:54:00 AM,BRUSHTAIL POSSUM,TODD STREET,-35.26071335,149.117638
01/21/2018 08:42:00 AM,RINGTAIL POSSUM,,-35.27141626,149.097372
01/24/2018 12:20:00 AM,WOMBAT,HANDASYDE STREET,-35.45917892,149.0981926
01/14/2018 12:13:00 PM,BRUSHTAIL POSSUM,GARANYA STREET,-35.34990192,149.0599194
01/17/2018 03:12:00 PM,OTHER,GUNGAHLIN DRIVE,-35.25202803,149.1015141
01/18/2018 08:03:00 PM,OTHER,CANBERRA AVENUE,-35.30955872,149.1270032
01/25/2018 04:38:00 AM,BRUSHTAIL POSSUM,OWEN DIXON DRIVE,-35.20745492,149.0809581
01/25/2018 04:39:00 AM,BRUSHTAIL POSSUM,GEORGINA CRESCENT,-35.22096253,149.1038749
01/25/2018 11:28:00 PM,WOMBAT,TIDBINBILLA RESERVE ROAD,-35.46229606,148.9116515
02/04/2018 07:04:00 PM,OTHER,TUGGERANONG PARKWAY,-35.30442592,149.0632199
02/05/2018 04:49:00 PM,BRUSHTAIL POSSUM,ATHLLON DRIVE,-35.36992893,149.0918284
02/08/2018 02:20:00 AM,BRUSHTAIL POSSUM,AINSLIE AVENUE,-35.27879735,149.136769
07/06/2017 09:29:00 AM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.40987147,149.0623268
07/06/2017 09:47:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.3964719,149.1545763
07/06/2017 10:30:00 AM,EASTERN GREY KANGAROO,DUFFY STREET,-35.26226008,149.1495776
11/09/2017 02:26:00 AM,BRUSHTAIL POSSUM,WISDOM STREET,-35.33311522,149.0950356
11/12/2017 10:14:00 AM,WOMBAT,POINT HUT ROAD,-35.44918118,149.0693202
11/12/2017 01:11:00 PM,BRUSHTAIL POSSUM,KATHERINE AVENUE,-35.17025152,149.1348267
11/15/2017 10:48:00 PM,WOMBAT,EUCUMBENE DRIVE,-35.32619672,149.0266414
11/16/2017 10:56:00 PM,WOMBAT,WILLIAM HOVELL DRIVE,-35.27621528,149.0710023
11/17/2017 06:23:00 AM,WOMBAT,,-35.34594597,149.0265866
11/18/2017 10:32:00 PM,BRUSHTAIL POSSUM,TILLYARD DRIVE,-35.20469863,149.0400801
04/24/2018 10:45:00 PM,OTHER,DE BURGH STREET,-35.25506807,149.1309219
04/27/2018 03:26:00 AM,OTHER,EBDEN STREET,-35.25919365,149.1470475
04/28/2018 11:59:00 PM,WOMBAT,TUGGERANONG PARKWAY,-35.32348342,149.0640193
04/29/2018 09:40:00 AM,WOMBAT,TIDBINBILLA ROAD,-35.46143642,149.0244746
05/04/2018 05:26:00 AM,OTHER,ELLINOR WALKER STREET,-35.20564415,149.1445569
05/06/2018 04:02:00 AM,,MAJURA PARKWAY,-35.22521612,149.1963987
05/06/2018 04:28:00 AM,OTHER,MAJURA PARKWAY,-35.28591051,149.1846248
05/06/2018 10:03:00 AM,WOMBAT,,-35.43120407,149.07118
05/12/2018 10:54:00 PM,OTHER,MAJURA PARKWAY,-35.29577687,149.1793409
05/13/2018 02:09:00 AM,OTHER,GUNGAHLIN DRIVE,-35.25193805,149.1024969
05/09/2018 11:01:00 AM,WOMBAT,FLOREY DRIVE,-35.20803805,149.0269295
05/15/2018 04:39:00 AM,WOMBAT,ARMBRUSTER STREET,-35.44095542,149.0873527
05/16/2018 12:54:00 AM,WOMBAT,KINGSFORD SMITH DRIVE,-35.23838113,149.0298565
05/26/2018 01:01:00 AM,WOMBAT,URIARRA ROAD,-35.25778385,148.9357979
05/26/2018 05:57:00 AM,OTHER,PHILLIP AVENUE,-35.23699933,149.1443283
05/26/2018 11:53:00 PM,WOMBAT,,-35.58634324,149.1183623
05/27/2018 07:08:00 AM,BRUSHTAIL POSSUM,AMBALINDUM STREET,-35.25309005,149.0364233
05/27/2018 01:18:00 PM,OTHER,ALUMINA STREET,-35.34022927,149.211319
05/27/2018 10:51:00 PM,WOMBAT,MONARO HIGHWAY,-35.50973316,149.1500573
05/30/2018 03:19:00 PM,WOMBAT,POINT HUT ROAD,-35.45019424,149.0539123
06/01/2018 03:00:00 PM,OTHER,WELL STATION DRIVE,-35.20047943,149.1658989
05/31/2018 10:15:00 PM,WOMBAT,BENSTEAD PLACE,-35.45206537,149.0855782
06/03/2018 10:30:00 AM,WOMBAT,MONARO HIGHWAY,-35.40216215,149.1479688
06/05/2018 04:21:00 AM,OTHER,WADE STREET,-35.23684615,149.1518287
06/07/2018 11:18:00 PM,OTHER,DUNPHY STREET,-35.32427992,149.040451
06/08/2018 08:57:00 AM,BRUSHTAIL POSSUM,DELORAINE STREET,-35.33870636,149.0798022
02/14/2018 11:23:00 PM,BRUSHTAIL POSSUM,EGGLESTON CRESCENT,-35.35054701,149.0761585
02/15/2018 12:29:00 AM,BRUSHTAIL POSSUM,,-35.35328304,149.0363893
02/16/2018 02:53:00 AM,BRUSHTAIL POSSUM,KALLARA CLOSE,-35.33950295,149.0367232
07/10/2017 03:30:00 AM,EASTERN GREY KANGAROO,ERIC WRIGHT STREET,-35.16999317,149.1504697
07/10/2017 04:10:00 AM,WALLAROO,,-35.31506166,149.0648626
07/10/2017 09:29:00 AM,EASTERN GREY KANGAROO,GOWRIE DRIVE,-35.32078579,149.1129635
07/10/2017 09:53:00 PM,EASTERN GREY KANGAROO,MAJURA ROAD,-35.27296578,149.1952854
07/10/2017 10:08:00 PM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.21622075,149.1931023
07/10/2017 10:21:00 PM,EASTERN GREY KANGAROO,COTTER ROAD,-35.31358194,149.0926868
07/10/2017 10:52:00 PM,WALLAROO,MONARO HIGHWAY,-35.36461123,149.1675293
07/10/2017 10:54:00 PM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.24388943,149.0565369
07/10/2017 11:08:00 PM,EASTERN GREY KANGAROO,MUGGA LANE,-35.35691085,149.1317126
07/10/2017 11:29:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.43674158,149.1258402
07/10/2017 11:42:00 PM,EASTERN GREY KANGAROO,SOUTHWOOD RETREAT,-35.4335928,149.0876438
07/11/2017 01:29:00 AM,EASTERN GREY KANGAROO,COPPINS CROSSING ROAD,-35.27617167,149.0453475
07/03/2017 04:39:00 AM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.41455202,149.0614102
07/03/2017 04:41:00 AM,EASTERN GREY KANGAROO,KENT STREET,-35.32378887,149.0974155
07/03/2017 08:49:00 AM,EASTERN GREY KANGAROO,TUGGERANONG PARKWAY,-35.32658428,149.063956
07/03/2017 10:32:00 PM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.39123292,149.1084748
07/04/2017 12:43:00 AM,EASTERN GREY KANGAROO,NARRABUNDAH LANE,-35.35321712,149.146032
07/04/2017 04:27:00 AM,EASTERN GREY KANGAROO,DENISON STREET,-35.3236576,149.0932033
07/04/2017 07:50:00 AM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.25946691,149.0928776
07/04/2017 08:48:00 AM,EASTERN GREY KANGAROO,PIALLIGO AVENUE,-35.30268373,149.1796857
07/04/2017 09:04:00 AM,EASTERN GREY KANGAROO,MORSHEAD DRIVE,-35.30210447,149.1503372
07/04/2017 09:33:00 AM,EASTERN GREY KANGAROO,JOHN GORTON DRIVE,-35.30354258,149.0328931
07/04/2017 09:58:00 AM,EASTERN GREY KANGAROO,EASTERN VALLEY WAY,-35.25060632,149.0760824
07/04/2017 09:30:00 PM,EASTERN GREY KANGAROO,TOM ROBERTS AVENUE,-35.46132038,149.1013694
07/04/2017 10:59:00 PM,EASTERN GREY KANGAROO,PURNELL PLACE,-35.44379875,149.1019369
07/04/2017 11:10:00 PM,EASTERN GREY KANGAROO,DEAMER CRESCENT,-35.43288407,149.1267395
07/04/2017 11:10:00 PM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.43346469,149.1264995
07/05/2017 01:34:00 AM,EASTERN GREY KANGAROO,KENT STREET,-35.32847067,149.0948873
07/05/2017 08:20:00 AM,EASTERN GREY KANGAROO,MOUNT STROMLO ROAD,-35.3271822,149.0164934
07/05/2017 10:40:00 AM,EASTERN GREY KANGAROO,BELCONNEN WAY,-35.25182821,149.0824164
07/05/2017 10:40:00 AM,EASTERN GREY KANGAROO,WELL STATION DRIVE,-35.20561823,149.132338
07/24/2017 09:30:00 PM,EASTERN GREY KANGAROO,MAJURA PARKWAY,-35.22771521,149.1960119
07/24/2017 09:40:00 PM,EASTERN GREY KANGAROO,FEDERAL HIGHWAY,-35.22224159,149.1735401
07/24/2017 10:06:00 PM,EASTERN GREY KANGAROO,CURRAN DRIVE,-35.18783025,149.0825579
07/24/2017 11:03:00 PM,EASTERN GREY KANGAROO,MCBRIDE PLACE,-35.44345935,149.1062133
07/25/2017 07:47:00 AM,EASTERN GREY KANGAROO,WAGGA STREET,-35.38309986,149.1125712
07/25/2017 01:12:00 PM,EASTERN GREY KANGAROO,MULLIGANS FLAT ROAD,-35.15700128,149.1509411
07/25/2017 08:30:00 PM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27535915,149.0758385
07/25/2017 11:44:00 PM,EASTERN GREY KANGAROO,HECTOR MCINTOSH GROVE,-35.21645142,149.193358
07/26/2017 12:19:00 AM,WALLAROO,SULWOOD DRIVE,-35.37484269,149.0683418
07/26/2017 07:43:00 AM,EASTERN GREY KANGAROO,RED HILL DRIVE,-35.32422928,149.1093543
07/26/2017 09:48:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.54379792,149.1339242
07/26/2017 12:11:00 PM,EASTERN GREY KANGAROO,BRENNAN STREET,-35.25401026,149.1663318
07/26/2017 02:28:00 PM,EASTERN GREY KANGAROO,WALLANGARA STREET,-35.34560379,149.1114395
07/16/2017 06:57:00 AM,EASTERN GREY KANGAROO,FALKINER PLACE,-35.41061763,149.1323143
07/16/2017 07:10:00 AM,EASTERN GREY KANGAROO,CALLISTER CRESCENT,-35.45596435,149.1157472
07/16/2017 09:13:00 AM,EASTERN GREY KANGAROO,GLENLOCH INTERCHANGE,-35.27884144,149.0822
07/16/2017 04:17:00 PM,EASTERN GREY KANGAROO,STIEGLITZ CIRCUIT,-35.40032605,149.0659849
07/16/2017 10:55:00 PM,EASTERN GREY KANGAROO,CANBERRA AVENUE,-35.34381953,149.2031965
07/16/2017 11:17:00 PM,EASTERN GREY KANGAROO,ERINDALE DRIVE,-35.39086537,149.1109542
07/17/2017 09:58:00 AM,EASTERN GREY KANGAROO,THARWA DRIVE,-35.44336385,149.0973888
07/18/2017 01:38:00 AM,WALLAROO,FIDGE STREET,-35.44677077,149.1056591
04/19/2018 01:35:00 AM,WOMBAT,HOGBEN STREET,-35.4096435,149.1445881
04/20/2018 06:11:00 AM,OTHER,GUNGAHLIN DRIVE,-35.25525708,149.0921862
07/13/2017 04:49:00 AM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27706067,149.0768412
07/13/2017 04:49:00 AM,EASTERN GREY KANGAROO,BINDUBI STREET,-35.27685647,149.0772332
07/13/2017 07:10:00 AM,EASTERN GREY KANGAROO,TUGGERANONG PARKWAY,-35.2911326,149.0759342
07/13/2017 08:29:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.50001814,149.1506306
07/13/2017 09:59:00 AM,EASTERN GREY KANGAROO,EUCUMBENE DRIVE,-35.33195677,149.0267509
07/13/2017 09:29:00 PM,EASTERN GREY KANGAROO,CANBERRA AVENUE,-35.34260698,149.1886884
07/13/2017 10:12:00 PM,EASTERN GREY KANGAROO,RAMSAY PLACE,-35.39770518,149.0739649
07/14/2017 12:02:00 AM,EASTERN GREY KANGAROO,EBDEN STREET,-35.26409166,149.1469666
07/14/2017 12:37:00 AM,EASTERN GREY KANGAROO,HOGBEN STREET,-35.4103427,149.1444918
07/14/2017 12:47:00 AM,EASTERN GREY KANGAROO,MONARO HIGHWAY,-35.36320083,149.1667362
07/14/2017 01:52:00 AM,EASTERN GREY KANGAROO,VALE PLACE,-35.38873882,149.1006163
07/14/2017 05:03:00 AM,EASTERN GREY KANGAROO,TEMPLESTOWE AVENUE,-35.4619322,149.1061024
07/14/2017 07:23:00 AM,EASTERN GREY KANGAROO,CURRAN DRIVE,-35.18730015,149.0827707
07/14/2017 09:59:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.3849465,149.0954899
07/14/2017 10:34:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.39118288,149.102079
07/14/2017 10:46:00 PM,EASTERN GREY KANGAROO,SULWOOD DRIVE,-35.38535988,149.0962246
07/15/2017 03:39:00 AM,EASTERN GREY KANGAROO,ATHLLON DRIVE,-35.37715583,149.0933415
07/15/2017 10:46:00 PM,EASTERN GREY KANGAROO,ADELAIDE AVENUE,-35.3142845,149.0948414
07/16/2017 04:00:00 AM,EASTERN GREY KANGAROO,,-35.31655827,149.0198375
