road,lng,lat,species,count
FEDERAL HIGHWAY,149.1758239,-35.22099305,eastern grey kangaroo,18
MOUNT MAJURA ROAD,149.1961945,-35.22340782,eastern grey kangaroo,18
ISABELLA DRIVE,149.1471738,-35.40243649,eastern grey kangaroo,18
ATHLLON DRIVE,149.0939105,-35.37988617,eastern grey kangaroo,18
DUNOON STREET,149.100901,-35.35588728,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.0718202,-35.34813754,eastern grey kangaroo,18
FEDERAL HIGHWAY,149.1860601,-35.21493185,eastern grey kangaroo,18
BINDUBI STREET,149.0766835,-35.27655675,eastern grey kangaroo,18
BINDUBI STREET,149.0754257,-35.2702568,eastern grey kangaroo,18
MAJURA PARKWAY,149.1955286,-35.2197596,eastern grey kangaroo,18
MONARO HIGHWAY,149.1687375,-35.37239732,eastern grey kangaroo,18
LA PEROUSE STREET,149.1220425,-35.33731746,eastern grey kangaroo,18
MONARO HIGHWAY,149.1684502,-35.3721505,eastern grey kangaroo,18
ANTILL STREET,149.1669407,-35.23089412,eastern grey kangaroo,18
HINDMARSH DRIVE,149.1220885,-35.34761356,eastern grey kangaroo,18
ANTILL STREET,149.1661495,-35.23655356,eastern grey kangaroo,18
ANTILL STREET,149.1663075,-35.23036286,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.0613499,-35.32080078,eastern grey kangaroo,18
LA PEROUSE STREET,149.122189,-35.3374136,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.061525,-35.32076965,wombat,18
HINDMARSH DRIVE,149.1255485,-35.3478408,eastern grey kangaroo,18
ANTILL STREET,149.1662968,-35.23633679,eastern grey kangaroo,18
ERINDALE DRIVE,149.1074537,-35.39290012,eastern grey kangaroo,18
SULWOOD DRIVE,149.0774902,-35.38025415,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.0612006,-35.32083455,eastern grey kangaroo,18
ATHLLON DRIVE,149.0614902,-35.4119607,eastern grey kangaroo,18
MONARO HIGHWAY,149.1538111,-35.39694317,eastern grey kangaroo,18
LA PEROUSE STREET,149.1215888,-35.33717638,eastern grey kangaroo,18
SULWOOD DRIVE,149.0918681,-35.38383423,eastern grey kangaroo,18
ANTILL STREET,149.1661358,-35.23469029,eastern grey kangaroo,18
O'CONNOR CIRCUIT,149.1107757,-35.44543155,eastern grey kangaroo,18
MAJURA PARKWAY,149.1961216,-35.21973428,eastern grey kangaroo,18
ANTILL STREET,149.1663578,-35.237983,eastern grey kangaroo,18
ANTILL STREET,149.1663961,-35.23666131,eastern grey kangaroo,18
ANTILL STREET,149.1658535,-35.23973576,eastern grey kangaroo,18
CRESWELL STREET,149.1518972,-35.28300056,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.0719876,-35.3481618,eastern grey kangaroo,18
ATHLLON DRIVE,149.092554,-35.38413704,eastern grey kangaroo,18
LYNCH STREET,149.1019653,-35.33770638,eastern grey kangaroo,18
ATHLLON DRIVE,149.0938304,-35.38044547,eastern grey kangaroo,18
CRESWELL STREET,149.1523525,-35.28291218,eastern grey kangaroo,18
ANTILL STREET,149.1655913,-35.23976347,eastern grey kangaroo,18
BINDUBI STREET,149.0749053,-35.26884907,eastern grey kangaroo,18
SULWOOD DRIVE,149.0811958,-35.38379366,eastern grey kangaroo,18
BINDUBI STREET,149.0753764,-35.27026512,eastern grey kangaroo,18
MAJURA ROAD,149.1963131,-35.23037786,eastern grey kangaroo,18
SULWOOD DRIVE,149.0877202,-35.38301451,eastern grey kangaroo,18
ERINDALE DRIVE,149.1047977,-35.39340667,eastern grey kangaroo,18
ANTILL STREET,149.166376,-35.23628059,eastern grey kangaroo,18
FAIRBAIRN AVENUE,149.1689819,-35.2897116,eastern grey kangaroo,18
HORSE PARK DRIVE,149.144828,-35.18111908,eastern grey kangaroo,18
PREDDEY WAY,149.0790106,-35.44666221,wombat,18
MONARO HIGHWAY,149.1497795,-35.39998129,eastern grey kangaroo,18
MONARO HIGHWAY,149.1543848,-35.39644817,eastern grey kangaroo,18
MONARO HIGHWAY,149.1543848,-35.39644817,eastern grey kangaroo,18
,149.0923532,-35.38396567,eastern grey kangaroo,18
ATHLLON DRIVE,149.0930061,-35.37653946,eastern grey kangaroo,18
ELLENBOROUGH STREET,149.12255,-35.23179515,eastern grey kangaroo,18
,149.0881095,-35.3830901,eastern grey kangaroo,18
,149.0929816,-35.3834835,eastern grey kangaroo,18
MOUNT MAJURA ROAD,149.1944909,-35.23705502,eastern grey kangaroo,18
MAJURA ROAD,149.1961591,-35.23038033,eastern grey kangaroo,18
,149.0923389,-35.38399818,red necked wallaby,18
MCCLUNG STREET,149.1491661,-35.18208605,eastern grey kangaroo,18
FAIRBAIRN AVENUE,149.1694213,-35.28981712,eastern grey kangaroo,18
SULWOOD DRIVE,149.0811123,-35.38400065,eastern grey kangaroo,18
MUGGA LANE,149.1400367,-35.3936107,eastern grey kangaroo,18
MUGGA LANE,149.1400452,-35.39361222,eastern grey kangaroo,18
MAJURA ROAD,149.1963131,-35.23037786,eastern grey kangaroo,18
HINDMARSH DRIVE,149.1244926,-35.34848833,eastern grey kangaroo,18
SULWOOD DRIVE,149.0903241,-35.3834558,eastern grey kangaroo,18
CRESWELL STREET,149.1521728,-35.28289011,eastern grey kangaroo,18
ERINDALE DRIVE,149.1151452,-35.38710523,eastern grey kangaroo,18
ISABELLA DRIVE,149.1381556,-35.4075487,eastern grey kangaroo,18
SULWOOD DRIVE,149.091547,-35.38385807,eastern grey kangaroo,18
FEDERAL HIGHWAY,149.1865321,-35.2139879,eastern grey kangaroo,18
MOUNT MAJURA ROAD,149.1958315,-35.22261538,eastern grey kangaroo,18
CRESWELL STREET,149.1512262,-35.28312952,eastern grey kangaroo,18
KENT STREET,149.0953471,-35.32751482,eastern grey kangaroo,18
ATHLLON DRIVE,149.0638401,-35.40585621,eastern grey kangaroo,18
TUGGERANONG PARKWAY,149.0610134,-35.32070882,eastern grey kangaroo,18
ANTILL STREET,149.1663961,-35.23666131,eastern grey kangaroo,18
ELLENBOROUGH STREET,149.1233112,-35.23202108,eastern grey kangaroo,18
,149.1019844,-35.33737862,other,18
SULWOOD DRIVE,149.090921,-35.38364203,eastern grey kangaroo,18
MUGGA WAY,149.122441,-35.33194093,eastern grey kangaroo,18
SULWOOD DRIVE,149.0647633,-35.37297244,eastern grey kangaroo,18
HINDMARSH DRIVE,149.1199011,-35.34643815,eastern grey kangaroo,18
MUGGA WAY,149.1166848,-35.32123043,eastern grey kangaroo,18
FEDERAL HIGHWAY,149.1868431,-35.21375192,eastern grey kangaroo,18
SULWOOD DRIVE,149.0906572,-35.38330022,eastern grey kangaroo,18
MORSHEAD DRIVE,149.1551559,-35.3018788,eastern grey kangaroo,18
HORSE PARK DRIVE,149.148892,-35.18244582,eastern grey kangaroo,18
ATHLLON DRIVE,149.0938388,-35.38002897,eastern grey kangaroo,18
ERINDALE DRIVE,149.1147661,-35.38732162,eastern grey kangaroo,18
HINDMARSH DRIVE,149.1253159,-35.34756808,eastern grey kangaroo,18
,149.201219,-35.20560625,eastern grey kangaroo,18
,149.079618,-35.44665848,eastern grey kangaroo,18
SULWOOD DRIVE,149.0725781,-35.3787403,wallaroo,18
MAJURA PARKWAY,149.1956041,-35.22009127,eastern grey kangaroo,18
FAIRBAIRN AVENUE,149.1689819,-35.2897116,eastern grey kangaroo,18
ELLENBOROUGH STREET,149.1224005,-35.23171254,eastern grey kangaroo,18
,149.1047977,-35.39340667,eastern grey kangaroo,18
HORSE PARK DRIVE,149.1496806,-35.18231868,eastern grey kangaroo,18
BINDUBI STREET,149.0749053,-35.26884907,eastern grey kangaroo,18
GLENLOCH INTERCHANGE,149.0865008,-35.28111417,eastern grey kangaroo,18
KITCHENER STREET,149.1019653,-35.33770638,eastern grey kangaroo,18
HINDMARSH DRIVE,149.0722745,-35.3477702,eastern grey kangaroo,18
HINDMARSH DRIVE,149.1059392,-35.3485322,eastern grey kangaroo,18
CASWELL DRIVE,149.0880454,-35.27383465,wallaby,18
SULWOOD DRIVE,149.1014381,-35.38968379,eastern grey kangaroo,18
TRELOAR CRESCENT,149.147598,-35.28030726,eastern grey kangaroo,18
DAVID WARREN ROAD,149.1686515,-35.37209066,eastern grey kangaroo,18
COTTER ROAD,149.0613756,-35.32052337,eastern grey kangaroo,18
MUGGA LANE,149.1385417,-35.34555626,eastern grey kangaroo,17
NEGUS CRESCENT,149.166378,-35.23456498,eastern grey kangaroo,17
ATHLLON DRIVE,149.0933415,-35.37715583,eastern grey kangaroo,17
CASWELL DRIVE,149.0872473,-35.27652805,wombat,17
ATHLLON DRIVE,149.0929102,-35.3762131,eastern grey kangaroo,17
CASWELL DRIVE,149.0880698,-35.27173331,eastern grey kangaroo,17
MAJURA PARKWAY,149.1953507,-35.21932555,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1689096,-35.289402,eastern grey kangaroo,17
ISABELLA DRIVE,149.1375947,-35.40755042,eastern grey kangaroo,17
DUNOON STREET,149.1008074,-35.35322109,eastern grey kangaroo,17
ISABELLA DRIVE,149.1233945,-35.41278653,eastern grey kangaroo,17
ERINDALE DRIVE,149.1089918,-35.39209143,eastern grey kangaroo,17
MONARO HIGHWAY,149.1487166,-35.40202092,eastern grey kangaroo,17
,149.0955676,-35.38231284,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1693086,-35.28967251,eastern grey kangaroo,17
LA PEROUSE STREET,149.1213981,-35.33711695,eastern grey kangaroo,17
GLENLOCH INTERCHANGE,149.0865688,-35.27929069,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1702463,-35.22288727,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1747184,-35.22181892,eastern grey kangaroo,17
ERINDALE DRIVE,149.1158754,-35.386091,eastern grey kangaroo,17
CASWELL DRIVE,149.0881048,-35.27289851,wallaroo,17
BINDUBI STREET,149.0751777,-35.27000015,eastern grey kangaroo,17
ATHLLON DRIVE,149.0640873,-35.40626865,eastern grey kangaroo,17
GLENLOCH INTERCHANGE,149.0816666,-35.27827925,eastern grey kangaroo,17
SULWOOD DRIVE,149.0746089,-35.37944655,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0726217,-35.34786472,eastern grey kangaroo,17
MONARO HIGHWAY,149.1704236,-35.38093228,eastern grey kangaroo,17
GLENLOCH INTERCHANGE,149.0867754,-35.28101497,eastern grey kangaroo,17
SULWOOD DRIVE,149.0774369,-35.38025393,eastern grey kangaroo,17
LONG GULLY ROAD,149.1308607,-35.3885042,eastern grey kangaroo,17
TRELOAR CRESCENT,149.1509438,-35.28179788,eastern grey kangaroo,17
BINDUBI STREET,149.0758611,-35.27572113,eastern grey kangaroo,17
ERINDALE DRIVE,149.1075956,-35.39263932,eastern grey kangaroo,17
MUGGA WAY,149.1224186,-35.33203722,eastern grey kangaroo,17
MUGGA WAY,149.1224067,-35.33191292,eastern grey kangaroo,17
MAJURA PARKWAY,149.1922134,-35.21564327,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1752538,-35.2215123,eastern grey kangaroo,17
ATHLLON DRIVE,149.0938896,-35.38046028,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0614953,-35.32044312,eastern grey kangaroo,17
SAVERY STREET,149.1099665,-35.34637265,eastern grey kangaroo,17
DUNOON STREET,149.1005874,-35.35304082,eastern grey kangaroo,17
ISABELLA DRIVE,149.1251768,-35.41279,eastern grey kangaroo,17
MUGGA LANE,149.1524065,-35.39872463,eastern grey kangaroo,17
MAJURA PARKWAY,149.1955708,-35.21863175,eastern grey kangaroo,17
MAJURA PARKWAY,149.1958372,-35.21929242,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1888999,-35.21247077,eastern grey kangaroo,17
,149.0956035,-35.3821997,eastern grey kangaroo,17
MAJURA PARKWAY,149.1956904,-35.21866848,eastern grey kangaroo,17
CASWELL DRIVE,149.0881109,-35.27378597,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1924022,-35.20817431,eastern grey kangaroo,17
CRESWELL STREET,149.1522311,-35.28303335,eastern grey kangaroo,17
TRELOAR CRESCENT,149.1468427,-35.27934427,eastern grey kangaroo,17
MONARO HIGHWAY,149.154321,-35.39670233,eastern grey kangaroo,17
ANTILL STREET,149.1652133,-35.23938885,eastern grey kangaroo,17
MAJURA PARKWAY,149.1923373,-35.21565841,eastern grey kangaroo,17
TYNER STREET,149.1077883,-35.4454226,eastern grey kangaroo,17
ERINDALE DRIVE,149.1080692,-35.39202962,eastern grey kangaroo,17
MONARO HIGHWAY,149.1544853,-35.39634628,eastern grey kangaroo,17
SULWOOD DRIVE,149.0726443,-35.37891565,eastern grey kangaroo,17
TYNER STREET,149.1079918,-35.44538882,eastern grey kangaroo,17
LONG GULLY ROAD,149.1321737,-35.38920535,eastern grey kangaroo,17
MAJURA ROAD,149.1962059,-35.23042983,eastern grey kangaroo,17
TYNER STREET,149.1079194,-35.44540942,eastern grey kangaroo,17
ATHLLON DRIVE,149.0932296,-35.37683157,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0716269,-35.34821846,eastern grey kangaroo,17
HOGBEN STREET,149.1449515,-35.41016732,eastern grey kangaroo,17
ISABELLA DRIVE,149.1251573,-35.41294277,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1688815,-35.28940057,eastern grey kangaroo,17
ATHLLON DRIVE,149.0640453,-35.40632658,wombat,17
MONARO HIGHWAY,149.1545012,-35.3963863,eastern grey kangaroo,17
ISABELLA DRIVE,149.125146,-35.41244613,eastern grey kangaroo,17
MONARO HIGHWAY,149.1478806,-35.40238068,eastern grey kangaroo,17
HOGBEN STREET,149.1446097,-35.4100363,eastern grey kangaroo,17
PREDDEY WAY,149.0793698,-35.44698457,eastern grey kangaroo,17
PETERSILKA STREET,149.1481406,-35.18177903,eastern grey kangaroo,17
ELLENBOROUGH STREET,149.1223616,-35.23157891,eastern grey kangaroo,17
ANZAC PARADE,149.1477879,-35.2815391,eastern grey kangaroo,17
MONARO HIGHWAY,149.1255357,-35.43457937,eastern grey kangaroo,17
ATHLLON DRIVE,149.093889,-35.37909692,eastern grey kangaroo,17
CASWELL DRIVE,149.0880695,-35.27252522,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1731401,-35.29494128,eastern grey kangaroo,17
CASWELL DRIVE,149.0865482,-35.27772403,eastern grey kangaroo,17
THARWA DRIVE,149.0909797,-35.45911567,eastern grey kangaroo,17
ERINDALE DRIVE,149.1159702,-35.38608815,eastern grey kangaroo,17
MONARO HIGHWAY,149.1448752,-35.40949717,other,17
LONG GULLY ROAD,149.1310874,-35.38880082,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0718711,-35.34768876,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1888753,-35.21247809,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1888915,-35.21244375,eastern grey kangaroo,17
ERINDALE DRIVE,149.1150723,-35.38710338,eastern grey kangaroo,17
THARWA DRIVE,149.1249647,-35.43526023,eastern grey kangaroo,17
ERINDALE DRIVE,149.1158518,-35.38645847,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0605954,-35.32072569,eastern grey kangaroo,17
ATHLLON DRIVE,149.0931955,-35.37633552,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1775936,-35.2206871,eastern grey kangaroo,17
NARES CRESCENT,149.1173619,-35.32122595,eastern grey kangaroo,17
ATHLLON DRIVE,149.0933514,-35.37716713,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1752569,-35.22164229,eastern grey kangaroo,17
MAJURA PARKWAY,149.1956547,-35.22010485,eastern grey kangaroo,17
SULWOOD DRIVE,149.0752426,-35.37936828,eastern grey kangaroo,17
BINDUBI STREET,149.0750671,-35.27003553,eastern grey kangaroo,17
,149.095666,-35.38257931,eastern grey kangaroo,17
SULWOOD DRIVE,149.0756076,-35.37896937,eastern grey kangaroo,17
MOUNT MAJURA ROAD,149.1962828,-35.22298508,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.189087,-35.21222844,eastern grey kangaroo,17
MOUNT MAJURA ROAD,149.1958015,-35.22251698,eastern grey kangaroo,17
MONARO HIGHWAY,149.1554297,-35.39668065,eastern grey kangaroo,17
ERINDALE DRIVE,149.114992,-35.38704453,eastern grey kangaroo,17
MAJURA PARKWAY,149.1923383,-35.21587037,eastern grey kangaroo,17
MAJURA PARKWAY,149.1957357,-35.22175883,eastern grey kangaroo,17
MOUNT MAJURA ROAD,149.1962499,-35.22322348,eastern grey kangaroo,17
CASWELL DRIVE,149.0868281,-35.27875447,eastern grey kangaroo,17
MOUNT AINSLIE DRIVE,149.1610095,-35.28448558,eastern grey kangaroo,17
ANTILL STREET,149.1662553,-35.23732966,eastern grey kangaroo,17
THARWA DRIVE,149.095404,-35.44341913,eastern grey kangaroo,17
MUGGA LANE,149.1414767,-35.39460725,eastern grey kangaroo,17
MOUNT AINSLIE DRIVE,149.1609984,-35.28451074,eastern grey kangaroo,17
MONARO HIGHWAY,149.1690161,-35.37259582,eastern grey kangaroo,17
MOUNT MAJURA ROAD,149.1962411,-35.22320379,wallaby,17
ATHLLON DRIVE,149.0632206,-35.40971298,eastern grey kangaroo,17
NEGUS CRESCENT,149.1663678,-35.23459486,eastern grey kangaroo,17
THARWA DRIVE,149.1107027,-35.4456283,wombat,17
MONARO HIGHWAY,149.1682623,-35.37214503,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0610266,-35.32062712,eastern grey kangaroo,17
MUGGA LANE,149.1409654,-35.39448527,eastern grey kangaroo,17
LONG GULLY ROAD,149.1311118,-35.3888907,eastern grey kangaroo,17
HOGBEN STREET,149.1408672,-35.40580727,eastern grey kangaroo,17
ATHLLON DRIVE,149.0937054,-35.38400925,eastern grey kangaroo,17
TRELOAR CRESCENT,149.1457739,-35.2792644,eastern grey kangaroo,17
SAINSBURY STREET,149.0976951,-35.38577127,eastern grey kangaroo,17
MUGGA LANE,149.1387502,-35.34559209,eastern grey kangaroo,17
LONG GULLY ROAD,149.1308885,-35.3887515,eastern grey kangaroo,17
MONARO HIGHWAY,149.1687398,-35.3724175,eastern grey kangaroo,17
THARWA DRIVE,149.1108603,-35.44571844,eastern grey kangaroo,17
NEGUS CRESCENT,149.1664153,-35.2344179,eastern grey kangaroo,17
LA PEROUSE STREET,149.1215411,-35.33706248,eastern grey kangaroo,17
ANTILL STREET,149.166563,-35.23653687,eastern grey kangaroo,17
HOGBEN STREET,149.1448115,-35.41002637,eastern grey kangaroo,17
LA PEROUSE STREET,149.122198,-35.3366209,eastern grey kangaroo,17
DUNOON STREET,149.1000855,-35.3530253,eastern grey kangaroo,17
MUGGA LANE,149.138642,-35.34628552,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1688502,-35.28947207,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1528042,-35.28321175,eastern grey kangaroo,17
ELLENBOROUGH STREET,149.1233064,-35.23176528,eastern grey kangaroo,17
NEILSON STREET,149.1058001,-35.34837367,eastern grey kangaroo,17
PREDDEY WAY,149.0792468,-35.44747699,eastern grey kangaroo,17
MONARO HIGHWAY,149.1553954,-35.39623857,eastern grey kangaroo,17
ANTILL STREET,149.1668925,-35.23767913,eastern grey kangaroo,17
MUGGA LANE,149.1388521,-35.34559946,eastern grey kangaroo,17
CRESWELL STREET,149.1524514,-35.28311474,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1892819,-35.2123302,eastern grey kangaroo,17
MONARO HIGHWAY,149.1449515,-35.41016732,eastern grey kangaroo,17
,149.0716269,-35.34821846,eastern grey kangaroo,17
MONARO HIGHWAY,149.1544853,-35.39634628,eastern grey kangaroo,17
,149.1251573,-35.41294277,eastern grey kangaroo,17
ATHLLON DRIVE,149.0932296,-35.37683157,eastern grey kangaroo,17
MUGGA LANE,149.1428469,-35.39555587,eastern grey kangaroo,17
COTTER ROAD,149.0614953,-35.32044312,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1752538,-35.2215123,eastern grey kangaroo,17
SULWOOD DRIVE,149.075266,-35.37937323,other,17
WALLANGARA STREET,149.1099665,-35.34637265,eastern grey kangaroo,17
YAMBA DRIVE,149.1005874,-35.35304082,eastern grey kangaroo,17
,149.0954698,-35.38233966,eastern grey kangaroo,17
,149.1251768,-35.41279,eastern grey kangaroo,17
ISABELLA DRIVE,149.125146,-35.41244613,eastern grey kangaroo,17
SULWOOD DRIVE,149.0726443,-35.37891565,eastern grey kangaroo,17
MAJURA PARKWAY,149.1961233,-35.22010333,eastern grey kangaroo,17
FITZALAN PLACE,149.0812854,-35.38383682,eastern grey kangaroo,17
MONARO HIGHWAY,149.1545012,-35.3963863,eastern grey kangaroo,17
,149.0955837,-35.38257429,eastern grey kangaroo,17
MONARO HIGHWAY,149.154321,-35.39670233,eastern grey kangaroo,17
NEILSON STREET,149.1058001,-35.34837367,eastern grey kangaroo,17
HOGBEN STREET,149.1447076,-35.41012253,eastern grey kangaroo,17
SULWOOD DRIVE,149.075266,-35.37937323,other,17
TUGGERANONG PARKWAY,149.0607382,-35.32069457,eastern grey kangaroo,17
FIDGE STREET,149.1049503,-35.4444593,eastern grey kangaroo,17
SULWOOD DRIVE,149.0748963,-35.37860242,eastern grey kangaroo,17
MONARO HIGHWAY,149.1448774,-35.40939165,eastern grey kangaroo,17
DALRYMPLE STREET,149.1392025,-35.34420485,eastern grey kangaroo,17
MONARO HIGHWAY,149.1482407,-35.40219988,eastern grey kangaroo,17
ERINDALE DRIVE,149.1091001,-35.39223095,eastern grey kangaroo,17
SAINSBURY STREET,149.0976951,-35.38577127,eastern grey kangaroo,17
MCCLUNG STREET,149.1491016,-35.18221835,eastern grey kangaroo,17
TUGGERANONG PARKWAY,149.0718711,-35.34768876,eastern grey kangaroo,17
SULWOOD DRIVE,149.074473,-35.37928875,wallaroo,17
CASWELL DRIVE,149.0881267,-35.27221975,eastern grey kangaroo,17
HOGBEN STREET,149.1408651,-35.40568347,eastern grey kangaroo,17
MUGGA LANE,149.140874,-35.39435853,eastern grey kangaroo,17
THARWA DRIVE,149.1108603,-35.44571844,eastern grey kangaroo,17
PETERSILKA STREET,149.1479728,-35.18196105,eastern grey kangaroo,17
ERINDALE DRIVE,149.106834,-35.39313011,eastern grey kangaroo,17
SULWOOD DRIVE,149.0808292,-35.38378767,eastern grey kangaroo,17
HOGBEN STREET,149.1446097,-35.4100363,eastern grey kangaroo,17
ROSENTHAL STREET,149.1589456,-35.28385608,eastern grey kangaroo,17
THARWA DRIVE,149.1083119,-35.44506078,eastern grey kangaroo,17
CASWELL DRIVE,149.0880371,-35.2724531,eastern grey kangaroo,17
CASWELL DRIVE,149.0880678,-35.27163245,eastern grey kangaroo,17
HINDMARSH DRIVE,149.0721904,-35.3480334,eastern grey kangaroo,17
ALICE CUMMINS STREET,149.1489072,-35.18253153,eastern grey kangaroo,17
YAMBA DRIVE,149.1144647,-35.37807089,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.147772,-35.28262804,eastern grey kangaroo,17
,149.166398,-35.23461372,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1838972,-35.2161926,eastern grey kangaroo,17
,149.1651611,-35.23939542,eastern grey kangaroo,17
BINDUBI STREET,149.0752033,-35.26942813,eastern grey kangaroo,17
HORSE PARK DRIVE,149.1492431,-35.18193808,eastern grey kangaroo,17
LIME KILN ROAD,149.1962059,-35.23042983,eastern grey kangaroo,17
HORSE PARK DRIVE,149.1481406,-35.18177903,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1731401,-35.29494128,eastern grey kangaroo,17
MONARO HIGHWAY,149.1448752,-35.40949717,other,17
,149.0909797,-35.45911567,eastern grey kangaroo,17
CASWELL DRIVE,149.0880695,-35.27252522,eastern grey kangaroo,17
,149.1520208,-35.28323632,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.1892819,-35.2123302,eastern grey kangaroo,17
MAJURA PARKWAY,149.1957286,-35.22190617,eastern grey kangaroo,17
WOODCOCK DRIVE,149.0792468,-35.44747699,eastern grey kangaroo,17
MUGGA LANE,149.1428469,-35.39555587,eastern grey kangaroo,17
FAIRBAIRN AVENUE,149.1688502,-35.28947207,eastern grey kangaroo,17
LIME KILN ROAD,149.1962451,-35.2231862,eastern grey kangaroo,17
MAJURA PARKWAY,149.1922134,-35.21564327,eastern grey kangaroo,17
ISABELLA DRIVE,149.1408651,-35.40568347,eastern grey kangaroo,17
ELLENBOROUGH STREET,149.1233064,-35.23176528,eastern grey kangaroo,17
MONARO HIGHWAY,149.1249647,-35.43526023,eastern grey kangaroo,17
MONARO HIGHWAY,149.1448115,-35.41002637,eastern grey kangaroo,17
LONG GULLY ROAD,149.1310874,-35.38880082,eastern grey kangaroo,17
,149.1529483,-35.28289327,eastern grey kangaroo,17
,149.1477879,-35.2815391,eastern grey kangaroo,17
SULWOOD DRIVE,149.0752426,-35.37936828,eastern grey kangaroo,17
ATHLLON DRIVE,149.0931955,-35.37633552,eastern grey kangaroo,17
HINDMARSH DRIVE,149.0718222,-35.34780348,eastern grey kangaroo,17
,149.1528747,-35.28295038,eastern grey kangaroo,17
ATHLLON DRIVE,149.0640453,-35.40632658,wombat,17
FEDERAL HIGHWAY,149.1751691,-35.22158123,eastern grey kangaroo,17
CASWELL DRIVE,149.086847,-35.27730047,other,17
HINDMARSH DRIVE,149.0724059,-35.34792036,eastern grey kangaroo,17
,149.0929491,-35.3767549,eastern grey kangaroo,17
FEDERAL HIGHWAY,149.177787,-35.22055344,eastern grey kangaroo,16
FIDGE STREET,149.1046503,-35.44530254,eastern grey kangaroo,16
ATHLLON DRIVE,149.0637683,-35.4058969,eastern grey kangaroo,16
TUGGERANONG PARKWAY,149.0719039,-35.34778575,eastern grey kangaroo,16
ERINDALE DRIVE,149.1080978,-35.39267605,eastern grey kangaroo,16
TYNER STREET,149.1077492,-35.44539264,eastern grey kangaroo,16
SULWOOD DRIVE,149.0757626,-35.37892497,eastern grey kangaroo,16
LONG GULLY ROAD,149.1215752,-35.38732935,eastern grey kangaroo,16
ISABELLA DRIVE,149.1343184,-35.4095541,eastern grey kangaroo,16
MONARO HIGHWAY,149.1687062,-35.37189877,eastern grey kangaroo,16
LA PEROUSE STREET,149.121575,-35.33712101,eastern grey kangaroo,16
MUGGA LANE,149.1409252,-35.39426975,eastern grey kangaroo,16
,149.0955212,-35.38230997,eastern grey kangaroo,16
FEDERAL HIGHWAY,149.1928642,-35.20836377,eastern grey kangaroo,16
CASWELL DRIVE,149.088016,-35.2728312,eastern grey kangaroo,16
FEDERAL HIGHWAY,149.1916348,-35.20887083,eastern grey kangaroo,16
MORSHEAD DRIVE,149.1540979,-35.30204472,eastern grey kangaroo,16
CASWELL DRIVE,149.0883143,-35.27258373,eastern grey kangaroo,16
GLENLOCH INTERCHANGE,149.0864883,-35.28081595,eastern grey kangaroo,16
CASWELL DRIVE,149.0879981,-35.27082774,eastern grey kangaroo,16
ERINDALE DRIVE,149.1071684,-35.39296612,eastern grey kangaroo,16
MAJURA PARKWAY,149.1923605,-35.21576875,eastern grey kangaroo,16
CASWELL DRIVE,149.0881994,-35.2723041,wallaby,16
MAJURA PARKWAY,149.1918303,-35.21562303,,16
MAJURA PARKWAY,149.1923616,-35.21580787,,16
MAJURA PARKWAY,149.1956852,-35.22180304,eastern grey kangaroo,16
PHILLIP AVENUE,149.155207,-35.25006907,eastern grey kangaroo,16
SULWOOD DRIVE,149.0861598,-35.3832387,eastern grey kangaroo,16
WILLIAM HOVELL DRIVE,149.0538063,-35.27004167,eastern grey kangaroo,16
FEDERAL HIGHWAY,149.1699064,-35.22306102,red necked wallaby,16
LA PEROUSE STREET,149.1223341,-35.33779533,eastern grey kangaroo,16
